date,days_inventory_outstanding
"Dec. 31, 2019",11.65
"Sept. 30, 2019",10.38
"June 30, 2019",10.39
"March 31, 2019",11.28
"Dec. 31, 2018",11.58
"Sept. 30, 2018",13.51
"June 30, 2018",13.65
"March 31, 2018",13.63
"Dec. 31, 2017",13.66
"Sept. 30, 2017",11.39
"June 30, 2017",10.39
"March 31, 2017",10.87
"Dec. 31, 2016",9.964
"Sept. 30, 2016",9.524
"June 30, 2016",9.559
"March 31, 2016",9.285
"Dec. 31, 2015",9.086
"Sept. 30, 2015",9.141
"June 30, 2015",10.60
"March 31, 2015",10.62
"Dec. 31, 2014",8.614
"Sept. 30, 2014",9.887
"June 30, 2014",10.67
"March 31, 2014",12.24
"Dec. 31, 2013",12.81
"Sept. 30, 2013",11.47
"June 30, 2013",11.18
"March 31, 2013",12.34
"Dec. 31, 2012",8.800
"Sept. 30, 2012",4.776
"June 30, 2012",4.009
"March 31, 2012",5.660
"Dec. 31, 2011",3.132
"Sept. 30, 2011",6.180
"June 30, 2011",6.184
"March 31, 2011",6.172
"Dec. 31, 2010",2.084
"Sept. 30, 2010",5.494
"June 30, 2010",6.434
"March 31, 2010",7.502
"Dec. 31, 2009",13.25
"Sept. 30, 2009",7.636
"June 30, 2009",9.115
"March 31, 2009",10.44
"Dec. 31, 2008",6.103
"Sept. 30, 2008",6.449
"June 30, 2008",7.271
"March 31, 2008",8.790
"Dec. 31, 2007",9.282
"Sept. 30, 2007",9.337
"June 30, 2007",8.845
"March 31, 2007",17.98
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",
"Sept. 30, 2002",13.63
"June 30, 2002",15.07
"March 31, 2002",15.38
"Dec. 31, 2001",
"Sept. 30, 2001",
"June 30, 2001",
"March 31, 2001",
"Sept. 30, 2000",
"June 30, 2000",
"March 31, 2000",
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",8.929
"Dec. 31, 1997",8.065
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",8.134
"Dec. 31, 1996",6.988
"Sept. 30, 1996",6.571
"June 30, 1996",6.757
"March 31, 1996",6.562
"Dec. 31, 1995",7.015
"Sept. 30, 1995",6.995
"June 30, 1995",7.950
"March 31, 1995",8.029
"Dec. 31, 1994",7.966
"Sept. 30, 1994",7.231
"June 30, 1994",7.019
"March 31, 1994",8.066
"Dec. 31, 1993",8.554
"Sept. 30, 1993",6.617
"June 30, 1993",6.447
"March 31, 1993",7.317
"Dec. 31, 1992",6.952
"Sept. 30, 1992",6.575
"June 30, 1992",6.401
"March 31, 1992",6.877
"Dec. 31, 1991",6.941
"Sept. 30, 1991",7.350
"June 30, 1991",6.650
"March 31, 1991",7.397
"Dec. 31, 1990",7.247
"Sept. 30, 1990",7.913
"June 30, 1990",4.548
"March 31, 1990",4.398
"Dec. 31, 1989",4.528
"Sept. 30, 1989",4.361
