date,cash_operations_ttm
"Dec. 31, 2019",8.425B
"Sept. 30, 2019",8.713B
"June 30, 2019",7.967B
"March 31, 2019",7.593B
"Dec. 31, 2018",7.014B
"Sept. 30, 2018",7.66B
"June 30, 2018",7.754B
"March 31, 2018",7.225B
"Dec. 31, 2017",5.023B
"Sept. 30, 2017",4.267B
"June 30, 2017",4.528B
"March 31, 2017",5.374B
"Dec. 31, 2016",7.215B
"Sept. 30, 2016",7.559B
"June 30, 2016",7.772B
"March 31, 2016",7.302B
"Dec. 31, 2015",7.927B
"Sept. 30, 2015",7.03B
"June 30, 2015",6.321B
"March 31, 2015",5.632B
"Dec. 31, 2014",4.947B
"Sept. 30, 2014",5.496B
"June 30, 2014",5.299B
"March 31, 2014",4.451B
"Dec. 31, 2013",4.504B
"Sept. 30, 2013",3.923B
"June 30, 2013",3.225B
"March 31, 2013",2.649B
"Dec. 31, 2012",2.476B
"Sept. 30, 2012",3.084B
"June 30, 2012",2.523B
"March 31, 2012",2.877B
"Dec. 31, 2011",2.834B
"Sept. 30, 2011",1.994B
"June 30, 2011",2.606B
"March 31, 2011",2.654B
"Dec. 31, 2010",2.832B
"Sept. 30, 2010",2.441B
"June 30, 2010",1.902B
"March 31, 2010",1.702B
"Dec. 31, 2009",1.379B
"Sept. 30, 2009",-537.00M
"June 30, 2009",-1.502B
"March 31, 2009",-1.347B
"Dec. 31, 2008",-1.707B
"Sept. 30, 2008",814.00M
"June 30, 2008",1.816B
"March 31, 2008",1.282B
"Dec. 31, 2007",1.359B
"Sept. 30, 2007",828.00M
"June 30, 2007",1.038B
"March 31, 2007",722.00M
"Dec. 31, 2006",993.00M
"Sept. 30, 2006",522.00M
"June 30, 2006",400.00M
"March 31, 2006",148.00M
"Dec. 31, 2005",-307.00M
"Sept. 30, 2005",-447.00M
"June 30, 2005",-869.00M
"March 31, 2005",-640.00M
"Dec. 31, 2004",-1.123B
"Sept. 30, 2004",-431.00M
"June 30, 2004",92.00M
"March 31, 2004",311.00M
"Dec. 31, 2003",453.00M
"Sept. 30, 2003",578.00M
"June 30, 2003",380.00M
"March 31, 2003",82.00M
"Dec. 31, 2002",285.00M
"Sept. 30, 2002",-290.00M
"June 30, 2002",-240.00M
"March 31, 2002",-22.00M
"Dec. 31, 2001",236.00M
"Sept. 30, 2001",1.347B
"June 30, 2001",2.288B
"March 31, 2001",2.773B
"Sept. 30, 2000",2.75B
"June 30, 2000",2.378B
"March 31, 2000",2.526B
"Dec. 31, 1999",2.633B
"Sept. 30, 1999",2.771B
"June 30, 1999",2.937B
"March 31, 1999",2.695B
"Dec. 31, 1998",2.654B
"Sept. 30, 1998",2.475B
"June 30, 1998",2.916B
"March 31, 1998",2.736B
"Dec. 31, 1997",2.506B
"Sept. 30, 1997",2.583B
"June 30, 1997",2.039B
"March 31, 1997",2.051B
"Dec. 31, 1996",1.821B
"Sept. 30, 1996",1.626B
"June 30, 1996",1.391B
"March 31, 1996",1.189B
"Dec. 31, 1995",1.19B
"Sept. 30, 1995",1.075B
"June 30, 1995",1.114B
"March 31, 1995",1.035B
"Dec. 31, 1994",1.264B
"Sept. 30, 1994",1.241B
"June 30, 1994",1.324B
"March 31, 1994",1.262B
"Dec. 31, 1993",764.80M
"Sept. 30, 1993",1.009B
"June 30, 1993",676.90M
"March 31, 1993",294.20M
"Dec. 31, 1992",226.00M
"Sept. 30, 1992",13.30M
"June 30, 1992",149.50M
"March 31, 1992",573.70M
"Dec. 31, 1991",441.70M
"Sept. 30, 1991",292.10M
"June 30, 1991",323.80M
"March 31, 1991",230.90M
"Dec. 31, 1990",458.10M
"Sept. 30, 1990",724.60M
"June 30, 1990",803.80M
