date,revenue_per_employee_annual
"Dec. 31, 2019",522300.0
"Dec. 31, 2018",506231.3
"Dec. 31, 2017",482376.1
"Dec. 31, 2016",472599.4
"Dec. 31, 2015",499591.9
"Dec. 31, 2014",510911.4
"Dec. 31, 2013",497013.2
"Dec. 31, 2012",481233.6
"Dec. 31, 2011",443371.2
"Dec. 31, 2010",394212.5
"Dec. 31, 2009",339310.3
"Dec. 31, 2008",325755.3
"Dec. 31, 2007",360227.2
"Dec. 31, 2006",327700.9
"Dec. 31, 2005",263996.8
"Dec. 31, 2004",218032.2
"Dec. 31, 2003",196403.6
"Dec. 31, 2002",183203.1
"Dec. 31, 2001",171430.3
"Dec. 31, 2000",200915.7
"June 30, 2000",192038.7
"June 30, 1999",201552.0
"June 30, 1998",210563.9
"June 30, 1997",219736.5
"June 30, 1996",207573.0
"June 30, 1995",202489.2
"June 30, 1994",188045.0
"June 30, 1993",171627.8
"June 30, 1992",156389.8
"June 30, 1991",143081.6
