date,cash_on_hand
"Dec. 31, 2019",2.882B
"Sept. 30, 2019",1.899B
"June 30, 2019",2.009B
"March 31, 2019",1.91B
"Dec. 31, 2018",1.565B
"Sept. 30, 2018",1.858B
"June 30, 2018",2.406B
"March 31, 2018",1.97B
"Dec. 31, 2017",2.639B
"Sept. 30, 2017",2.438B
"June 30, 2017",2.988B
"March 31, 2017",2.65B
"Dec. 31, 2016",3.249B
"Sept. 30, 2016",3.152B
"June 30, 2016",2.951B
"March 31, 2016",2.914B
"Dec. 31, 2015",3.437B
"Sept. 30, 2015",3.811B
"June 30, 2015",3.787B
"March 31, 2015",3.569B
"Dec. 31, 2014",3.305B
"Sept. 30, 2014",4.362B
"June 30, 2014",4.081B
"March 31, 2014",3.658B
"Dec. 31, 2013",3.803B
"Sept. 30, 2013",3.977B
"June 30, 2013",3.923B
"March 31, 2013",3.594B
"Dec. 31, 2012",3.374B
"Sept. 30, 2012",3.233B
"June 30, 2012",3.498B
"March 31, 2012",3.87B
"Dec. 31, 2011",3.615B
"Sept. 30, 2011",3.265B
"June 30, 2011",3.822B
"March 31, 2011",3.839B
"Dec. 31, 2010",3.61B
"Sept. 30, 2010",3.875B
"June 30, 2010",4.434B
"March 31, 2010",4.913B
"Dec. 31, 2009",4.678B
"Sept. 30, 2009",5.488B
"June 30, 2009",4.942B
"March 31, 2009",4.508B
"Dec. 31, 2008",4.467B
"Sept. 30, 2008",3.081B
"June 30, 2008",3.342B
"March 31, 2008",2.595B
"Dec. 31, 2007",2.786B
"Sept. 30, 2007",2.39B
"June 30, 2007",3.379B
"March 31, 2007",2.883B
"Dec. 31, 2006",2.648B
"Sept. 30, 2006",2.808B
"June 30, 2006",2.895B
"March 31, 2006",2.429B
"Dec. 31, 2005",
"Sept. 30, 2005",1.361B
"June 30, 2005",1.671B
"March 31, 2005",1.815B
"Dec. 31, 2004",
"Sept. 30, 2004",1.446B
"June 30, 2004",1.966B
"March 31, 2004",2.18B
"Dec. 31, 2003",
"Sept. 30, 2003",2.727B
"June 30, 2003",2.815B
"March 31, 2003",1.857B
"Dec. 31, 2002",
"Sept. 30, 2002",1.657B
"June 30, 2002",1.747B
"March 31, 2002",1.513B
"Dec. 31, 2001",2.21B
"Sept. 30, 2001",2.791B
"June 30, 2001",1.51B
"March 31, 2001",1.177B
"Sept. 30, 2000",1.865B
"June 30, 2000",1.745B
"March 31, 2000",2.007B
"Dec. 31, 1999",2.317B
"Sept. 30, 1999",1.604B
"June 30, 1999",1.143B
"March 31, 1999",1.013B
"Dec. 31, 1998",804.00M
"Sept. 30, 1998",1.137B
"June 30, 1998",1.634B
"March 31, 1998",1.49B
"Dec. 31, 1997",1.353B
"Sept. 30, 1997",1.655B
"June 30, 1997",1.17B
"March 31, 1997",1.084B
"Dec. 31, 1996",1.03B
"Sept. 30, 1996",1.387B
"June 30, 1996",1.652B
"March 31, 1996",1.56B
"Dec. 31, 1995",1.384B
"Sept. 30, 1995",1.632B
"June 30, 1995",1.762B
"March 31, 1995",1.527B
"Dec. 31, 1994",1.38B
"Sept. 30, 1994",1.688B
"June 30, 1994",1.71B
"March 31, 1994",1.414B
"Dec. 31, 1993",1.096B
"Sept. 30, 1993",1.156B
"June 30, 1993",1.180B
"March 31, 1993",178.70M
"Dec. 31, 1992",310.60M
"Sept. 30, 1992",29.40M
"June 30, 1992",50.40M
"March 31, 1992",54.30M
"Dec. 31, 1991",110.40M
"Sept. 30, 1991",444.60M
"June 30, 1991",763.70M
"March 31, 1991",46.80M
"Dec. 31, 1990",59.10M
"Sept. 30, 1990",32.50M
"June 30, 1990",68.50M
"March 31, 1990",42.90M
"Dec. 31, 1989",72.50M
"Sept. 30, 1989",437.40M
"June 30, 1989",529.70M
"June 30, 1988",822.80M
"June 30, 1987",379.90M
"June 30, 1986",61.30M
"June 30, 1985",37.20M
"June 30, 1984",32.90M
