date,price_target_upside
"March 19, 2020",175.9%
"March 18, 2020",152.7%
"March 17, 2020",90.70%
"March 16, 2020",70.17%
"March 13, 2020",63.62%
"March 12, 2020",92.47%
"March 11, 2020",53.99%
"March 10, 2020",47.84%
"March 9, 2020",55.57%
"March 6, 2020",49.15%
"March 5, 2020",52.81%
"March 4, 2020",44.90%
"March 3, 2020",52.18%
"March 2, 2020",48.10%
"Feb. 28, 2020",51.40%
"Feb. 27, 2020",44.93%
"Feb. 26, 2020",40.84%
"Feb. 25, 2020",38.17%
"Feb. 24, 2020",29.17%
"Feb. 21, 2020",21.05%
"Feb. 20, 2020",19.99%
"Feb. 19, 2020",19.72%
"Feb. 18, 2020",19.30%
"Feb. 14, 2020",19.19%
"Feb. 13, 2020",18.72%
"Feb. 12, 2020",18.04%
"Feb. 11, 2020",19.67%
"Feb. 10, 2020",21.64%
"Feb. 7, 2020",21.20%
"Feb. 6, 2020",20.49%
"Feb. 5, 2020",19.04%
"Feb. 4, 2020",21.01%
"Feb. 3, 2020",25.09%
"Jan. 31, 2020",25.76%
"Jan. 30, 2020",22.77%
"Jan. 29, 2020",23.74%
"Jan. 28, 2020",21.96%
"Jan. 27, 2020",23.35%
"Jan. 24, 2020",19.20%
"Jan. 23, 2020",16.31%
"Jan. 22, 2020",17.54%
"Jan. 21, 2020",16.18%
"Jan. 17, 2020",12.51%
"Jan. 16, 2020",12.78%
"Jan. 15, 2020",12.06%
"Jan. 14, 2020",9.94%
"Jan. 13, 2020",13.33%
"Jan. 10, 2020",13.35%
"Jan. 9, 2020",13.89%
"Jan. 8, 2020",14.10%
"Jan. 7, 2020",16.39%
"Jan. 6, 2020",16.29%
"Jan. 3, 2020",15.14%
"Jan. 2, 2020",13.14%
"Dec. 31, 2019",14.23%
"Dec. 30, 2019",13.88%
"Dec. 27, 2019",13.07%
"Dec. 26, 2019",12.16%
"Dec. 24, 2019",12.48%
"Dec. 23, 2019",12.38%
"Dec. 20, 2019",13.28%
"Dec. 19, 2019",12.61%
"Dec. 18, 2019",13.18%
"Dec. 17, 2019",12.20%
"Dec. 16, 2019",12.72%
"Dec. 13, 2019",15.55%
"Dec. 12, 2019",15.87%
"Dec. 11, 2019",18.46%
"Dec. 10, 2019",17.50%
"Dec. 9, 2019",17.47%
"Dec. 6, 2019",16.76%
"Dec. 5, 2019",17.30%
"Dec. 4, 2019",16.93%
"Dec. 3, 2019",17.85%
"Dec. 2, 2019",15.51%
"Nov. 29, 2019",14.38%
"Nov. 27, 2019",14.86%
"Nov. 26, 2019",14.08%
"Nov. 25, 2019",16.33%
"Nov. 22, 2019",16.82%
"Nov. 21, 2019",18.04%
"Nov. 20, 2019",17.19%
"Nov. 19, 2019",14.31%
"Nov. 18, 2019",14.29%
"Nov. 15, 2019",14.75%
"Nov. 14, 2019",15.36%
"Nov. 13, 2019",15.47%
"Nov. 12, 2019",14.30%
"Nov. 11, 2019",14.32%
"Nov. 8, 2019",13.32%
"Nov. 7, 2019",13.16%
"Nov. 6, 2019",13.32%
"Nov. 5, 2019",13.19%
"Nov. 4, 2019",14.44%
"Nov. 1, 2019",16.20%
"Oct. 31, 2019",18.19%
"Oct. 30, 2019",17.86%
"Oct. 29, 2019",17.73%
"Oct. 28, 2019",18.18%
"Oct. 25, 2019",19.41%
"Oct. 24, 2019",21.21%
"Oct. 23, 2019",21.17%
"Oct. 22, 2019",19.30%
"Oct. 21, 2019",19.73%
"Oct. 18, 2019",21.40%
"Oct. 17, 2019",22.45%
"Oct. 16, 2019",22.91%
"Oct. 15, 2019",21.83%
"Oct. 14, 2019",23.33%
"Oct. 11, 2019",24.55%
"Oct. 10, 2019",25.42%
"Oct. 9, 2019",26.64%
"Oct. 8, 2019",28.54%
"Oct. 7, 2019",28.15%
"Oct. 4, 2019",27.08%
"Oct. 3, 2019",29.44%
"Oct. 2, 2019",27.22%
"Oct. 1, 2019",21.87%
"Sept. 30, 2019",21.18%
"Sept. 27, 2019",19.77%
"Sept. 26, 2019",18.75%
"Sept. 25, 2019",19.70%
"Sept. 24, 2019",20.34%
"Sept. 23, 2019",19.91%
"Sept. 20, 2019",18.58%
"Sept. 19, 2019",18.46%
"Sept. 18, 2019",17.22%
"Sept. 17, 2019",17.10%
"Sept. 16, 2019",17.70%
"Sept. 13, 2019",15.85%
"Sept. 12, 2019",17.29%
"Sept. 11, 2019",18.60%
"Sept. 10, 2019",18.89%
"Sept. 9, 2019",19.97%
"Sept. 6, 2019",20.24%
"Sept. 5, 2019",20.21%
"Sept. 4, 2019",22.23%
"Sept. 3, 2019",22.10%
"Aug. 30, 2019",20.72%
"Aug. 29, 2019",20.68%
"Aug. 28, 2019",23.24%
"Aug. 27, 2019",24.42%
"Aug. 26, 2019",24.11%
"Aug. 23, 2019",24.29%
"Aug. 22, 2019",20.51%
"Aug. 21, 2019",20.41%
"Aug. 20, 2019",21.10%
"Aug. 19, 2019",20.57%
"Aug. 16, 2019",20.79%
"Aug. 15, 2019",23.12%
"Aug. 14, 2019",22.87%
"Aug. 13, 2019",19.50%
"Aug. 12, 2019",19.87%
"Aug. 9, 2019",18.12%
"Aug. 8, 2019",17.13%
"Aug. 7, 2019",18.70%
"Aug. 6, 2019",19.60%
"Aug. 5, 2019",21.61%
"Aug. 2, 2019",16.94%
"Aug. 1, 2019",16.63%
"July 31, 2019",15.25%
"July 30, 2019",12.33%
"July 29, 2019",11.99%
"July 26, 2019",12.53%
"July 25, 2019",12.41%
"July 24, 2019",10.75%
"July 23, 2019",10.65%
"July 22, 2019",13.90%
"July 19, 2019",14.61%
"July 18, 2019",11.41%
"July 17, 2019",12.14%
"July 16, 2019",10.53%
"July 15, 2019",12.76%
"July 12, 2019",12.85%
"July 11, 2019",13.95%
"July 10, 2019",14.26%
"July 9, 2019",15.09%
"July 8, 2019",14.22%
"July 5, 2019",15.52%
"July 3, 2019",14.56%
"July 2, 2019",15.59%
"July 1, 2019",15.94%
"June 28, 2019",18.06%
"June 27, 2019",17.92%
"June 26, 2019",18.84%
"June 25, 2019",19.81%
"June 24, 2019",19.49%
"June 21, 2019",19.66%
"June 20, 2019",19.71%
"June 19, 2019",18.88%
"June 18, 2019",19.58%
"June 17, 2019",20.35%
"June 14, 2019",19.66%
"June 13, 2019",18.54%
"June 12, 2019",20.83%
"June 11, 2019",22.08%
"June 10, 2019",22.42%
"June 7, 2019",21.66%
"June 6, 2019",22.51%
"June 5, 2019",21.95%
"June 4, 2019",23.37%
"June 3, 2019",28.60%
"May 31, 2019",30.10%
"May 30, 2019",26.34%
"May 29, 2019",25.92%
"May 28, 2019",24.35%
"May 24, 2019",23.80%
"May 23, 2019",24.07%
"May 22, 2019",23.94%
"May 21, 2019",22.20%
"May 20, 2019",23.43%
"May 17, 2019",22.15%
"May 16, 2019",21.07%
"May 15, 2019",21.79%
"May 14, 2019",21.35%
"May 13, 2019",22.35%
"May 10, 2019",18.42%
"May 9, 2019",18.48%
"May 8, 2019",18.77%
"May 7, 2019",17.28%
"May 6, 2019",16.14%
"May 3, 2019",15.92%
"May 2, 2019",16.20%
"May 1, 2019",17.17%
"April 30, 2019",14.94%
"April 29, 2019",15.40%
"April 26, 2019",16.65%
"April 25, 2019",17.47%
"April 24, 2019",15.16%
"April 23, 2019",14.39%
"April 22, 2019",15.36%
"April 18, 2019",14.52%
"April 17, 2019",14.02%
"April 16, 2019",14.64%
"April 15, 2019",15.96%
"April 12, 2019",14.76%
"April 11, 2019",13.85%
"April 10, 2019",13.41%
"April 9, 2019",13.97%
"April 8, 2019",12.47%
"April 5, 2019",12.18%
"April 4, 2019",13.18%
"April 3, 2019",12.87%
"April 2, 2019",15.24%
"April 1, 2019",20.01%
"March 29, 2019",21.05%
"March 28, 2019",24.25%
"March 27, 2019",25.12%
"March 26, 2019",27.37%
"March 25, 2019",27.52%
"March 22, 2019",25.65%
"March 21, 2019",24.30%
"March 20, 2019",25.37%
"March 19, 2019",22.69%
"March 18, 2019",23.22%
"March 15, 2019",22.14%
"March 14, 2019",22.74%
"March 13, 2019",22.55%
"March 12, 2019",23.39%
"March 11, 2019",22.31%
"March 8, 2019",26.08%
"March 7, 2019",26.08%
"March 6, 2019",26.06%
"March 5, 2019",26.33%
"March 4, 2019",28.73%
"March 1, 2019",28.29%
"Feb. 28, 2019",27.74%
"Feb. 27, 2019",25.59%
"Feb. 26, 2019",23.89%
"Feb. 25, 2019",23.19%
"Feb. 22, 2019",22.93%
"Feb. 21, 2019",23.77%
"Feb. 20, 2019",24.34%
"Feb. 19, 2019",22.95%
"Feb. 15, 2019",24.73%
"Feb. 14, 2019",26.22%
"Feb. 13, 2019",26.39%
"Feb. 12, 2019",27.90%
"Feb. 11, 2019",26.08%
"Feb. 8, 2019",26.43%
"Feb. 7, 2019",26.58%
"Feb. 6, 2019",26.31%
"Feb. 5, 2019",26.26%
"Feb. 4, 2019",26.76%
"Feb. 1, 2019",27.82%
"Jan. 31, 2019",29.09%
"Jan. 30, 2019",26.93%
"Jan. 29, 2019",32.33%
"Jan. 28, 2019",32.91%
"Jan. 25, 2019",33.50%
"Jan. 24, 2019",33.98%
"Jan. 23, 2019",34.60%
"Jan. 22, 2019",35.17%
"Jan. 18, 2019",32.34%
"Jan. 17, 2019",31.94%
"Jan. 16, 2019",33.93%
"Jan. 15, 2019",35.69%
"Jan. 14, 2019",36.82%
"Jan. 11, 2019",35.82%
"Jan. 10, 2019",35.64%
"Jan. 9, 2019",37.54%
"Jan. 8, 2019",42.85%
"Jan. 7, 2019",42.41%
"Jan. 4, 2019",42.59%
"Jan. 3, 2019",49.61%
"Jan. 2, 2019",37.85%
"Dec. 31, 2018",38.37%
"Dec. 28, 2018",37.60%
"Dec. 27, 2018",36.73%
"Dec. 26, 2018",36.97%
"Dec. 24, 2018",43.97%
"Dec. 21, 2018",39.63%
"Dec. 20, 2018",35.63%
"Dec. 19, 2018",32.96%
"Dec. 18, 2018",30.85%
"Dec. 17, 2018",32.25%
"Dec. 14, 2018",29.48%
"Dec. 13, 2018",29.56%
"Dec. 12, 2018",23.30%
"Dec. 11, 2018",24.14%
"Dec. 10, 2018",23.19%
"Dec. 7, 2018",22.98%
"Dec. 6, 2018",18.72%
"Dec. 4, 2018",20.01%
"Dec. 3, 2018",13.11%
"Nov. 30, 2018",12.01%
"Nov. 29, 2018",15.20%
"Nov. 28, 2018",15.19%
"Nov. 27, 2018",16.29%
"Nov. 26, 2018",19.47%
"Nov. 23, 2018",18.53%
"Nov. 21, 2018",21.05%
"Nov. 20, 2018",22.27%
"Nov. 19, 2018",20.57%
"Nov. 16, 2018",20.89%
"Nov. 15, 2018",20.46%
"Nov. 14, 2018",19.76%
"Nov. 13, 2018",18.94%
"Nov. 12, 2018",19.19%
"Nov. 9, 2018",19.64%
"Nov. 8, 2018",19.47%
"Nov. 7, 2018",19.35%
"Nov. 6, 2018",22.19%
"Nov. 5, 2018",20.92%
"Nov. 2, 2018",20.77%
"Nov. 1, 2018",20.95%
"Oct. 31, 2018",23.84%
"Oct. 30, 2018",22.96%
"Oct. 29, 2018",26.98%
"Oct. 26, 2018",27.31%
"Oct. 25, 2018",26.30%
"Oct. 24, 2018",31.69%
"Oct. 23, 2018",26.91%
"Oct. 22, 2018",25.06%
"Oct. 19, 2018",27.05%
"Oct. 18, 2018",27.67%
"Oct. 17, 2018",24.92%
"Oct. 16, 2018",26.99%
"Oct. 15, 2018",30.10%
"Oct. 12, 2018",29.58%
"Oct. 11, 2018",30.49%
"Oct. 10, 2018",35.26%
"Oct. 9, 2018",33.24%
"Oct. 8, 2018",29.97%
"Oct. 5, 2018",29.03%
"Oct. 4, 2018",26.85%
"Oct. 3, 2018",25.29%
"Oct. 2, 2018",24.55%
"Oct. 1, 2018",21.28%
"Sept. 28, 2018",18.40%
"Sept. 27, 2018",18.05%
"Sept. 26, 2018",18.34%
"Sept. 25, 2018",18.99%
"Sept. 24, 2018",18.34%
"Sept. 21, 2018",13.98%
"Sept. 20, 2018",16.88%
"Sept. 19, 2018",17.34%
"Sept. 18, 2018",17.48%
"Sept. 17, 2018",17.22%
"Sept. 14, 2018",17.28%
"Sept. 13, 2018",17.50%
"Sept. 12, 2018",18.38%
"Sept. 11, 2018",16.60%
"Sept. 10, 2018",18.04%
"Sept. 7, 2018",19.49%
"Sept. 6, 2018",19.65%
"Sept. 5, 2018",18.04%
"Sept. 4, 2018",14.69%
"Aug. 31, 2018",15.37%
"Aug. 30, 2018",15.45%
"Aug. 29, 2018",15.29%
"Aug. 28, 2018",14.77%
"Aug. 27, 2018",16.83%
"Aug. 24, 2018",18.00%
"Aug. 23, 2018",18.39%
"Aug. 22, 2018",18.45%
"Aug. 21, 2018",16.42%
"Aug. 20, 2018",16.79%
"Aug. 17, 2018",20.50%
"Aug. 16, 2018",20.94%
"Aug. 15, 2018",21.42%
"Aug. 14, 2018",22.46%
"Aug. 13, 2018",23.68%
"Aug. 10, 2018",22.57%
"Aug. 9, 2018",21.18%
"Aug. 8, 2018",21.42%
"Aug. 7, 2018",22.59%
"Aug. 6, 2018",23.22%
"Aug. 3, 2018",23.59%
"Aug. 2, 2018",24.39%
"Aug. 1, 2018",25.13%
"July 31, 2018",23.22%
"July 30, 2018",24.34%
"July 27, 2018",22.81%
