date,sales_est_0q
"March 16, 2020",10.48B
"March 13, 2020",10.72B
"March 11, 2020",10.80B
"March 9, 2020",10.88B
"March 6, 2020",10.95B
"March 5, 2020",10.95B
"March 3, 2020",11.06B
"March 2, 2020",11.07B
"Feb. 25, 2020",11.05B
"Feb. 24, 2020",11.05B
"Feb. 7, 2020",10.97B
"Feb. 4, 2020",10.97B
"Jan. 30, 2020",11.02B
"Jan. 29, 2020",11.01B
"Jan. 21, 2020",11.01B
"Jan. 16, 2020",10.99B
"Jan. 15, 2020",10.98B
"Jan. 14, 2020",11.19B
"Jan. 13, 2020",11.12B
"Jan. 8, 2020",11.10B
"Jan. 6, 2020",11.04B
"Jan. 2, 2020",11.04B
"Dec. 31, 2019",11.37B
"Dec. 19, 2019",11.37B
"Dec. 16, 2019",11.36B
"Dec. 13, 2019",11.38B
"Dec. 12, 2019",11.38B
"Nov. 13, 2019",11.37B
"Nov. 6, 2019",11.37B
"Nov. 1, 2019",11.37B
"Oct. 28, 2019",11.37B
"Oct. 14, 2019",11.38B
"Oct. 11, 2019",11.39B
"Oct. 10, 2019",11.38B
"Oct. 9, 2019",11.30B
"Oct. 3, 2019",11.30B
"Oct. 2, 2019",11.29B
"Oct. 1, 2019",11.27B
"Sept. 30, 2019",12.61B
"Sept. 29, 2019",12.66B
"Sept. 23, 2019",12.67B
"July 30, 2019",12.67B
"July 18, 2019",12.66B
"July 12, 2019",12.66B
"July 11, 2019",12.62B
"July 10, 2019",12.53B
"July 9, 2019",12.50B
"July 3, 2019",12.51B
"July 2, 2019",12.49B
"June 30, 2019",12.49B
"June 27, 2019",12.42B
"June 17, 2019",12.42B
"May 6, 2019",12.41B
"April 30, 2019",12.38B
"April 17, 2019",12.37B
"April 12, 2019",12.36B
"April 11, 2019",12.36B
"April 10, 2019",12.39B
"April 8, 2019",12.30B
"April 4, 2019",12.29B
"April 3, 2019",12.29B
"April 2, 2019",12.30B
"April 1, 2019",12.21B
"March 31, 2019",10.42B
"March 29, 2019",10.32B
"March 28, 2019",10.33B
"March 6, 2019",10.32B
"March 5, 2019",10.31B
"March 1, 2019",10.30B
"Feb. 27, 2019",10.31B
"Feb. 22, 2019",10.32B
"Jan. 28, 2019",10.32B
"Jan. 18, 2019",10.32B
"Jan. 17, 2019",10.31B
"Jan. 16, 2019",10.35B
"Jan. 15, 2019",10.39B
"Jan. 14, 2019",10.38B
"Jan. 11, 2019",10.39B
"Jan. 9, 2019",10.40B
"Jan. 8, 2019",10.40B
"Jan. 3, 2019",10.46B
"Jan. 2, 2019",10.52B
"Dec. 31, 2018",10.71B
"Dec. 21, 2018",10.80B
"Dec. 19, 2018",10.80B
"Dec. 17, 2018",10.81B
"Dec. 14, 2018",10.82B
"Dec. 13, 2018",10.84B
"Dec. 10, 2018",10.85B
"Dec. 8, 2018",10.87B
"Dec. 6, 2018",10.88B
"Dec. 5, 2018",10.88B
"Dec. 4, 2018",10.88B
"Nov. 27, 2018",10.86B
"Nov. 19, 2018",10.85B
"Nov. 12, 2018",10.84B
"Oct. 30, 2018",10.84B
"Oct. 15, 2018",10.81B
"Oct. 12, 2018",10.80B
"Oct. 11, 2018",10.81B
"Oct. 10, 2018",10.76B
"Oct. 8, 2018",10.76B
"Oct. 4, 2018",10.75B
"Oct. 2, 2018",10.76B
"Sept. 30, 2018",11.96B
"Sept. 28, 2018",11.99B
"Sept. 27, 2018",11.99B
"Sept. 26, 2018",11.99B
"Sept. 7, 2018",11.98B
"Sept. 6, 2018",11.98B
"Sept. 4, 2018",11.96B
"Aug. 22, 2018",11.96B
"Aug. 1, 2018",11.98B
"July 31, 2018",11.98B
"July 30, 2018",11.96B
"July 25, 2018",11.96B
"July 17, 2018",11.97B
"July 16, 2018",11.96B
"July 13, 2018",11.95B
"July 12, 2018",11.86B
"July 11, 2018",11.86B
"July 10, 2018",11.82B
"July 5, 2018",11.83B
"June 30, 2018",11.73B
"June 20, 2018",11.62B
"June 15, 2018",11.62B
"June 8, 2018",11.62B
"June 7, 2018",11.61B
"June 6, 2018",11.61B
"June 4, 2018",11.60B
"May 21, 2018",11.59B
"May 14, 2018",11.59B
"May 8, 2018",11.58B
"May 3, 2018",11.58B
"May 2, 2018",11.57B
"April 30, 2018",11.57B
"April 19, 2018",11.56B
"April 16, 2018",11.56B
"April 13, 2018",11.55B
"April 12, 2018",11.51B
"April 11, 2018",11.48B
"April 10, 2018",11.49B
"April 9, 2018",11.47B
"April 6, 2018",11.47B
"April 5, 2018",11.48B
"April 4, 2018",11.48B
"April 3, 2018",11.49B
"March 31, 2018",9.892B
"March 29, 2018",9.800B
"March 28, 2018",9.797B
"March 19, 2018",9.801B
"March 15, 2018",9.815B
"March 14, 2018",9.812B
"March 13, 2018",9.816B
"March 9, 2018",9.808B
"Feb. 16, 2018",9.800B
"Feb. 15, 2018",9.793B
"Jan. 30, 2018",9.788B
"Jan. 23, 2018",9.792B
"Jan. 22, 2018",9.783B
"Jan. 16, 2018",9.779B
"Jan. 13, 2018",9.775B
"Jan. 12, 2018",9.767B
"Jan. 11, 2018",9.779B
"Jan. 10, 2018",9.761B
"Jan. 9, 2018",9.787B
"Jan. 8, 2018",9.754B
"Jan. 5, 2018",9.763B
"Jan. 4, 2018",9.758B
"Jan. 2, 2018",9.749B
