date,ohlson_score
"Dec. 31, 2019",2.797
"Sept. 30, 2019",2.980
"June 30, 2019",2.901
"March 31, 2019",3.468
"Dec. 31, 2018",3.258
"Sept. 30, 2018",2.751
"June 30, 2018",2.602
"March 31, 2018",2.682
"Dec. 31, 2017",4.277
"Sept. 30, 2017",2.462
"June 30, 2017",2.225
"March 31, 2017",2.431
"Dec. 31, 2016",3.320
"Sept. 30, 2016",2.460
"June 30, 2016",2.300
"March 31, 2016",2.478
"Dec. 31, 2015",2.669
"Sept. 30, 2015",2.232
"June 30, 2015",2.026
"March 31, 2015",1.276
"Dec. 31, 2014",1.947
"Sept. 30, 2014",2.160
"June 30, 2014",1.205
"March 31, 2014",21.95
"Dec. 31, 2013",1.210
"Sept. 30, 2013",3.214
"June 30, 2013",3.232
"March 31, 2013",3.777
"Dec. 31, 2012",94.25
"Sept. 30, 2012",2.970
"June 30, 2012",2.956
"March 31, 2012",5.008
"Dec. 31, 2011",3.965
"Sept. 30, 2011",3.123
"June 30, 2011",2.123
"March 31, 2011",2.870
"Dec. 31, 2010",12.86
"Sept. 30, 2010",3.656
"June 30, 2010",2.690
"March 31, 2010",2.899
"Dec. 31, 2009",6.082
"Sept. 30, 2009",3.380
"June 30, 2009",4.422
"March 31, 2009",3.954
"Dec. 31, 2008",3.087
"Sept. 30, 2008",13.66
"June 30, 2008",5.560
"March 31, 2008",2.313
"Dec. 31, 2007",-0.7222
"Sept. 30, 2007",4.796
"June 30, 2007",1.140
"March 31, 2007",15.64
"Dec. 31, 2006",7.581
"Sept. 30, 2006",-14.74
"June 30, 2006",7.987
"March 31, 2006",7.202
"Dec. 31, 2005",
"Sept. 30, 2005",6.059
"June 30, 2005",7.368
"March 31, 2005",6.92
"Dec. 31, 2004",
"Sept. 30, 2004",6.264
"June 30, 2004",4.389
"March 31, 2004",3.933
"Dec. 31, 2003",
"Sept. 30, 2003",2.450
"June 30, 2003",1.608
"March 31, 2003",3.936
"Dec. 31, 2002",
"Sept. 30, 2002",3.178
"June 30, 2002",3.866
"March 31, 2002",3.707
"Dec. 31, 2001",2.877
"Sept. 30, 2001",2.542
"June 30, 2001",3.210
"March 31, 2001",1.295
"Sept. 30, 2000",2.531
"June 30, 2000",2.471
"March 31, 2000",2.747
"Dec. 31, 1999",2.144
"Sept. 30, 1999",2.505
"June 30, 1999",2.616
"March 31, 1999",2.648
"Dec. 31, 1998",2.892
"Sept. 30, 1998",2.419
"June 30, 1998",1.979
"March 31, 1998",2.233
"Dec. 31, 1997",2.527
"Sept. 30, 1997",2.462
"June 30, 1997",2.317
"March 31, 1997",2.455
"Dec. 31, 1996",3.195
"Sept. 30, 1996",2.364
"June 30, 1996",1.037
"March 31, 1996",2.22
"Dec. 31, 1995",
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",
"Dec. 31, 1994",-3.04
"Sept. 30, 1994",1.623
"June 30, 1994",2.686
"March 31, 1994",3.414
"Dec. 31, 1993",2.220
"Sept. 30, 1993",-3.104
"June 30, 1993",2.485
"March 31, 1993",2.939
"Dec. 31, 1992",3.120
"Sept. 30, 1992",3.240
"June 30, 1992",3.675
"March 31, 1992",3.766
"Dec. 31, 1991",2.776
"Sept. 30, 1991",2.670
"June 30, 1991",-0.5384
"March 31, 1991",4.390
"Dec. 31, 1990",3.387
"Sept. 30, 1990",1.788
"June 30, 1990",2.167
