date,springate_score
"Dec. 31, 2019",0.6604
"Sept. 30, 2019",0.623
"June 30, 2019",0.5998
"March 31, 2019",0.5661
"Dec. 31, 2018",0.5931
"Sept. 30, 2018",0.6085
"June 30, 2018",0.6237
"March 31, 2018",0.6606
"Dec. 31, 2017",0.7062
"Sept. 30, 2017",0.6996
"June 30, 2017",0.7072
"March 31, 2017",0.7534
"Dec. 31, 2016",0.8301
"Sept. 30, 2016",0.9013
"June 30, 2016",0.9001
"March 31, 2016",0.9001
"Dec. 31, 2015",0.8891
"Sept. 30, 2015",0.7048
"June 30, 2015",0.5705
"March 31, 2015",0.4885
"Dec. 31, 2014",0.3644
"Sept. 30, 2014",0.628
"June 30, 2014",0.7112
"March 31, 2014",0.6522
"Dec. 31, 2013",0.655
"Sept. 30, 2013",0.5961
"June 30, 2013",0.5453
"March 31, 2013",0.4681
"Dec. 31, 2012",0.5051
"Sept. 30, 2012",0.5859
"June 30, 2012",0.4981
"March 31, 2012",0.5598
"Dec. 31, 2011",0.4964
"Sept. 30, 2011",0.454
"June 30, 2011",0.4266
"March 31, 2011",0.47
"Dec. 31, 2010",0.4949
"Sept. 30, 2010",0.396
"June 30, 2010",0.3181
"March 31, 2010",0.2538
"Dec. 31, 2009",0.2152
"Sept. 30, 2009",0.1074
"June 30, 2009",0.0532
"March 31, 2009",-0.1619
"Dec. 31, 2008",-1.227
"Sept. 30, 2008",-1.155
"June 30, 2008",-1.028
"March 31, 2008",-0.4996
"Dec. 31, 2007",0.7916
"Sept. 30, 2007",0.8345
"June 30, 2007",0.7941
"March 31, 2007",0.4315
