date,eps_est_0y
"March 18, 2020",4.265
"March 17, 2020",5.086
"March 16, 2020",5.246
"March 13, 2020",6.191
"March 11, 2020",6.663
"March 10, 2020",6.787
"March 9, 2020",6.778
"March 6, 2020",6.962
"March 5, 2020",7.076
"March 3, 2020",7.309
"March 2, 2020",7.306
"Feb. 28, 2020",7.414
"Feb. 25, 2020",7.401
"Feb. 24, 2020",7.406
"Feb. 21, 2020",7.383
"Feb. 7, 2020",7.365
"Feb. 4, 2020",7.358
"Jan. 30, 2020",7.340
"Jan. 29, 2020",7.337
"Jan. 21, 2020",7.326
"Jan. 16, 2020",7.312
"Jan. 15, 2020",7.310
"Jan. 14, 2020",7.197
"Jan. 13, 2020",7.181
"Jan. 12, 2020",7.237
"Jan. 10, 2020",7.237
"Jan. 8, 2020",7.236
"Jan. 6, 2020",7.230
"Jan. 2, 2020",7.231
"Dec. 31, 2019",7.011
"Dec. 20, 2019",7.007
"Dec. 19, 2019",7.007
"Dec. 16, 2019",7.003
"Dec. 13, 2019",7.000
"Dec. 12, 2019",6.995
"Dec. 9, 2019",6.990
"Nov. 22, 2019",6.992
"Nov. 13, 2019",6.992
"Nov. 6, 2019",6.992
"Nov. 1, 2019",6.994
"Oct. 31, 2019",6.991
"Oct. 28, 2019",6.990
"Oct. 14, 2019",6.987
"Oct. 11, 2019",6.992
"Oct. 10, 2019",7.024
"Oct. 9, 2019",7.068
"Oct. 7, 2019",7.065
"Oct. 6, 2019",7.066
"Oct. 3, 2019",7.073
"Oct. 2, 2019",7.092
"Oct. 1, 2019",7.122
"Sept. 29, 2019",7.112
"Sept. 27, 2019",7.103
"Sept. 24, 2019",7.102
"Sept. 23, 2019",7.103
"Sept. 6, 2019",7.102
"Sept. 5, 2019",7.096
"Aug. 20, 2019",7.098
"Aug. 19, 2019",7.103
"Aug. 16, 2019",7.100
"Aug. 12, 2019",7.098
"Aug. 2, 2019",7.098
"July 30, 2019",7.104
"July 24, 2019",7.093
"July 18, 2019",7.080
"July 16, 2019",7.070
