date,cash_financing_ttm
"Dec. 31, 2019",-2.88B
"Sept. 30, 2019",-3.847B
"June 30, 2019",-3.604B
"March 31, 2019",-1.519B
"Dec. 31, 2018",-1.726B
"Sept. 30, 2018",-1.851B
"June 30, 2018",-1.729B
"March 31, 2018",-3.226B
"Dec. 31, 2017",-730.00M
"Sept. 30, 2017",-926.00M
"June 30, 2017",-831.00M
"March 31, 2017",-1.906B
"Dec. 31, 2016",-4.26B
"Sept. 30, 2016",-4.511B
"June 30, 2016",-4.502B
"March 31, 2016",-3.972B
"Dec. 31, 2015",-4.088B
"Sept. 30, 2015",-4.357B
"June 30, 2015",-4.002B
"March 31, 2015",-3.497B
"Dec. 31, 2014",-3.24B
"Sept. 30, 2014",-2.631B
"June 30, 2014",-2.495B
"March 31, 2014",-1.699B
"Dec. 31, 2013",-1.32B
"Sept. 30, 2013",-838.00M
"June 30, 2013",-647.00M
"March 31, 2013",-681.00M
"Dec. 31, 2012",-755.00M
"Sept. 30, 2012",-1.276B
"June 30, 2012",-1.214B
"March 31, 2012",-1.576B
"Dec. 31, 2011",-1.571B
"Sept. 30, 2011",-1.368B
"June 30, 2011",-1.84B
"March 31, 2011",-2.377B
"Dec. 31, 2010",-2.521B
"Sept. 30, 2010",-2.685B
"June 30, 2010",-1.16B
"March 31, 2010",-201.00M
"Dec. 31, 2009",-19.00M
"Sept. 30, 2009",909.00M
"June 30, 2009",1.111B
"March 31, 2009",1.42B
"Dec. 31, 2008",1.716B
"Sept. 30, 2008",1.828B
"June 30, 2008",874.00M
"March 31, 2008",217.00M
"Dec. 31, 2007",-120.00M
"Sept. 30, 2007",-1.006B
"June 30, 2007",-1.25B
"March 31, 2007",-684.00M
"Dec. 31, 2006",-606.00M
"Sept. 30, 2006",-127.00M
"June 30, 2006",627.00M
"March 31, 2006",597.00M
"Dec. 31, 2005",830.00M
"Sept. 30, 2005",1.234B
"June 30, 2005",719.00M
"March 31, 2005",779.00M
"Dec. 31, 2004",636.00M
"Sept. 30, 2004",-79.00M
"June 30, 2004",-213.00M
"March 31, 2004",272.00M
"Dec. 31, 2003",548.00M
"Sept. 30, 2003",800.00M
"June 30, 2003",833.00M
"March 31, 2003",818.00M
"Dec. 31, 2002",583.00M
"Sept. 30, 2002",679.00M
"June 30, 2002",2.881B
"March 31, 2002",3.199B
"Dec. 31, 2001",3.306B
"Sept. 30, 2001",2.483B
"June 30, 2001",488.00M
"March 31, 2001",-764.00M
"Sept. 30, 2000",679.00M
"June 30, 2000",1.652B
"March 31, 2000",1.118B
"Dec. 31, 1999",2.258B
"Sept. 30, 1999",769.00M
"June 30, 1999",-125.00M
"March 31, 1999",314.00M
"Dec. 31, 1998",-495.00M
"Sept. 30, 1998",-577.00M
"June 30, 1998",-177.00M
"March 31, 1998",-299.00M
"Dec. 31, 1997",-127.00M
"Sept. 30, 1997",-272.00M
"June 30, 1997",-581.00M
"March 31, 1997",-793.00M
"Dec. 31, 1996",-914.00M
"Sept. 30, 1996",-838.00M
"June 30, 1996",-591.00M
"March 31, 1996",-403.00M
"Dec. 31, 1995",-459.00M
"Sept. 30, 1995",-544.00M
"June 30, 1995",-688.00M
"March 31, 1995",-573.00M
"Dec. 31, 1994",-578.00M
"Sept. 30, 1994",44.20M
"June 30, 1994",308.00M
"March 31, 1994",1.202B
"Dec. 31, 1993",1.410B
"Sept. 30, 1993",1.551B
"June 30, 1993",1.780B
"March 31, 1993",1.506B
"Dec. 31, 1992",2.023B
"Sept. 30, 1992",2.229B
"June 30, 1992",2.176B
"March 31, 1992",2.384B
"Dec. 31, 1991",2.669B
"Sept. 30, 1991",2.480B
"June 30, 1991",2.543B
"March 31, 1991",1.971B
"Dec. 31, 1990",1.453B
"Sept. 30, 1990",877.80M
"June 30, 1990",709.10M
