date,max_drawdown_all
"Feb. 29, 2020",82.76%
"Jan. 31, 2020",82.76%
"Dec. 31, 2019",82.76%
"Nov. 30, 2019",82.76%
"Oct. 31, 2019",82.76%
"Sept. 30, 2019",82.76%
"Aug. 31, 2019",82.76%
"July 31, 2019",82.76%
"June 30, 2019",82.76%
"May 31, 2019",82.76%
"April 30, 2019",82.76%
"March 31, 2019",82.76%
"Feb. 28, 2019",82.76%
"Jan. 31, 2019",82.76%
"Dec. 31, 2018",82.76%
"Nov. 30, 2018",82.76%
"Oct. 31, 2018",82.76%
"Sept. 30, 2018",82.76%
"Aug. 31, 2018",82.76%
"July 31, 2018",82.76%
"June 30, 2018",82.76%
"May 31, 2018",82.76%
"April 30, 2018",82.76%
"March 31, 2018",82.76%
"Feb. 28, 2018",82.76%
"Jan. 31, 2018",82.76%
"Dec. 31, 2017",82.76%
"Nov. 30, 2017",82.76%
"Oct. 31, 2017",82.76%
"Sept. 30, 2017",82.76%
"Aug. 31, 2017",82.76%
"July 31, 2017",82.76%
"June 30, 2017",82.76%
"May 31, 2017",82.76%
"April 30, 2017",82.76%
"March 31, 2017",82.76%
"Feb. 28, 2017",82.76%
"Jan. 31, 2017",82.76%
"Dec. 31, 2016",82.76%
"Nov. 30, 2016",82.76%
"Oct. 31, 2016",82.76%
"Sept. 30, 2016",82.76%
"Aug. 31, 2016",82.76%
"July 31, 2016",82.76%
"June 30, 2016",82.76%
"May 31, 2016",82.76%
"April 30, 2016",82.76%
"March 31, 2016",82.76%
"Feb. 29, 2016",82.76%
"Jan. 31, 2016",82.76%
"Dec. 31, 2015",82.76%
"Nov. 30, 2015",82.76%
"Oct. 31, 2015",82.76%
"Sept. 30, 2015",82.76%
"Aug. 31, 2015",82.76%
"July 31, 2015",82.76%
"June 30, 2015",82.76%
"May 31, 2015",82.76%
"April 30, 2015",82.76%
"March 31, 2015",82.76%
"Feb. 28, 2015",82.76%
"Jan. 31, 2015",82.76%
"Dec. 31, 2014",82.76%
"Nov. 30, 2014",82.76%
"Oct. 31, 2014",82.76%
"Sept. 30, 2014",82.76%
"Aug. 31, 2014",82.76%
"July 31, 2014",82.76%
"June 30, 2014",82.76%
"May 31, 2014",82.76%
"April 30, 2014",82.76%
"March 31, 2014",82.76%
"Feb. 28, 2014",82.76%
"Jan. 31, 2014",82.76%
"Dec. 31, 2013",82.76%
"Nov. 30, 2013",82.76%
"Oct. 31, 2013",82.76%
"Sept. 30, 2013",82.76%
"Aug. 31, 2013",82.76%
"July 31, 2013",82.76%
"June 30, 2013",82.76%
"May 31, 2013",82.76%
"April 30, 2013",82.76%
"March 31, 2013",82.76%
"Feb. 28, 2013",82.76%
"Jan. 31, 2013",82.76%
"Dec. 31, 2012",82.76%
"Nov. 30, 2012",82.76%
"Oct. 31, 2012",82.76%
"Sept. 30, 2012",82.76%
"Aug. 31, 2012",82.76%
"July 31, 2012",82.76%
"June 30, 2012",82.76%
"May 31, 2012",82.76%
"April 30, 2012",82.76%
"March 31, 2012",82.76%
"Feb. 29, 2012",82.76%
"Jan. 31, 2012",82.76%
"Dec. 31, 2011",82.76%
"Nov. 30, 2011",82.76%
"Oct. 31, 2011",82.76%
"Sept. 30, 2011",82.76%
"Aug. 31, 2011",82.76%
"July 31, 2011",82.76%
"June 30, 2011",82.76%
"May 31, 2011",82.76%
"April 30, 2011",82.76%
"March 31, 2011",82.76%
"Feb. 28, 2011",82.76%
"Jan. 31, 2011",82.76%
"Dec. 31, 2010",82.76%
"Nov. 30, 2010",82.76%
"Oct. 31, 2010",82.76%
"Sept. 30, 2010",82.76%
"Aug. 31, 2010",82.76%
"July 31, 2010",82.76%
"June 30, 2010",82.76%
"May 31, 2010",82.76%
"April 30, 2010",82.76%
"March 31, 2010",82.76%
"Feb. 28, 2010",82.76%
"Jan. 31, 2010",82.76%
"Dec. 31, 2009",82.76%
"Nov. 30, 2009",82.76%
"Oct. 31, 2009",82.76%
"Sept. 30, 2009",82.76%
"Aug. 31, 2009",82.76%
"July 31, 2009",82.76%
"June 30, 2009",82.76%
"May 31, 2009",82.76%
"April 30, 2009",82.76%
"March 31, 2009",82.76%
"Feb. 28, 2009",79.64%
"Jan. 31, 2009",79.64%
"Dec. 31, 2008",79.64%
"Nov. 30, 2008",79.64%
"Oct. 31, 2008",79.64%
"Sept. 30, 2008",79.64%
"Aug. 31, 2008",79.64%
"July 31, 2008",79.64%
"June 30, 2008",78.06%
"May 31, 2008",75.87%
"April 30, 2008",71.22%
"March 31, 2008",63.36%
"Feb. 29, 2008",48.35%
"Jan. 31, 2008",48.35%
"Dec. 31, 2007",37.82%
"Nov. 30, 2007",30.89%
"Oct. 31, 2007",30.89%
"Sept. 30, 2007",30.89%
"Aug. 31, 2007",30.89%
"July 31, 2007",21.81%
"June 30, 2007",20.14%
"May 31, 2007",20.14%
"April 30, 2007",10.27%
