date,enterprise_value
"March 19, 2020",22.05B
"March 18, 2020",23.31B
"March 17, 2020",28.59B
"March 16, 2020",31.20B
"March 13, 2020",32.83B
"March 12, 2020",29.86B
"March 11, 2020",35.59B
"March 10, 2020",37.38B
"March 9, 2020",36.13B
"March 6, 2020",37.65B
"March 5, 2020",37.09B
"March 4, 2020",39.32B
"March 3, 2020",37.84B
"March 2, 2020",38.46B
"Feb. 28, 2020",37.81B
"Feb. 27, 2020",39.12B
"Feb. 26, 2020",40.02B
"Feb. 25, 2020",40.85B
"Feb. 24, 2020",42.99B
"Feb. 21, 2020",45.32B
"Feb. 20, 2020",45.65B
"Feb. 19, 2020",45.73B
"Feb. 18, 2020",45.86B
"Feb. 14, 2020",45.98B
"Feb. 13, 2020",46.13B
"Feb. 12, 2020",46.34B
"Feb. 11, 2020",45.83B
"Feb. 10, 2020",45.22B
"Feb. 7, 2020",45.35B
"Feb. 6, 2020",45.52B
"Feb. 5, 2020",45.97B
"Feb. 4, 2020",45.36B
"Feb. 3, 2020",44.15B
"Jan. 31, 2020",43.96B
"Jan. 30, 2020",44.98B
"Jan. 29, 2020",44.69B
"Jan. 28, 2020",45.22B
"Jan. 27, 2020",44.81B
"Jan. 24, 2020",46.08B
"Jan. 23, 2020",47.02B
"Jan. 22, 2020",46.61B
"Jan. 21, 2020",47.06B
"Jan. 17, 2020",48.15B
"Jan. 16, 2020",48.05B
"Jan. 15, 2020",47.89B
"Jan. 14, 2020",47.78B
"Jan. 13, 2020",46.52B
"Jan. 10, 2020",46.36B
"Jan. 9, 2020",46.18B
"Jan. 8, 2020",46.11B
"Jan. 7, 2020",45.31B
"Jan. 6, 2020",45.34B
"Jan. 3, 2020",45.60B
"Jan. 2, 2020",46.23B
"Dec. 31, 2019",45.87B
"Dec. 30, 2019",46.16B
"Dec. 27, 2019",46.43B
"Dec. 26, 2019",46.74B
"Dec. 24, 2019",46.63B
"Dec. 23, 2019",46.66B
"Dec. 20, 2019",46.36B
"Dec. 19, 2019",46.47B
"Dec. 18, 2019",46.11B
"Dec. 17, 2019",46.18B
"Dec. 16, 2019",46.00B
"Dec. 13, 2019",44.91B
"Dec. 12, 2019",44.88B
"Dec. 11, 2019",43.84B
"Dec. 10, 2019",44.13B
"Dec. 9, 2019",44.31B
"Dec. 6, 2019",44.53B
"Dec. 5, 2019",44.36B
"Dec. 4, 2019",44.48B
"Dec. 3, 2019",44.19B
"Dec. 2, 2019",44.92B
"Nov. 29, 2019",45.28B
"Nov. 27, 2019",45.13B
"Nov. 26, 2019",45.38B
"Nov. 25, 2019",44.66B
"Nov. 22, 2019",44.51B
"Nov. 21, 2019",43.99B
"Nov. 20, 2019",44.22B
"Nov. 19, 2019",45.13B
"Nov. 18, 2019",45.14B
"Nov. 15, 2019",44.99B
"Nov. 14, 2019",44.79B
"Nov. 13, 2019",44.76B
"Nov. 12, 2019",45.23B
"Nov. 11, 2019",45.22B
"Nov. 8, 2019",45.46B
"Nov. 7, 2019",45.51B
"Nov. 6, 2019",45.46B
"Nov. 5, 2019",45.41B
"Nov. 4, 2019",45.01B
"Nov. 1, 2019",44.45B
"Oct. 31, 2019",43.84B
"Oct. 30, 2019",44.00B
"Oct. 29, 2019",44.04B
"Oct. 28, 2019",43.90B
"Oct. 25, 2019",43.53B
"Oct. 24, 2019",43.01B
"Oct. 23, 2019",43.02B
"Oct. 22, 2019",43.56B
"Oct. 21, 2019",43.52B
"Oct. 18, 2019",43.03B
"Oct. 17, 2019",42.74B
"Oct. 16, 2019",42.61B
"Oct. 15, 2019",42.91B
"Oct. 14, 2019",42.49B
"Oct. 11, 2019",42.47B
"Oct. 10, 2019",42.56B
"Oct. 9, 2019",43.09B
"Oct. 8, 2019",42.63B
"Oct. 7, 2019",42.73B
"Oct. 4, 2019",43.02B
"Oct. 3, 2019",42.39B
"Oct. 2, 2019",43.37B
"Oct. 1, 2019",45.09B
"Sept. 30, 2019",45.47B
"Sept. 27, 2019",45.88B
"Sept. 26, 2019",46.20B
"Sept. 25, 2019",45.90B
"Sept. 24, 2019",45.69B
"Sept. 23, 2019",45.71B
"Sept. 20, 2019",46.10B
"Sept. 19, 2019",46.14B
"Sept. 18, 2019",46.55B
"Sept. 17, 2019",46.58B
"Sept. 16, 2019",46.39B
"Sept. 13, 2019",47.00B
"Sept. 12, 2019",46.63B
"Sept. 11, 2019",46.20B
"Sept. 10, 2019",46.11B
"Sept. 9, 2019",45.77B
"Sept. 6, 2019",45.68B
"Sept. 5, 2019",45.82B
"Sept. 4, 2019",45.19B
"Sept. 3, 2019",45.23B
"Aug. 30, 2019",45.60B
"Aug. 29, 2019",45.62B
"Aug. 28, 2019",44.84B
"Aug. 27, 2019",44.48B
"Aug. 26, 2019",44.58B
"Aug. 23, 2019",44.52B
"Aug. 22, 2019",45.67B
