date,historical_monthly_var_1_all
"Feb. 29, 2020",37.86%
"Jan. 31, 2020",37.89%
"Dec. 31, 2019",37.91%
"Nov. 30, 2019",37.97%
"Oct. 31, 2019",38.04%
"Sept. 30, 2019",38.12%
"Aug. 31, 2019",38.19%
"July 31, 2019",38.26%
"June 30, 2019",38.26%
"May 31, 2019",38.26%
"April 30, 2019",38.26%
"March 31, 2019",38.27%
"Feb. 28, 2019",38.27%
"Jan. 31, 2019",38.28%
"Dec. 31, 2018",38.29%
"Nov. 30, 2018",38.30%
"Oct. 31, 2018",38.31%
"Sept. 30, 2018",38.31%
"Aug. 31, 2018",38.31%
"July 31, 2018",38.32%
"June 30, 2018",38.32%
"May 31, 2018",38.34%
"April 30, 2018",38.46%
"March 31, 2018",38.57%
"Feb. 28, 2018",38.69%
"Jan. 31, 2018",38.80%
"Dec. 31, 2017",38.86%
"Nov. 30, 2017",38.87%
"Oct. 31, 2017",38.87%
"Sept. 30, 2017",38.88%
"Aug. 31, 2017",38.89%
"July 31, 2017",39.10%
"June 30, 2017",39.29%
"May 31, 2017",39.49%
"April 30, 2017",39.71%
"March 31, 2017",39.87%
"Feb. 28, 2017",40.03%
"Jan. 31, 2017",40.17%
"Dec. 31, 2016",40.32%
"Nov. 30, 2016",40.48%
"Oct. 31, 2016",40.53%
"Sept. 30, 2016",40.54%
"Aug. 31, 2016",40.56%
"July 31, 2016",40.58%
"June 30, 2016",40.60%
"May 31, 2016",40.63%
"April 30, 2016",40.65%
"March 31, 2016",40.68%
"Feb. 29, 2016",40.70%
"Jan. 31, 2016",40.84%
"Dec. 31, 2015",41.05%
"Nov. 30, 2015",41.28%
"Oct. 31, 2015",41.49%
"Sept. 30, 2015",41.71%
"Aug. 31, 2015",41.72%
"July 31, 2015",41.73%
"June 30, 2015",41.73%
"May 31, 2015",41.74%
"April 30, 2015",41.75%
"March 31, 2015",41.77%
"Feb. 28, 2015",41.79%
"Jan. 31, 2015",41.81%
"Dec. 31, 2014",41.83%
"Nov. 30, 2014",41.87%
"Oct. 31, 2014",41.90%
"Sept. 30, 2014",41.94%
"Aug. 31, 2014",41.98%
"July 31, 2014",42.02%
"June 30, 2014",42.06%
"May 31, 2014",42.11%
"April 30, 2014",42.15%
"March 31, 2014",42.20%
"Feb. 28, 2014",42.27%
"Jan. 31, 2014",42.36%
"Dec. 31, 2013",42.47%
"Nov. 30, 2013",42.57%
"Oct. 31, 2013",42.67%
"Sept. 30, 2013",42.68%
"Aug. 31, 2013",42.68%
"July 31, 2013",42.69%
"June 30, 2013",42.70%
"May 31, 2013",42.73%
"April 30, 2013",42.83%
"March 31, 2013",42.92%
"Feb. 28, 2013",43.01%
"Jan. 31, 2013",43.09%
"Dec. 31, 2012",43.21%
"Nov. 30, 2012",43.34%
"Oct. 31, 2012",43.46%
"Sept. 30, 2012",43.60%
"Aug. 31, 2012",43.71%
"July 31, 2012",43.86%
"June 30, 2012",44.00%
"May 31, 2012",44.14%
"April 30, 2012",44.28%
"March 31, 2012",44.34%
"Feb. 29, 2012",44.34%
"Jan. 31, 2012",44.34%
"Dec. 31, 2011",44.34%
"Nov. 30, 2011",44.35%
"Oct. 31, 2011",44.35%
"Sept. 30, 2011",44.35%
"Aug. 31, 2011",44.35%
"July 31, 2011",44.35%
"June 30, 2011",44.36%
"May 31, 2011",44.38%
"April 30, 2011",44.40%
"March 31, 2011",44.42%
"Feb. 28, 2011",44.44%
"Jan. 31, 2011",44.49%
"Dec. 31, 2010",44.54%
"Nov. 30, 2010",44.59%
"Oct. 31, 2010",44.65%
"Sept. 30, 2010",44.70%
"Aug. 31, 2010",44.76%
"July 31, 2010",44.83%
"June 30, 2010",44.89%
"May 31, 2010",44.96%
"April 30, 2010",44.99%
"March 31, 2010",45.01%
"Feb. 28, 2010",45.03%
"Jan. 31, 2010",45.05%
"Dec. 31, 2009",45.07%
"Nov. 30, 2009",45.13%
"Oct. 31, 2009",45.19%
"Sept. 30, 2009",45.25%
"Aug. 31, 2009",45.32%
"July 31, 2009",45.43%
"June 30, 2009",45.66%
"May 31, 2009",45.87%
"April 30, 2009",46.08%
"March 31, 2009",46.29%
"Feb. 28, 2009",46.40%
"Jan. 31, 2009",42.78%
"Dec. 31, 2008",43.10%
"Nov. 30, 2008",43.44%
"Oct. 31, 2008",43.71%
"Sept. 30, 2008",43.86%
"Aug. 31, 2008",44.00%
"July 31, 2008",44.14%
"June 30, 2008",44.28%
"May 31, 2008",44.43%
"April 30, 2008",44.59%
"March 31, 2008",44.75%
"Feb. 29, 2008",30.27%
"Jan. 31, 2008",30.29%
"Dec. 31, 2007",27.64%
"Nov. 30, 2007",24.65%
"Oct. 31, 2007",24.73%
"Sept. 30, 2007",24.82%
"Aug. 31, 2007",24.89%
"July 31, 2007",10.31%
"June 30, 2007",10.33%
"May 31, 2007",11.45%
