date,ev_ebitda
"March 19, 2020",3.331
"March 18, 2020",3.523
"March 17, 2020",4.321
"March 16, 2020",4.714
"March 13, 2020",4.961
"March 12, 2020",4.511
"March 11, 2020",5.378
"March 10, 2020",5.649
"March 9, 2020",5.460
"March 6, 2020",5.689
"March 5, 2020",5.604
"March 4, 2020",5.942
"March 3, 2020",5.717
"March 2, 2020",5.812
"Feb. 28, 2020",5.712
"Feb. 27, 2020",5.912
"Feb. 26, 2020",6.047
"Feb. 25, 2020",6.173
"Feb. 24, 2020",6.496
"Feb. 21, 2020",6.848
"Feb. 20, 2020",6.897
"Feb. 19, 2020",6.910
"Feb. 18, 2020",6.930
"Feb. 14, 2020",6.948
"Feb. 13, 2020",6.970
"Feb. 12, 2020",7.003
"Feb. 11, 2020",6.924
"Feb. 10, 2020",6.833
"Feb. 7, 2020",6.853
"Feb. 6, 2020",6.878
"Feb. 5, 2020",6.947
"Feb. 4, 2020",6.854
"Feb. 3, 2020",6.671
"Jan. 31, 2020",6.642
"Jan. 30, 2020",6.797
"Jan. 29, 2020",6.753
"Jan. 28, 2020",6.834
"Jan. 27, 2020",6.770
"Jan. 24, 2020",6.963
"Jan. 23, 2020",7.104
"Jan. 22, 2020",7.043
"Jan. 21, 2020",7.111
"Jan. 17, 2020",7.276
"Jan. 16, 2020",7.261
"Jan. 15, 2020",7.236
"Jan. 14, 2020",7.219
"Jan. 13, 2020",7.029
"Jan. 10, 2020",7.004
"Jan. 9, 2020",6.977
"Jan. 8, 2020",6.967
"Jan. 7, 2020",6.846
"Jan. 6, 2020",6.851
"Jan. 3, 2020",6.890
"Jan. 2, 2020",6.985
"Dec. 31, 2019",6.931
"Dec. 30, 2019",7.395
"Dec. 27, 2019",7.438
"Dec. 26, 2019",7.488
"Dec. 24, 2019",7.470
"Dec. 23, 2019",7.476
"Dec. 20, 2019",7.427
"Dec. 19, 2019",7.444
"Dec. 18, 2019",7.386
"Dec. 17, 2019",7.398
"Dec. 16, 2019",7.370
"Dec. 13, 2019",7.195
"Dec. 12, 2019",7.191
"Dec. 11, 2019",7.024
"Dec. 10, 2019",7.070
"Dec. 9, 2019",7.098
"Dec. 6, 2019",7.134
"Dec. 5, 2019",7.107
"Dec. 4, 2019",7.125
"Dec. 3, 2019",7.080
"Dec. 2, 2019",7.197
"Nov. 29, 2019",7.255
"Nov. 27, 2019",7.23
"Nov. 26, 2019",7.270
"Nov. 25, 2019",7.155
"Nov. 22, 2019",7.130
"Nov. 21, 2019",7.048
"Nov. 20, 2019",7.085
"Nov. 19, 2019",7.23
"Nov. 18, 2019",7.231
"Nov. 15, 2019",7.207
"Nov. 14, 2019",7.176
"Nov. 13, 2019",7.171
"Nov. 12, 2019",7.246
"Nov. 11, 2019",7.244
"Nov. 8, 2019",7.283
"Nov. 7, 2019",7.291
"Nov. 6, 2019",7.283
"Nov. 5, 2019",7.276
"Nov. 4, 2019",7.210
"Nov. 1, 2019",7.121
"Oct. 31, 2019",7.024
"Oct. 30, 2019",7.049
"Oct. 29, 2019",7.055
"Oct. 28, 2019",7.033
"Oct. 25, 2019",6.974
"Oct. 24, 2019",6.890
"Oct. 23, 2019",6.892
"Oct. 22, 2019",6.979
"Oct. 21, 2019",6.972
"Oct. 18, 2019",6.894
"Oct. 17, 2019",6.847
"Oct. 16, 2019",6.826
"Oct. 15, 2019",6.875
"Oct. 14, 2019",6.807
"Oct. 11, 2019",6.803
"Oct. 10, 2019",6.819
"Oct. 9, 2019",6.904
"Oct. 8, 2019",6.829
"Oct. 7, 2019",6.846
"Oct. 4, 2019",6.892
"Oct. 3, 2019",6.791
"Oct. 2, 2019",6.948
"Oct. 1, 2019",7.224
"Sept. 30, 2019",7.285
"Sept. 27, 2019",7.664
"Sept. 26, 2019",7.718
"Sept. 25, 2019",7.667
"Sept. 24, 2019",7.633
"Sept. 23, 2019",7.636
"Sept. 20, 2019",7.702
"Sept. 19, 2019",7.708
"Sept. 18, 2019",7.776
"Sept. 17, 2019",7.782
"Sept. 16, 2019",7.750
"Sept. 13, 2019",7.852
"Sept. 12, 2019",7.790
"Sept. 11, 2019",7.718
"Sept. 10, 2019",7.703
"Sept. 9, 2019",7.645
"Sept. 6, 2019",7.631
"Sept. 5, 2019",7.654
"Sept. 4, 2019",7.550
"Sept. 3, 2019",7.556
"Aug. 30, 2019",7.618
"Aug. 29, 2019",7.620
"Aug. 28, 2019",7.49
"Aug. 27, 2019",7.431
"Aug. 26, 2019",7.447
"Aug. 23, 2019",7.438
"Aug. 22, 2019",7.629
"Aug. 21, 2019",7.634
"Aug. 20, 2019",7.599
"Aug. 19, 2019",7.654
"Aug. 16, 2019",7.638
"Aug. 15, 2019",7.537
"Aug. 14, 2019",7.550
"Aug. 13, 2019",7.725
"Aug. 12, 2019",7.705
"Aug. 9, 2019",7.800
"Aug. 8, 2019",7.854
"Aug. 7, 2019",7.768
"Aug. 6, 2019",7.719
"Aug. 5, 2019",7.614
"Aug. 2, 2019",7.865
"Aug. 1, 2019",7.885
"July 31, 2019",7.964
"July 30, 2019",8.136
"July 29, 2019",8.118
"July 26, 2019",8.085
"July 25, 2019",8.093
"July 24, 2019",8.194
"July 23, 2019",8.186
"July 22, 2019",7.991
"July 19, 2019",7.950
"July 18, 2019",8.140
"July 17, 2019",8.095
"July 16, 2019",8.194
"July 15, 2019",8.035
"July 12, 2019",8.030
"July 11, 2019",7.868
"July 10, 2019",7.793
"July 9, 2019",7.738
"July 8, 2019",7.782
"July 5, 2019",7.710
"July 3, 2019",7.758
"July 2, 2019",7.692
"July 1, 2019",7.611
"June 30, 2019",7.498
"June 28, 2019",8.412
"June 27, 2019",8.421
"June 26, 2019",8.368
"June 25, 2019",8.313
"June 24, 2019",8.331
"June 21, 2019",8.321
"June 20, 2019",8.319
"June 19, 2019",8.366
"June 18, 2019",8.326
"June 17, 2019",8.283
"June 14, 2019",8.321
"June 13, 2019",8.385
"June 12, 2019",8.257
"June 11, 2019",8.188
"June 10, 2019",8.170
"June 7, 2019",8.211
"June 6, 2019",8.166
"June 5, 2019",8.196
"June 4, 2019",8.120
"June 3, 2019",7.856
"May 31, 2019",7.784
"May 30, 2019",7.967
"May 29, 2019",7.988
"May 28, 2019",8.069
"May 24, 2019",8.097
"May 23, 2019",8.083
"May 22, 2019",8.090
"May 21, 2019",8.182
"May 20, 2019",8.116
"May 17, 2019",8.190
"May 16, 2019",8.248
"May 15, 2019",8.209
"May 14, 2019",8.233
"May 13, 2019",8.179
"May 10, 2019",8.397
"May 9, 2019",8.393
"May 8, 2019",8.376
"May 7, 2019",8.462
"May 6, 2019",8.530
"May 3, 2019",8.538
"May 2, 2019",8.521
"May 1, 2019",8.464
"April 30, 2019",8.596
"April 29, 2019",8.530
"April 26, 2019",8.455
"April 25, 2019",8.407
"April 24, 2019",8.544
"April 23, 2019",8.590
"April 22, 2019",8.532
"April 18, 2019",8.582
"April 17, 2019",8.613
"April 16, 2019",8.575
"April 15, 2019",8.496
"April 12, 2019",8.572
"April 11, 2019",8.612
"April 10, 2019",8.549
"April 9, 2019",8.440
"April 8, 2019",8.531
"April 5, 2019",8.533
"April 4, 2019",8.472
"April 3, 2019",8.446
"April 2, 2019",8.246
"April 1, 2019",7.868
"March 31, 2019",7.805
"March 29, 2019",8.221
"March 28, 2019",8.049
"March 27, 2019",8.004
"March 26, 2019",7.890
"March 25, 2019",7.883
"March 22, 2019",7.977
"March 21, 2019",8.047
"March 20, 2019",7.991
"March 19, 2019",8.132
"March 18, 2019",8.103
"March 15, 2019",8.161
"March 14, 2019",8.129
"March 13, 2019",8.139
"March 12, 2019",8.094
"March 11, 2019",8.152
"March 8, 2019",7.955
"March 7, 2019",7.955
"March 6, 2019",7.970
"March 5, 2019",7.972
"March 4, 2019",7.852
"March 1, 2019",7.874
"Feb. 28, 2019",7.954
"Feb. 27, 2019",8.063
"Feb. 26, 2019",8.152
"Feb. 25, 2019",8.190
"Feb. 22, 2019",8.204
"Feb. 21, 2019",8.199
"Feb. 20, 2019",8.168
"Feb. 19, 2019",8.243
"Feb. 15, 2019",8.147
"Feb. 14, 2019",8.070
"Feb. 13, 2019",8.061
"Feb. 12, 2019",7.994
"Feb. 11, 2019",8.087
"Feb. 8, 2019",8.068
"Feb. 7, 2019",8.061
"Feb. 6, 2019",8.075
"Feb. 5, 2019",8.078
"Feb. 4, 2019",8.052
"Feb. 1, 2019",7.998
"Jan. 31, 2019",7.934
"Jan. 30, 2019",8.052
"Jan. 29, 2019",7.787
"Jan. 28, 2019",7.760
"Jan. 25, 2019",7.719
"Jan. 24, 2019",7.697
"Jan. 23, 2019",7.669
"Jan. 22, 2019",7.643
"Jan. 18, 2019",7.773
"Jan. 17, 2019",7.787
"Jan. 16, 2019",7.694
"Jan. 15, 2019",7.737
"Jan. 14, 2019",7.727
"Jan. 11, 2019",7.831
"Jan. 10, 2019",7.853
"Jan. 9, 2019",7.820
"Jan. 8, 2019",7.690
