date,tobin_q
"Dec. 31, 2019",0.9052
"Sept. 30, 2019",0.9244
"June 30, 2019",0.938
"March 31, 2019",0.9002
"Dec. 31, 2018",0.903
"Sept. 30, 2018",1.076
"June 30, 2018",0.9757
"March 31, 2018",1.057
"Dec. 31, 2017",1.068
"Sept. 30, 2017",0.9894
"June 30, 2017",1.086
"March 31, 2017",0.9923
"Dec. 31, 2016",0.9741
"Sept. 30, 2016",0.8494
"June 30, 2016",0.8247
"March 31, 2016",0.9989
"Dec. 31, 2015",1.030
"Sept. 30, 2015",0.8951
"June 30, 2015",0.8699
"March 31, 2015",0.9313
"Dec. 31, 2014",1.051
"Sept. 30, 2014",0.8287
"June 30, 2014",0.8895
"March 31, 2014",0.8456
"Dec. 31, 2013",0.7212
"Sept. 30, 2013",0.7705
"June 30, 2013",0.7091
"March 31, 2013",0.672
"Dec. 31, 2012",0.5878
"Sept. 30, 2012",0.5403
"June 30, 2012",0.5986
"March 31, 2012",0.5724
"Dec. 31, 2011",0.5439
"Sept. 30, 2011",0.5482
"June 30, 2011",0.5817
"March 31, 2011",0.5924
"Dec. 31, 2010",0.6431
"Sept. 30, 2010",0.6198
"June 30, 2010",0.6282
"March 31, 2010",0.6676
"Dec. 31, 2009",0.6027
"Sept. 30, 2009",0.5434
"June 30, 2009",0.4974
"March 31, 2009",0.5081
"Dec. 31, 2008",0.5663
"Sept. 30, 2008",0.5029
"June 30, 2008",0.3991
"March 31, 2008",0.4575
"Dec. 31, 2007",0.4226
"Sept. 30, 2007",0.4064
"June 30, 2007",0.3894
