date,forward_pe_ratio
"March 19, 2020",5.043
"March 18, 2020",5.507
"March 17, 2020",7.442
"March 16, 2020",8.396
"March 13, 2020",8.994
"March 12, 2020",7.904
"March 11, 2020",10.00
"March 10, 2020",10.66
"March 9, 2020",10.20
"March 6, 2020",10.76
"March 5, 2020",10.55
"March 4, 2020",11.37
"March 3, 2020",10.83
"March 2, 2020",11.06
"Feb. 28, 2020",10.82
"Feb. 27, 2020",11.30
"Feb. 26, 2020",11.63
"Feb. 25, 2020",11.93
"Feb. 24, 2020",12.71
"Feb. 21, 2020",13.57
"Feb. 20, 2020",13.69
"Feb. 19, 2020",13.72
"Feb. 18, 2020",13.77
"Feb. 14, 2020",13.81
"Feb. 13, 2020",13.86
"Feb. 12, 2020",13.94
"Feb. 11, 2020",13.75
"Feb. 10, 2020",13.53
"Feb. 7, 2020",13.58
"Feb. 6, 2020",13.64
"Feb. 5, 2020",13.81
"Feb. 4, 2020",13.58
"Feb. 3, 2020",13.14
"Jan. 31, 2020",13.07
"Jan. 30, 2020",13.39
"Jan. 29, 2020",13.28
"Jan. 28, 2020",13.48
"Jan. 27, 2020",13.32
"Jan. 24, 2020",13.79
"Jan. 23, 2020",14.13
"Jan. 22, 2020",13.98
"Jan. 21, 2020",14.15
"Jan. 17, 2020",14.54
"Jan. 16, 2020",14.51
"Jan. 15, 2020",14.45
"Jan. 14, 2020",14.41
"Jan. 13, 2020",13.95
"Jan. 10, 2020",13.89
"Jan. 9, 2020",13.82
"Jan. 8, 2020",13.80
"Jan. 7, 2020",13.51
"Jan. 6, 2020",13.52
"Jan. 3, 2020",13.61
"Jan. 2, 2020",13.84
"Dec. 31, 2019",13.71
"Dec. 30, 2019",8.367
"Dec. 27, 2019",8.427
"Dec. 26, 2019",8.496
"Dec. 24, 2019",8.471
"Dec. 23, 2019",8.478
"Dec. 20, 2019",8.411
"Dec. 19, 2019",8.436
"Dec. 18, 2019",8.356
"Dec. 17, 2019",8.371
"Dec. 16, 2019",8.333
"Dec. 13, 2019",8.092
"Dec. 12, 2019",8.086
"Dec. 11, 2019",7.856
"Dec. 10, 2019",7.921
"Dec. 9, 2019",7.959
"Dec. 6, 2019",8.008
"Dec. 5, 2019",7.971
"Dec. 4, 2019",7.996
"Dec. 3, 2019",7.934
"Dec. 2, 2019",8.095
"Nov. 29, 2019",8.174
"Nov. 27, 2019",8.140
"Nov. 26, 2019",8.196
"Nov. 25, 2019",8.038
"Nov. 22, 2019",8.003
"Nov. 21, 2019",7.889
"Nov. 20, 2019",7.941
"Nov. 19, 2019",8.140
"Nov. 18, 2019",8.142
"Nov. 15, 2019",8.109
"Nov. 14, 2019",8.066
"Nov. 13, 2019",8.059
"Nov. 12, 2019",8.162
"Nov. 11, 2019",8.160
"Nov. 8, 2019",8.213
"Nov. 7, 2019",8.224
"Nov. 6, 2019",8.213
"Nov. 5, 2019",8.203
"Nov. 4, 2019",8.113
"Nov. 1, 2019",7.990
"Oct. 31, 2019",7.856
"Oct. 30, 2019",7.891
"Oct. 29, 2019",7.899
"Oct. 28, 2019",7.869
"Oct. 25, 2019",7.788
"Oct. 24, 2019",7.672
"Oct. 23, 2019",7.675
"Oct. 22, 2019",7.795
"Oct. 21, 2019",7.785
"Oct. 18, 2019",7.678
"Oct. 17, 2019",7.612
"Oct. 16, 2019",7.584
"Oct. 15, 2019",7.651
"Oct. 14, 2019",7.558
"Oct. 11, 2019",7.553
"Oct. 10, 2019",7.574
"Oct. 9, 2019",7.691
"Oct. 8, 2019",7.588
"Oct. 7, 2019",7.611
"Oct. 4, 2019",7.675
"Oct. 3, 2019",7.536
"Oct. 2, 2019",7.752
"Oct. 1, 2019",8.132
"Sept. 30, 2019",8.216
"Sept. 27, 2019",8.313
"Sept. 26, 2019",8.384
"Sept. 25, 2019",8.317
"Sept. 24, 2019",8.273
"Sept. 23, 2019",8.276
"Sept. 20, 2019",8.363
"Sept. 19, 2019",8.371
"Sept. 18, 2019",8.460
"Sept. 17, 2019",8.468
"Sept. 16, 2019",8.426
"Sept. 13, 2019",8.560
"Sept. 12, 2019",8.478
"Sept. 11, 2019",8.384
"Sept. 10, 2019",8.364
"Sept. 9, 2019",8.289
"Sept. 6, 2019",8.270
"Sept. 5, 2019",8.300
"Sept. 4, 2019",8.163
"Sept. 3, 2019",8.172
"Aug. 30, 2019",8.253
"Aug. 29, 2019",8.256
"Aug. 28, 2019",8.085
"Aug. 27, 2019",8.008
"Aug. 26, 2019",8.028
"Aug. 23, 2019",8.016
"Aug. 22, 2019",8.267
"Aug. 21, 2019",8.274
"Aug. 20, 2019",8.227
"Aug. 19, 2019",8.300
"Aug. 16, 2019",8.279
"Aug. 15, 2019",8.146
"Aug. 14, 2019",8.163
"Aug. 13, 2019",8.393
"Aug. 12, 2019",8.367
"Aug. 9, 2019",8.491
"Aug. 8, 2019",8.562
"Aug. 7, 2019",8.450
"Aug. 6, 2019",8.386
"Aug. 5, 2019",8.247
"Aug. 2, 2019",8.577
"Aug. 1, 2019",8.604
"July 31, 2019",8.707
"July 30, 2019",8.933
"July 29, 2019",8.909
"July 26, 2019",8.866
"July 25, 2019",8.876
"July 24, 2019",9.009
"July 23, 2019",8.999
"July 22, 2019",8.742
"July 19, 2019",8.688
"July 18, 2019",8.938
"July 17, 2019",8.879
"July 16, 2019",9.009
"July 15, 2019",8.801
"July 12, 2019",8.794
"July 11, 2019",8.581
"July 10, 2019",8.483
"July 9, 2019",8.410
"July 8, 2019",8.468
"July 5, 2019",8.373
"July 3, 2019",8.437
"July 2, 2019",8.35
"July 1, 2019",8.243
"June 30, 2019",
"June 28, 2019",8.095
"June 27, 2019",8.105
"June 26, 2019",8.042
"June 25, 2019",7.976
"June 24, 2019",7.998
"June 21, 2019",7.986
"June 20, 2019",7.983
"June 19, 2019",8.039
"June 18, 2019",7.992
"June 17, 2019",7.941
"June 14, 2019",7.986
"June 13, 2019",8.062
"June 12, 2019",7.909
"June 11, 2019",7.828
"June 10, 2019",7.806
"June 7, 2019",7.855
"June 6, 2019",7.801
"June 5, 2019",7.836
"June 4, 2019",7.747
"June 3, 2019",7.431
"May 31, 2019",7.346
"May 30, 2019",7.564
"May 29, 2019",7.590
"May 28, 2019",7.685
"May 24, 2019",7.720
"May 23, 2019",7.702
"May 22, 2019",7.711
"May 21, 2019",7.821
"May 20, 2019",7.742
"May 17, 2019",7.829
"May 16, 2019",7.899
"May 15, 2019",7.852
"May 14, 2019",7.881
"May 13, 2019",7.816
