date,dividend_yield
"March 19, 2020",7.24%
"March 18, 2020",6.63%
"March 17, 2020",4.91%
"March 16, 2020",4.35%
"March 13, 2020",4.06%
"March 12, 2020",4.62%
"March 11, 2020",3.65%
"March 10, 2020",3.43%
"March 9, 2020",3.58%
"March 6, 2020",3.39%
"March 5, 2020",3.46%
"March 4, 2020",3.21%
"March 3, 2020",3.37%
"March 2, 2020",3.30%
"Feb. 28, 2020",3.38%
"Feb. 27, 2020",3.23%
"Feb. 26, 2020",3.14%
"Feb. 25, 2020",3.06%
"Feb. 24, 2020",2.87%
"Feb. 21, 2020",2.69%
"Feb. 20, 2020",2.67%
"Feb. 19, 2020",2.66%
"Feb. 18, 2020",2.56%
"Feb. 14, 2020",2.56%
"Feb. 13, 2020",2.55%
"Feb. 12, 2020",2.53%
"Feb. 11, 2020",2.57%
"Feb. 10, 2020",2.61%
"Feb. 7, 2020",2.60%
"Feb. 6, 2020",2.59%
"Feb. 5, 2020",2.56%
"Feb. 4, 2020",2.60%
"Feb. 3, 2020",2.69%
"Jan. 31, 2020",2.70%
"Jan. 30, 2020",2.64%
"Jan. 29, 2020",2.66%
"Jan. 28, 2020",2.62%
"Jan. 27, 2020",2.65%
"Jan. 24, 2020",2.56%
"Jan. 23, 2020",2.50%
"Jan. 22, 2020",2.52%
"Jan. 21, 2020",2.49%
"Jan. 17, 2020",2.43%
"Jan. 16, 2020",2.43%
"Jan. 15, 2020",2.44%
"Jan. 14, 2020",2.45%
"Jan. 13, 2020",2.53%
"Jan. 10, 2020",2.54%
"Jan. 9, 2020",2.55%
"Jan. 8, 2020",2.56%
"Jan. 7, 2020",2.61%
"Jan. 6, 2020",2.61%
"Jan. 3, 2020",2.59%
"Jan. 2, 2020",2.55%
"Dec. 31, 2019",2.57%
"Dec. 30, 2019",2.57%
"Dec. 27, 2019",2.55%
"Dec. 26, 2019",2.53%
"Dec. 24, 2019",2.53%
"Dec. 23, 2019",2.53%
"Dec. 20, 2019",2.55%
"Dec. 19, 2019",2.54%
"Dec. 18, 2019",2.57%
"Dec. 17, 2019",2.56%
"Dec. 16, 2019",2.58%
"Dec. 13, 2019",2.65%
"Dec. 12, 2019",2.65%
"Dec. 11, 2019",2.73%
"Dec. 10, 2019",2.71%
"Dec. 9, 2019",2.70%
"Dec. 6, 2019",2.68%
"Dec. 5, 2019",2.69%
"Dec. 4, 2019",2.68%
"Dec. 3, 2019",2.71%
"Dec. 2, 2019",2.65%
"Nov. 29, 2019",2.63%
"Nov. 27, 2019",2.64%
"Nov. 26, 2019",2.62%
"Nov. 25, 2019",2.67%
"Nov. 22, 2019",2.68%
"Nov. 21, 2019",2.72%
"Nov. 20, 2019",2.70%
"Nov. 19, 2019",2.64%
"Nov. 18, 2019",2.64%
"Nov. 15, 2019",2.65%
"Nov. 14, 2019",2.66%
"Nov. 13, 2019",2.66%
"Nov. 12, 2019",2.63%
"Nov. 11, 2019",2.63%
"Nov. 8, 2019",2.61%
"Nov. 7, 2019",2.61%
"Nov. 6, 2019",2.61%
"Nov. 5, 2019",2.62%
"Nov. 4, 2019",2.65%
"Nov. 1, 2019",2.69%
"Oct. 31, 2019",2.73%
"Oct. 30, 2019",2.72%
