date,peg_ratio
"March 19, 2020",0.1026
"March 18, 2020",0.112
"March 17, 2020",0.1514
"March 16, 2020",0.1708
"March 13, 2020",0.1829
"March 12, 2020",0.1608
"March 11, 2020",0.2035
"March 10, 2020",0.2168
"March 9, 2020",0.2075
"March 6, 2020",0.2188
"March 5, 2020",0.2146
"March 4, 2020",0.2313
"March 3, 2020",0.2202
"March 2, 2020",0.2249
"Feb. 28, 2020",0.22
"Feb. 27, 2020",0.2298
"Feb. 26, 2020",0.2365
"Feb. 25, 2020",0.2427
"Feb. 24, 2020",0.2586
"Feb. 21, 2020",0.276
"Feb. 20, 2020",0.2784
"Feb. 19, 2020",0.279
"Feb. 18, 2020",0.28
"Feb. 14, 2020",0.2809
"Feb. 13, 2020",0.282
"Feb. 12, 2020",0.2836
"Feb. 11, 2020",0.2797
"Feb. 10, 2020",0.2752
"Feb. 7, 2020",0.2762
"Feb. 6, 2020",0.2775
"Feb. 5, 2020",0.2808
"Feb. 4, 2020",0.2763
"Feb. 3, 2020",0.2672
"Jan. 31, 2020",0.2658
"Jan. 30, 2020",0.2723
"Jan. 29, 2020",0.2702
"Jan. 28, 2020",0.2741
"Jan. 27, 2020",0.271
"Jan. 24, 2020",0.2805
"Jan. 23, 2020",0.2874
"Jan. 22, 2020",0.2844
"Jan. 21, 2020",0.2878
"Jan. 17, 2020",0.2958
"Jan. 16, 2020",0.2951
"Jan. 15, 2020",0.2939
"Jan. 14, 2020",0.293
"Jan. 13, 2020",0.2837
"Jan. 10, 2020",0.2825
"Jan. 9, 2020",0.2812
"Jan. 8, 2020",0.2806
"Jan. 7, 2020",0.2747
"Jan. 6, 2020",0.275
"Jan. 3, 2020",0.2769
"Jan. 2, 2020",0.2816
"Dec. 31, 2019",0.2789
"Dec. 30, 2019",0.1539
"Dec. 27, 2019",0.155
"Dec. 26, 2019",0.1563
"Dec. 24, 2019",0.1558
"Dec. 23, 2019",0.156
"Dec. 20, 2019",0.1547
"Dec. 19, 2019",0.1552
"Dec. 18, 2019",0.1537
"Dec. 17, 2019",0.154
"Dec. 16, 2019",0.1533
"Dec. 13, 2019",0.1488
"Dec. 12, 2019",0.1487
"Dec. 11, 2019",0.1445
"Dec. 10, 2019",0.1457
"Dec. 9, 2019",0.1464
"Dec. 6, 2019",0.1473
"Dec. 5, 2019",0.1466
"Dec. 4, 2019",0.1471
"Dec. 3, 2019",0.1459
"Dec. 2, 2019",0.1489
"Nov. 29, 2019",0.1504
"Nov. 27, 2019",0.1497
"Nov. 26, 2019",0.1508
"Nov. 25, 2019",0.1479
"Nov. 22, 2019",0.1472
"Nov. 21, 2019",0.1451
"Nov. 20, 2019",0.1461
"Nov. 19, 2019",0.1497
"Nov. 18, 2019",0.1498
"Nov. 15, 2019",0.1492
"Nov. 14, 2019",0.1484
"Nov. 13, 2019",0.1482
"Nov. 12, 2019",0.1501
"Nov. 11, 2019",0.1501
"Nov. 8, 2019",0.1511
"Nov. 7, 2019",0.1513
"Nov. 6, 2019",0.1511
"Nov. 5, 2019",0.1509
"Nov. 4, 2019",0.1492
"Nov. 1, 2019",0.147
"Oct. 31, 2019",0.1445
"Oct. 30, 2019",0.1451
"Oct. 29, 2019",0.1453
"Oct. 28, 2019",0.1448
"Oct. 25, 2019",0.1433
"Oct. 24, 2019",0.1411
"Oct. 23, 2019",0.1412
"Oct. 22, 2019",0.1434
"Oct. 21, 2019",0.1432
"Oct. 18, 2019",0.1412
"Oct. 17, 2019",0.14
"Oct. 16, 2019",0.1395
"Oct. 15, 2019",0.1407
"Oct. 14, 2019",0.139
"Oct. 11, 2019",0.1389
"Oct. 10, 2019",0.1393
"Oct. 9, 2019",0.1415
"Oct. 8, 2019",0.1396
"Oct. 7, 2019",0.14
"Oct. 4, 2019",0.1412
"Oct. 3, 2019",0.1386
"Oct. 2, 2019",0.1426
"Oct. 1, 2019",0.1496
"Sept. 30, 2019",0.1511
"Sept. 27, 2019",0.156
"Sept. 26, 2019",0.1573
"Sept. 25, 2019",0.1561
"Sept. 24, 2019",0.1552
"Sept. 23, 2019",0.1553
"Sept. 20, 2019",0.1569
"Sept. 19, 2019",0.1571
"Sept. 18, 2019",0.1587
"Sept. 17, 2019",0.1589
"Sept. 16, 2019",0.1581
"Sept. 13, 2019",0.1606
"Sept. 12, 2019",0.1591
"Sept. 11, 2019",0.1573
"Sept. 10, 2019",0.1569
"Sept. 9, 2019",0.1555
"Sept. 6, 2019",0.1552
"Sept. 5, 2019",0.1557
"Sept. 4, 2019",0.1532
"Sept. 3, 2019",0.1533
"Aug. 30, 2019",0.1549
"Aug. 29, 2019",0.1549
"Aug. 28, 2019",0.1517
"Aug. 27, 2019",0.1502
"Aug. 26, 2019",0.1506
"Aug. 23, 2019",0.1504
"Aug. 22, 2019",0.1551
"Aug. 21, 2019",0.1553
"Aug. 20, 2019",0.1544
"Aug. 19, 2019",0.1557
"Aug. 16, 2019",0.1553
"Aug. 15, 2019",0.1528
"Aug. 14, 2019",0.1532
"Aug. 13, 2019",0.1575
"Aug. 12, 2019",0.157
"Aug. 9, 2019",0.1593
"Aug. 8, 2019",0.1607
"Aug. 7, 2019",0.1585
"Aug. 6, 2019",0.1573
"Aug. 5, 2019",0.1547
"Aug. 2, 2019",0.1609
"Aug. 1, 2019",0.1614
"July 31, 2019",0.1634
"July 30, 2019",0.1676
"July 29, 2019",0.1672
"July 26, 2019",0.1664
"July 25, 2019",0.1665
"July 24, 2019",0.169
"July 23, 2019",0.1689
"July 22, 2019",0.164
"July 19, 2019",0.163
"July 18, 2019",0.1677
"July 17, 2019",0.1666
"July 16, 2019",0.169
"July 15, 2019",0.1651
"July 12, 2019",0.165
"July 11, 2019",0.161
"July 10, 2019",0.1592
"July 9, 2019",0.1578
"July 8, 2019",0.1589
"July 5, 2019",0.1571
"July 3, 2019",0.1583
"July 2, 2019",0.1567
"July 1, 2019",0.1547
"June 30, 2019",
"June 28, 2019",0.2714
"June 27, 2019",0.2717
"June 26, 2019",0.2696
"June 25, 2019",0.2674
"June 24, 2019",0.2681
"June 21, 2019",0.2678
"June 20, 2019",0.2677
"June 19, 2019",0.2695
"June 18, 2019",0.2679
"June 17, 2019",0.2662
"June 14, 2019",0.2678
"June 13, 2019",0.2703
"June 12, 2019",0.2652
"June 11, 2019",0.2624
"June 10, 2019",0.2617
"June 7, 2019",0.2634
"June 6, 2019",0.2615
"June 5, 2019",0.2627
"June 4, 2019",0.2597
"June 3, 2019",0.2492
"May 31, 2019",0.2463
"May 30, 2019",0.2536
"May 29, 2019",0.2545
"May 28, 2019",0.2577
"May 24, 2019",0.2588
"May 23, 2019",0.2582
"May 22, 2019",0.2585
"May 21, 2019",0.2622
"May 20, 2019",0.2596
"May 17, 2019",0.2625
"May 16, 2019",0.2648
"May 15, 2019",0.2633
"May 14, 2019",0.2642
"May 13, 2019",0.2621
"May 10, 2019",0.2708
"May 9, 2019",0.2706
"May 8, 2019",0.27
"May 7, 2019",0.2734
"May 6, 2019",0.2761
"May 3, 2019",0.2764
"May 2, 2019",0.2757
"May 1, 2019",0.2734
"April 30, 2019",0.2788
"April 29, 2019",0.2761
"April 26, 2019",0.2731
"April 25, 2019",0.2712
"April 24, 2019",0.2766
"April 23, 2019",0.2785
"April 22, 2019",0.2762
