date,historical_monthly_var_5_all
"Feb. 29, 2020",17.57%
"Jan. 31, 2020",17.57%
"Dec. 31, 2019",17.61%
"Nov. 30, 2019",17.66%
"Oct. 31, 2019",17.68%
"Sept. 30, 2019",17.77%
"Aug. 31, 2019",17.80%
"July 31, 2019",17.81%
"June 30, 2019",17.83%
"May 31, 2019",17.90%
"April 30, 2019",18.04%
"March 31, 2019",18.14%
"Feb. 28, 2019",18.20%
"Jan. 31, 2019",18.27%
"Dec. 31, 2018",18.28%
"Nov. 30, 2018",18.32%
"Oct. 31, 2018",18.37%
"Sept. 30, 2018",18.44%
"Aug. 31, 2018",18.46%
"July 31, 2018",18.62%
"June 30, 2018",18.67%
"May 31, 2018",18.70%
"April 30, 2018",18.73%
"March 31, 2018",18.76%
"Feb. 28, 2018",18.82%
"Jan. 31, 2018",18.85%
"Dec. 31, 2017",18.92%
"Nov. 30, 2017",19.02%
"Oct. 31, 2017",19.17%
"Sept. 30, 2017",19.35%
"Aug. 31, 2017",19.58%
"July 31, 2017",19.95%
"June 30, 2017",19.96%
"May 31, 2017",20.00%
"April 30, 2017",20.01%
"March 31, 2017",20.03%
"Feb. 28, 2017",20.07%
"Jan. 31, 2017",20.10%
"Dec. 31, 2016",20.24%
"Nov. 30, 2016",20.34%
"Oct. 31, 2016",20.39%
"Sept. 30, 2016",20.66%
"Aug. 31, 2016",21.07%
"July 31, 2016",21.15%
"June 30, 2016",21.23%
"May 31, 2016",21.24%
"April 30, 2016",21.33%
"March 31, 2016",21.47%
"Feb. 29, 2016",21.65%
"Jan. 31, 2016",21.95%
"Dec. 31, 2015",22.13%
"Nov. 30, 2015",22.21%
"Oct. 31, 2015",22.44%
"Sept. 30, 2015",22.48%
"Aug. 31, 2015",22.54%
"July 31, 2015",22.60%
"June 30, 2015",22.95%
"May 31, 2015",23.25%
"April 30, 2015",23.45%
"March 31, 2015",23.55%
"Feb. 28, 2015",23.59%
"Jan. 31, 2015",23.75%
"Dec. 31, 2014",23.83%
"Nov. 30, 2014",23.96%
"Oct. 31, 2014",24.12%
"Sept. 30, 2014",24.15%
"Aug. 31, 2014",24.30%
"July 31, 2014",24.45%
"June 30, 2014",24.55%
"May 31, 2014",24.65%
"April 30, 2014",24.72%
"March 31, 2014",24.83%
"Feb. 28, 2014",25.07%
"Jan. 31, 2014",25.33%
"Dec. 31, 2013",25.47%
"Nov. 30, 2013",25.59%
"Oct. 31, 2013",25.67%
"Sept. 30, 2013",25.82%
"Aug. 31, 2013",25.91%
"July 31, 2013",26.44%
"June 30, 2013",27.28%
"May 31, 2013",27.39%
"April 30, 2013",27.49%
"March 31, 2013",27.53%
"Feb. 28, 2013",27.65%
"Jan. 31, 2013",27.72%
"Dec. 31, 2012",27.90%
"Nov. 30, 2012",28.00%
"Oct. 31, 2012",28.16%
"Sept. 30, 2012",28.24%
"Aug. 31, 2012",28.26%
"July 31, 2012",28.44%
"June 30, 2012",28.75%
"May 31, 2012",29.11%
"April 30, 2012",29.46%
"March 31, 2012",29.67%
"Feb. 29, 2012",29.87%
"Jan. 31, 2012",29.95%
"Dec. 31, 2011",30.11%
"Nov. 30, 2011",30.21%
"Oct. 31, 2011",30.29%
"Sept. 30, 2011",30.35%
"Aug. 31, 2011",30.75%
"July 31, 2011",30.89%
"June 30, 2011",31.03%
"May 31, 2011",31.20%
"April 30, 2011",31.40%
"March 31, 2011",31.52%
"Feb. 28, 2011",31.93%
"Jan. 31, 2011",32.11%
"Dec. 31, 2010",32.66%
"Nov. 30, 2010",33.44%
"Oct. 31, 2010",34.09%
"Sept. 30, 2010",34.18%
"Aug. 31, 2010",34.36%
"July 31, 2010",34.67%
"June 30, 2010",35.13%
"May 31, 2010",35.42%
"April 30, 2010",35.86%
"March 31, 2010",36.43%
"Feb. 28, 2010",36.79%
"Jan. 31, 2010",37.03%
"Dec. 31, 2009",37.76%
"Nov. 30, 2009",37.82%
"Oct. 31, 2009",37.98%
"Sept. 30, 2009",38.26%
"Aug. 31, 2009",38.28%
"July 31, 2009",38.31%
"June 30, 2009",38.61%
"May 31, 2009",38.88%
"April 30, 2009",39.54%
"March 31, 2009",40.37%
"Feb. 28, 2009",38.89%
"Jan. 31, 2009",32.66%
"Dec. 31, 2008",32.72%
"Nov. 30, 2008",33.51%
"Oct. 31, 2008",34.09%
"Sept. 30, 2008",33.61%
"Aug. 31, 2008",34.11%
"July 31, 2008",34.26%
"June 30, 2008",35.11%
"May 31, 2008",36.54%
"April 30, 2008",37.62%
"March 31, 2008",38.20%
"Feb. 29, 2008",24.63%
"Jan. 31, 2008",24.65%
"Dec. 31, 2007",22.24%
"Nov. 30, 2007",15.84%
"Oct. 31, 2007",16.47%
"Sept. 30, 2007",17.23%
"Aug. 31, 2007",19.61%
"July 31, 2007",9.73%
"June 30, 2007",10.05%
"May 31, 2007",9.81%
