date,liabilities
"Dec. 31, 2019",1.194B
"Sept. 30, 2019",1.411B
"June 30, 2019",1.461B
"March 31, 2019",1.285B
"Dec. 31, 2018",1.252B
"Sept. 30, 2018",1.187B
"June 30, 2018",1.086B
"March 31, 2018",1.072B
"Dec. 31, 2017",1.164B
"Sept. 30, 2017",1.242B
"June 30, 2017",1.031B
"March 31, 2017",1.040B
"Dec. 31, 2016",1.111B
"Sept. 30, 2016",1.292B
"June 30, 2016",1.098B
"March 31, 2016",1.503B
"Dec. 31, 2015",1.404B
"Sept. 30, 2015",1.439B
"June 30, 2015",1.416B
"March 31, 2015",1.528B
"Dec. 31, 2014",1.503B
"Sept. 30, 2014",1.686B
"June 30, 2014",1.575B
"March 31, 2014",1.569B
"Dec. 31, 2013",1.613B
"Sept. 30, 2013",1.810B
"June 30, 2013",1.618B
"March 31, 2013",1.642B
"Dec. 31, 2012",1.767B
"March 31, 2012",2.051B
