date,year_low
"March 19, 2020",0.3518
"March 18, 2020",0.3518
"March 17, 2020",0.48
"March 16, 2020",0.4922
"March 13, 2020",0.5239
"March 12, 2020",0.5251
"March 11, 2020",0.6189
"March 10, 2020",0.68
"March 9, 2020",0.72
"March 6, 2020",0.76
"March 5, 2020",0.76
"March 4, 2020",0.76
"March 3, 2020",0.76
"March 2, 2020",0.76
"Feb. 28, 2020",0.76
"Feb. 27, 2020",0.76
"Feb. 26, 2020",0.81
"Feb. 25, 2020",0.81
"Feb. 24, 2020",0.81
"Feb. 21, 2020",0.9086
"Feb. 20, 2020",0.9903
"Feb. 19, 2020",1.00
"Feb. 18, 2020",1.021
"Feb. 14, 2020",1.06
"Feb. 13, 2020",1.07
"Feb. 12, 2020",1.07
"Feb. 11, 2020",1.08
"Feb. 10, 2020",1.08
"Feb. 7, 2020",1.08
"Feb. 6, 2020",1.08
"Feb. 5, 2020",1.08
"Feb. 4, 2020",1.08
"Feb. 3, 2020",1.08
"Jan. 31, 2020",1.08
"Jan. 30, 2020",1.08
"Jan. 29, 2020",1.08
"Jan. 28, 2020",1.08
"Jan. 27, 2020",1.08
"Jan. 24, 2020",1.08
"Jan. 23, 2020",1.08
"Jan. 22, 2020",1.08
"Jan. 21, 2020",1.08
"Jan. 17, 2020",1.08
"Jan. 16, 2020",1.08
"Jan. 15, 2020",1.08
"Jan. 14, 2020",1.08
"Jan. 13, 2020",1.08
"Jan. 10, 2020",1.08
"Jan. 9, 2020",1.08
"Jan. 8, 2020",1.08
"Jan. 7, 2020",1.08
"Jan. 6, 2020",1.08
"Jan. 3, 2020",1.08
"Jan. 2, 2020",1.08
"Dec. 31, 2019",1.08
"Dec. 30, 2019",1.08
"Dec. 27, 2019",1.08
"Dec. 26, 2019",1.08
"Dec. 24, 2019",1.08
"Dec. 23, 2019",1.08
"Dec. 20, 2019",1.08
"Dec. 19, 2019",1.08
"Dec. 18, 2019",1.08
"Dec. 17, 2019",1.08
"Dec. 16, 2019",1.08
"Dec. 13, 2019",1.08
"Dec. 12, 2019",1.08
"Dec. 11, 2019",1.08
"Dec. 10, 2019",1.08
"Dec. 9, 2019",1.08
"Dec. 6, 2019",1.08
"Dec. 5, 2019",1.08
"Dec. 4, 2019",1.08
"Dec. 3, 2019",1.08
"Dec. 2, 2019",1.08
"Nov. 29, 2019",1.08
"Nov. 27, 2019",1.08
"Nov. 26, 2019",1.08
"Nov. 25, 2019",1.08
"Nov. 22, 2019",1.08
"Nov. 21, 2019",1.08
"Nov. 20, 2019",1.08
"Nov. 19, 2019",1.08
"Nov. 18, 2019",1.08
"Nov. 15, 2019",1.08
"Nov. 14, 2019",1.08
"Nov. 13, 2019",1.08
"Nov. 12, 2019",1.08
"Nov. 11, 2019",1.08
"Nov. 8, 2019",1.08
"Nov. 7, 2019",1.08
"Nov. 6, 2019",1.08
"Nov. 5, 2019",1.08
"Nov. 4, 2019",1.08
"Nov. 1, 2019",1.08
"Oct. 31, 2019",1.08
"Oct. 30, 2019",1.08
"Oct. 29, 2019",1.08
"Oct. 28, 2019",1.08
"Oct. 25, 2019",1.08
"Oct. 24, 2019",1.08
"Oct. 23, 2019",1.08
"Oct. 22, 2019",1.08
"Oct. 21, 2019",1.08
"Oct. 18, 2019",1.08
"Oct. 17, 2019",1.08
"Oct. 16, 2019",1.08
"Oct. 15, 2019",1.08
"Oct. 14, 2019",1.08
"Oct. 11, 2019",1.08
"Oct. 10, 2019",1.08
"Oct. 9, 2019",1.08
"Oct. 8, 2019",1.08
"Oct. 7, 2019",1.08
"Oct. 4, 2019",1.08
"Oct. 3, 2019",1.08
"Oct. 2, 2019",1.08
"Oct. 1, 2019",1.08
"Sept. 30, 2019",1.08
"Sept. 27, 2019",1.08
"Sept. 26, 2019",1.08
"Sept. 25, 2019",1.08
"Sept. 24, 2019",1.08
"Sept. 23, 2019",1.08
"Sept. 20, 2019",1.08
"Sept. 19, 2019",1.08
"Sept. 18, 2019",1.08
"Sept. 17, 2019",1.08
"Sept. 16, 2019",1.08
"Sept. 13, 2019",1.08
"Sept. 12, 2019",1.08
"Sept. 11, 2019",1.08
"Sept. 10, 2019",1.08
"Sept. 9, 2019",1.08
"Sept. 6, 2019",1.08
"Sept. 5, 2019",1.08
"Sept. 4, 2019",1.08
"Sept. 3, 2019",1.08
"Aug. 30, 2019",1.08
"Aug. 29, 2019",1.11
"Aug. 28, 2019",1.13
"Aug. 27, 2019",1.13
"Aug. 26, 2019",1.13
"Aug. 23, 2019",1.14
"Aug. 22, 2019",1.16
"Aug. 21, 2019",1.18
