date,price_target_upside
"March 19, 2020",1.15K%
"March 18, 2020",1.35K%
"March 17, 2020",1.07K%
"March 16, 2020",1.12K%
"March 13, 2020",944.0%
"March 12, 2020",1.01K%
"March 11, 2020",832.1%
"March 10, 2020",772.8%
"March 9, 2020",730.5%
"March 6, 2020",590.6%
"March 5, 2020",548.5%
"March 4, 2020",550.3%
"March 3, 2020",568.8%
"March 2, 2020",502.2%
"Feb. 28, 2020",600.2%
"Feb. 27, 2020",634.4%
"Feb. 26, 2020",623.2%
"Feb. 25, 2020",583.5%
"Feb. 24, 2020",561.8%
"Feb. 21, 2020",560.6%
"Feb. 20, 2020",507.1%
"Feb. 19, 2020",490.4%
"Feb. 18, 2020",479.0%
"Feb. 14, 2020",462.8%
"Feb. 13, 2020",457.6%
"Feb. 12, 2020",432.9%
"Feb. 11, 2020",437.7%
"Feb. 10, 2020",419.1%
"Feb. 7, 2020",298.8%
"Feb. 6, 2020",276.4%
"Feb. 5, 2020",276.4%
"Feb. 4, 2020",291.0%
"Feb. 3, 2020",283.6%
"Jan. 31, 2020",330.1%
"Jan. 30, 2020",288.5%
"Jan. 29, 2020",278.7%
"Jan. 28, 2020",283.6%
"Jan. 27, 2020",276.4%
"Jan. 24, 2020",274.0%
"Jan. 23, 2020",269.4%
"Jan. 22, 2020",278.7%
"Jan. 21, 2020",286.0%
"Jan. 17, 2020",274.0%
"Jan. 16, 2020",278.7%
"Jan. 15, 2020",278.7%
"Jan. 14, 2020",276.4%
"Jan. 13, 2020",271.7%
"Jan. 10, 2020",278.7%
"Jan. 9, 2020",274.0%
"Jan. 8, 2020",274.0%
"Jan. 7, 2020",258.5%
"Jan. 6, 2020",262.8%
"Jan. 3, 2020",227.3%
"Jan. 2, 2020",234.6%
"Dec. 31, 2019",258.5%
"Dec. 30, 2019",291.0%
"Dec. 27, 2019",291.0%
"Dec. 26, 2019",274.0%
"Dec. 24, 2019",265.0%
"Dec. 23, 2019",265.0%
"Dec. 20, 2019",271.7%
"Dec. 19, 2019",269.4%
"Dec. 18, 2019",260.6%
"Dec. 17, 2019",244.1%
"Dec. 16, 2019",238.3%
"Dec. 13, 2019",236.4%
"Dec. 12, 2019",222.0%
"Dec. 11, 2019",201.1%
"Dec. 10, 2019",193.8%
"Dec. 9, 2019",182.7%
"Dec. 6, 2019",186.8%
"Dec. 5, 2019",190.9%
"Dec. 4, 2019",186.8%
"Dec. 3, 2019",208.8%
"Dec. 2, 2019",165.3%
"Nov. 29, 2019",121.4%
"Nov. 27, 2019",121.4%
"Nov. 26, 2019",122.2%
"Nov. 25, 2019",124.7%
"Nov. 22, 2019",134.3%
"Nov. 21, 2019",144.8%
"Nov. 20, 2019",150.9%
"Nov. 19, 2019",158.5%
"Nov. 18, 2019",156.3%
"Nov. 15, 2019",150.9%
"Nov. 14, 2019",144.8%
"Nov. 13, 2019",152.0%
"Nov. 12, 2019",159.6%
"Nov. 11, 2019",152.0%
"Nov. 8, 2019",164.1%
"Nov. 7, 2019",165.3%
"Nov. 6, 2019",210.4%
"Nov. 5, 2019",196.7%
"Nov. 4, 2019",192.3%
"Nov. 1, 2019",160.7%
"Oct. 31, 2019",161.8%
"Oct. 30, 2019",146.8%
"Oct. 29, 2019",144.8%
"Oct. 28, 2019",146.8%
"Oct. 25, 2019",145.8%
"Oct. 24, 2019",146.8%
"Oct. 23, 2019",154.1%
"Oct. 22, 2019",149.9%
"Oct. 21, 2019",150.9%
"Oct. 18, 2019",154.1%
"Oct. 17, 2019",158.5%
"Oct. 16, 2019",163.0%
"Oct. 15, 2019",161.8%
"Oct. 14, 2019",149.9%
"Oct. 11, 2019",171.3%
"Oct. 10, 2019",178.8%
"Oct. 9, 2019",199.6%
"Oct. 8, 2019",186.8%
"Oct. 7, 2019",160.7%
"Oct. 4, 2019",160.7%
"Oct. 3, 2019",163.0%
"Oct. 2, 2019",171.3%
"Oct. 1, 2019",178.8%
"Sept. 30, 2019",154.1%
"Sept. 27, 2019",171.3%
"Sept. 26, 2019",248.1%
"Sept. 25, 2019",223.8%
"Sept. 24, 2019",283.6%
"Sept. 23, 2019",276.4%
"Sept. 20, 2019",301.5%
"Sept. 19, 2019",301.5%
"Sept. 18, 2019",288.5%
"Sept. 17, 2019",301.5%
"Sept. 16, 2019",267.2%
"Sept. 13, 2019",301.5%
"Sept. 12, 2019",306.9%
"Sept. 11, 2019",269.4%
"Sept. 10, 2019",370.5%
"Sept. 9, 2019",385.6%
"Sept. 6, 2019",374.2%
"Sept. 5, 2019",370.5%
"Sept. 4, 2019",452.5%
"Sept. 3, 2019",423.7%
"Aug. 30, 2019",447.5%
"Aug. 29, 2019",432.9%
"Aug. 28, 2019",414.7%
"Aug. 27, 2019",414.7%
"Aug. 26, 2019",389.6%
"Aug. 23, 2019",423.7%
"Aug. 22, 2019",410.3%
"Aug. 21, 2019",410.3%
"Aug. 20, 2019",356.2%
"Aug. 19, 2019",286.0%
"Aug. 16, 2019",281.5%
"Aug. 15, 2019",247.0%
"Aug. 14, 2019",108.7%
"Aug. 13, 2019",108.0%
"Aug. 12, 2019",104.1%
"Aug. 9, 2019",93.11%
"Aug. 8, 2019",100.3%
"Aug. 7, 2019",108.0%
"Aug. 6, 2019",104.7%
"Aug. 5, 2019",92.54%
"Aug. 2, 2019",82.75%
