date,max_drawdown_all
"Feb. 29, 2020",89.23%
"Jan. 31, 2020",85.68%
"Dec. 31, 2019",85.68%
"Nov. 30, 2019",85.68%
"Oct. 31, 2019",85.68%
"Sept. 30, 2019",85.68%
"Aug. 31, 2019",85.55%
"July 31, 2019",66.90%
"June 30, 2019",66.90%
"May 31, 2019",66.90%
"April 30, 2019",66.90%
"March 31, 2019",66.90%
"Feb. 28, 2019",66.90%
"Jan. 31, 2019",66.90%
"Dec. 31, 2018",66.90%
"Nov. 30, 2018",66.90%
"Oct. 31, 2018",66.90%
"Sept. 30, 2018",66.90%
"Aug. 31, 2018",66.90%
"July 31, 2018",61.20%
"June 30, 2018",61.20%
"May 31, 2018",61.20%
"April 30, 2018",61.20%
"March 31, 2018",61.20%
"Feb. 28, 2018",61.20%
"Jan. 31, 2018",61.20%
"Dec. 31, 2017",61.20%
"Nov. 30, 2017",61.20%
"Oct. 31, 2017",61.20%
"Sept. 30, 2017",61.20%
"Aug. 31, 2017",61.20%
"July 31, 2017",61.20%
"June 30, 2017",61.20%
"May 31, 2017",61.20%
"April 30, 2017",61.20%
"March 31, 2017",61.20%
"Feb. 28, 2017",61.20%
"Jan. 31, 2017",61.20%
"Dec. 31, 2016",61.20%
"Nov. 30, 2016",61.20%
"Oct. 31, 2016",61.20%
"Sept. 30, 2016",61.20%
"Aug. 31, 2016",61.20%
"July 31, 2016",61.20%
"June 30, 2016",61.20%
"May 31, 2016",61.20%
"April 30, 2016",61.20%
"March 31, 2016",61.20%
"Feb. 29, 2016",61.20%
"Jan. 31, 2016",61.20%
"Dec. 31, 2015",61.20%
"Nov. 30, 2015",61.20%
"Oct. 31, 2015",61.20%
"Sept. 30, 2015",61.20%
"Aug. 31, 2015",61.20%
"July 31, 2015",61.20%
"June 30, 2015",61.20%
"May 31, 2015",61.20%
"April 30, 2015",61.20%
"March 31, 2015",61.20%
"Feb. 28, 2015",61.20%
"Jan. 31, 2015",61.20%
"Dec. 31, 2014",61.20%
"Nov. 30, 2014",61.20%
"Oct. 31, 2014",61.20%
"Sept. 30, 2014",58.33%
"Aug. 31, 2014",55.74%
"July 31, 2014",55.74%
"June 30, 2014",54.36%
"May 31, 2014",54.36%
"April 30, 2014",54.36%
"March 31, 2014",54.36%
"Feb. 28, 2014",54.36%
"Jan. 31, 2014",54.36%
"Dec. 31, 2013",54.36%
"Nov. 30, 2013",54.36%
"Oct. 31, 2013",54.36%
"Sept. 30, 2013",54.36%
"Aug. 31, 2013",54.36%
"July 31, 2013",54.36%
"June 30, 2013",53.91%
"May 31, 2013",53.91%
"April 30, 2013",53.91%
"March 31, 2013",53.91%
"Feb. 28, 2013",44.45%
"Jan. 31, 2013",42.20%
"Dec. 31, 2012",42.20%
"Nov. 30, 2012",42.20%
"Oct. 31, 2012",42.20%
"Sept. 30, 2012",42.20%
"Aug. 31, 2012",42.20%
"July 31, 2012",42.20%
"June 30, 2012",42.20%
"May 31, 2012",42.20%
"April 30, 2012",42.20%
"March 31, 2012",42.20%
"Feb. 29, 2012",42.20%
"Jan. 31, 2012",42.20%
"Dec. 31, 2011",42.20%
"Nov. 30, 2011",42.20%
"Oct. 31, 2011",42.20%
"Sept. 30, 2011",38.78%
"Aug. 31, 2011",19.61%
"July 31, 2011",12.76%
"June 30, 2011",12.76%
"May 31, 2011",8.74%
"April 30, 2011",8.74%
"March 31, 2011",8.74%
"Feb. 28, 2011",8.74%
"Jan. 31, 2011",8.15%
"Dec. 31, 2010",8.15%
"Nov. 30, 2010",8.15%
"Oct. 31, 2010",8.15%
"Sept. 30, 2010",8.15%
"Aug. 31, 2010",8.15%
"July 31, 2010",8.15%
"June 30, 2010",5.79%
"May 31, 2010",5.79%
"April 30, 2010",5.79%
"March 31, 2010",5.79%
"Feb. 28, 2010",5.79%
"Jan. 31, 2010",5.79%
"Dec. 31, 2009",5.79%
"Nov. 30, 2009",5.21%
"Oct. 31, 2009",0.00%
"Sept. 30, 2009",0.00%
