date,kz_index
"March 31, 2019",-169.55
"March 31, 2018",
"March 31, 2017",
"March 31, 2016",
"March 31, 2015",40.18
"March 31, 2014",-18.53
"March 31, 2013",-22.04
"March 31, 2012",
"March 31, 2011",-25.73
