date,times_interest_earned
"Dec. 31, 2019",-1.655
"Sept. 30, 2019",-1.689
"June 30, 2019",-3.399
"March 31, 2019",-1.373
"Dec. 31, 2018",3.833
"Sept. 30, 2018",6.746
"June 30, 2018",7.155
"March 31, 2018",10.70
"Dec. 31, 2017",4.966
"Sept. 30, 2017",4.058
"June 30, 2017",2.617
"March 31, 2017",7.664
"Dec. 31, 2016",8.224
"Sept. 30, 2016",6.287
"June 30, 2016",7.132
"March 31, 2016",2.256
"Dec. 31, 2015",1.02
"Sept. 30, 2015",-5.099
"June 30, 2015",-5.063
"March 31, 2015",-7.197
"Dec. 31, 2014",-3.556
"Sept. 30, 2014",4.038
"June 30, 2014",3.956
"March 31, 2014",4.009
"Dec. 31, 2013",4.846
"Sept. 30, 2013",3.030
"June 30, 2013",4.778
"March 31, 2013",10.17
"Dec. 31, 2012",7.065
"Sept. 30, 2012",4.867
