date,accruals
"Dec. 31, 2019",72.14M
"Sept. 30, 2019",-5.949M
"June 30, 2019",-195.09M
"March 31, 2019",-112.48M
"Dec. 31, 2018",-49.61M
"Sept. 30, 2018",34.74M
"June 30, 2018",-22.34M
"March 31, 2018",207.99M
"Dec. 31, 2017",141.70M
"Sept. 30, 2017",-63.39M
"June 30, 2017",61.88M
"March 31, 2017",-61.21M
"Dec. 31, 2016",110.04M
"Sept. 30, 2016",-174.90M
"June 30, 2016",355.55M
"March 31, 2016",-51.86M
"Dec. 31, 2015",-16.17M
"Sept. 30, 2015",-79.22M
"June 30, 2015",59.08M
"March 31, 2015",-113.14M
"Dec. 31, 2014",-195.45M
"Sept. 30, 2014",-146.04M
"June 30, 2014",-25.03M
"March 31, 2014",16.59M
"Dec. 31, 2013",133.74M
"Sept. 30, 2013",-123.43M
"June 30, 2013",-61.77M
"March 31, 2013",74.68M
"Dec. 31, 2012",11.12M
"Sept. 30, 2012",44.21M
"June 30, 2012",303.45M
