date,operating_earning_yield
"March 19, 2020",157.0%
"March 18, 2020",181.0%
"March 17, 2020",146.7%
"March 16, 2020",152.9%
"March 13, 2020",130.7%
"March 12, 2020",139.2%
"March 11, 2020",116.7%
"March 10, 2020",109.2%
"March 9, 2020",104.0%
"March 6, 2020",86.45%
"March 5, 2020",81.18%
"March 4, 2020",81.41%
"March 3, 2020",83.72%
"March 2, 2020",75.38%
"Feb. 28, 2020",87.65%
"Feb. 27, 2020",91.93%
"Feb. 26, 2020",90.53%
"Feb. 25, 2020",85.56%
"Feb. 24, 2020",82.84%
"Feb. 21, 2020",82.69%
"Feb. 20, 2020",75.99%
"Feb. 19, 2020",73.90%
"Feb. 18, 2020",72.48%
"Feb. 14, 2020",70.45%
"Feb. 13, 2020",69.80%
"Feb. 12, 2020",66.71%
"Feb. 11, 2020",67.31%
"Feb. 10, 2020",64.98%
"Feb. 7, 2020",49.92%
"Feb. 6, 2020",47.11%
"Feb. 5, 2020",47.11%
"Feb. 4, 2020",48.95%
"Feb. 3, 2020",48.01%
"Jan. 31, 2020",53.84%
"Jan. 30, 2020",48.63%
"Jan. 29, 2020",47.41%
"Jan. 28, 2020",48.01%
"Jan. 27, 2020",47.11%
"Jan. 24, 2020",46.82%
"Jan. 23, 2020",46.25%
"Jan. 22, 2020",47.41%
"Jan. 21, 2020",48.32%
"Jan. 17, 2020",46.82%
"Jan. 16, 2020",47.41%
"Jan. 15, 2020",47.41%
"Jan. 14, 2020",47.11%
"Jan. 13, 2020",46.53%
"Jan. 10, 2020",47.41%
"Jan. 9, 2020",46.82%
"Jan. 8, 2020",46.82%
"Jan. 7, 2020",44.87%
"Jan. 6, 2020",45.41%
"Jan. 3, 2020",40.97%
"Jan. 2, 2020",41.88%
"Dec. 31, 2019",44.87%
"Dec. 30, 2019",54.66%
"Dec. 27, 2019",54.66%
"Dec. 26, 2019",52.29%
"Dec. 24, 2019",51.02%
"Dec. 23, 2019",51.02%
"Dec. 20, 2019",51.96%
"Dec. 19, 2019",51.65%
"Dec. 18, 2019",50.41%
"Dec. 17, 2019",48.10%
"Dec. 16, 2019",47.29%
"Dec. 13, 2019",47.03%
"Dec. 12, 2019",45.02%
"Dec. 11, 2019",42.09%
"Dec. 10, 2019",41.06%
"Dec. 9, 2019",39.52%
"Dec. 6, 2019",40.09%
"Dec. 5, 2019",40.67%
"Dec. 4, 2019",40.09%
"Dec. 3, 2019",43.17%
"Dec. 2, 2019",37.08%
"Nov. 29, 2019",30.95%
"Nov. 27, 2019",30.95%
"Nov. 26, 2019",31.06%
"Nov. 25, 2019",31.41%
"Nov. 22, 2019",32.76%
"Nov. 21, 2019",34.22%
"Nov. 20, 2019",35.08%
"Nov. 19, 2019",36.13%
"Nov. 18, 2019",35.82%
"Nov. 15, 2019",35.08%
"Nov. 14, 2019",34.22%
"Nov. 13, 2019",35.22%
"Nov. 12, 2019",36.29%
"Nov. 11, 2019",35.22%
"Nov. 8, 2019",36.92%
"Nov. 7, 2019",37.08%
"Nov. 6, 2019",43.39%
"Nov. 5, 2019",41.47%
"Nov. 4, 2019",40.87%
"Nov. 1, 2019",36.44%
"Oct. 31, 2019",36.60%
"Oct. 30, 2019",34.50%
"Oct. 29, 2019",34.22%
"Oct. 28, 2019",34.50%
"Oct. 25, 2019",34.36%
"Oct. 24, 2019",34.50%
"Oct. 23, 2019",35.52%
"Oct. 22, 2019",34.93%
"Oct. 21, 2019",35.08%
"Oct. 18, 2019",35.52%
"Oct. 17, 2019",36.13%
"Oct. 16, 2019",36.76%
"Oct. 15, 2019",36.60%
"Oct. 14, 2019",34.93%
"Oct. 11, 2019",37.92%
"Oct. 10, 2019",38.97%
"Oct. 9, 2019",41.88%
"Oct. 8, 2019",40.09%
"Oct. 7, 2019",36.44%
"Oct. 4, 2019",36.44%
"Oct. 3, 2019",36.76%
"Oct. 2, 2019",37.92%
"Oct. 1, 2019",38.97%
"Sept. 30, 2019",35.52%
"Sept. 27, 2019",37.70%
"Sept. 26, 2019",48.38%
"Sept. 25, 2019",44.99%
"Sept. 24, 2019",53.31%
"Sept. 23, 2019",52.31%
"Sept. 20, 2019",55.79%
"Sept. 19, 2019",55.79%
"Sept. 18, 2019",53.99%
"Sept. 17, 2019",55.79%
"Sept. 16, 2019",51.03%
"Sept. 13, 2019",55.79%
"Sept. 12, 2019",56.55%
"Sept. 11, 2019",51.34%
"Sept. 10, 2019",65.38%
"Sept. 9, 2019",67.49%
"Sept. 6, 2019",65.90%
"Sept. 5, 2019",65.38%
"Sept. 4, 2019",76.78%
"Sept. 3, 2019",72.77%
"Aug. 30, 2019",76.08%
"Aug. 29, 2019",74.06%
"Aug. 28, 2019",71.53%
"Aug. 27, 2019",71.53%
"Aug. 26, 2019",68.04%
"Aug. 23, 2019",72.77%
"Aug. 22, 2019",70.92%
"Aug. 21, 2019",70.92%
"Aug. 20, 2019",63.40%
"Aug. 19, 2019",53.65%
"Aug. 16, 2019",48.94%
"Aug. 15, 2019",44.52%
"Aug. 14, 2019",27.00%
"Aug. 13, 2019",26.91%
"Aug. 12, 2019",26.40%
"Aug. 9, 2019",24.98%
"Aug. 8, 2019",25.91%
"Aug. 7, 2019",26.91%
"Aug. 6, 2019",26.48%
"Aug. 5, 2019",24.91%
"Aug. 2, 2019",23.64%
"Aug. 1, 2019",23.98%
"July 31, 2019",24.12%
"July 30, 2019",23.98%
"July 29, 2019",24.47%
"July 26, 2019",23.25%
"July 25, 2019",23.12%
"July 24, 2019",23.38%
"July 23, 2019",22.50%
"July 22, 2019",19.11%
"July 19, 2019",19.02%
"July 18, 2019",19.24%
"July 17, 2019",19.51%
"July 16, 2019",19.93%
"July 15, 2019",19.69%
"July 12, 2019",19.24%
"July 11, 2019",19.11%
"July 10, 2019",19.37%
"July 9, 2019",19.88%
"July 8, 2019",20.02%
"July 5, 2019",19.88%
"July 3, 2019",19.46%
"July 2, 2019",19.55%
"July 1, 2019",19.11%
"June 30, 2019",
"June 28, 2019",22.30%
"June 27, 2019",22.88%
"June 26, 2019",23.22%
"June 25, 2019",23.50%
"June 24, 2019",23.10%
"June 21, 2019",22.72%
"June 20, 2019",22.83%
"June 19, 2019",22.88%
"June 18, 2019",23.62%
"June 17, 2019",23.44%
"June 14, 2019",22.56%
"June 13, 2019",22.25%
"June 12, 2019",22.56%
"June 11, 2019",22.30%
"June 10, 2019",22.45%
"June 7, 2019",23.50%
"June 6, 2019",24.09%
"June 5, 2019",27.24%
"June 4, 2019",28.71%
"June 3, 2019",28.62%
"May 31, 2019",29.23%
"May 30, 2019",28.71%
"May 29, 2019",29.32%
