date,springate_score
"Dec. 31, 2019",0.3502
"Sept. 30, 2019",0.3853
"June 30, 2019",0.0974
"March 31, 2019",0.7472
"Dec. 31, 2018",1.733
"Sept. 30, 2018",2.369
"June 30, 2018",2.471
"March 31, 2018",3.066
"Dec. 31, 2017",1.938
"Sept. 30, 2017",1.855
"June 30, 2017",1.904
"March 31, 2017",3.201
"Dec. 31, 2016",3.417
"Sept. 30, 2016",2.486
"June 30, 2016",2.860
"March 31, 2016",1.745
"Dec. 31, 2015",1.542
"Sept. 30, 2015",0.1744
"June 30, 2015",0.1311
"March 31, 2015",-0.47
"Dec. 31, 2014",0.2082
"Sept. 30, 2014",1.912
"June 30, 2014",1.927
"March 31, 2014",1.886
"Dec. 31, 2013",1.894
"Sept. 30, 2013",1.339
"June 30, 2013",1.856
"March 31, 2013",2.878
