date,ebitda_ttm
"Dec. 31, 2019",-109.78M
"Sept. 30, 2019",-104.78M
"June 30, 2019",-219.52M
"March 31, 2019",-71.09M
"Dec. 31, 2018",246.56M
"Sept. 30, 2018",373.43M
"June 30, 2018",356.26M
"March 31, 2018",484.30M
"Dec. 31, 2017",227.35M
"Sept. 30, 2017",223.51M
"June 30, 2017",159.76M
"March 31, 2017",472.28M
"Dec. 31, 2016",521.34M
"Sept. 30, 2016",367.44M
"June 30, 2016",416.99M
"March 31, 2016",155.77M
"Dec. 31, 2015",96.11M
"Sept. 30, 2015",-242.13M
"June 30, 2015",-249.04M
"March 31, 2015",-402.21M
"Dec. 31, 2014",-177.07M
"Sept. 30, 2014",340.12M
"June 30, 2014",328.28M
"March 31, 2014",329.53M
"Dec. 31, 2013",413.25M
"Sept. 30, 2013",306.16M
"June 30, 2013",453.62M
"March 31, 2013",859.46M
"Dec. 31, 2012",552.17M
"Sept. 30, 2012",404.92M
