date,quality_ratio
"Dec. 31, 2019",0.4421
"Sept. 30, 2019",0.434
"June 30, 2019",0.4279
"March 31, 2019",0.4263
"Dec. 31, 2018",0.3809
"Sept. 30, 2018",0.4119
"June 30, 2018",0.4351
"March 31, 2018",0.4733
"Dec. 31, 2017",0.499
"Sept. 30, 2017",0.5049
"June 30, 2017",0.5409
"March 31, 2017",0.5476
"Dec. 31, 2016",0.5657
"Sept. 30, 2016",0.5699
"June 30, 2016",0.5582
"March 31, 2016",0.5462
"Dec. 31, 2015",0.5501
"Sept. 30, 2015",0.4979
"June 30, 2015",0.4536
"March 31, 2015",0.4108
"Dec. 31, 2014",0.3615
"Sept. 30, 2014",0.3458
"June 30, 2014",0.3358
"March 31, 2014",0.3253
"Dec. 31, 2013",0.3442
"Sept. 30, 2013",0.3424
"June 30, 2013",0.3461
"March 31, 2013",0.3435
