date,tobin_q
"Dec. 31, 2019",0.9276
"Sept. 30, 2019",0.8599
"June 30, 2019",1.072
"March 31, 2019",0.7612
"Dec. 31, 2018",0.5764
"Sept. 30, 2018",0.5305
"June 30, 2018",0.6242
"March 31, 2018",0.663
"Dec. 31, 2017",0.8602
"Sept. 30, 2017",1.23
"June 30, 2017",1.107
"March 31, 2017",1.306
"Dec. 31, 2016",1.167
"Sept. 30, 2016",1.175
"June 30, 2016",1.306
"March 31, 2016",1.473
"Dec. 31, 2015",1.762
"Sept. 30, 2015",1.52
"June 30, 2015",1.328
"March 31, 2015",1.259
"Dec. 31, 2014",1.382
"Sept. 30, 2014",0.8967
"June 30, 2014",0.9494
"March 31, 2014",1.208
"Dec. 31, 2013",1.290
"Sept. 30, 2013",1.267
"June 30, 2013",1.196
"March 31, 2013",1.182
"Dec. 31, 2012",1.581
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",2.002
