date,beneish_m_score
"March 31, 2019",-2.986
"March 31, 2018",-0.8985
"March 31, 2017",-1.236
"March 31, 2016",-3.108
"March 31, 2015",-5.633
"March 31, 2014",-2.143
"March 31, 2013",-0.8706
