date,fulmer_h_score
"Dec. 31, 2018",-2.521
"Sept. 30, 2018",-2.281
"June 30, 2018",-2.034
"March 31, 2018",-1.429
"Dec. 31, 2017",-3.713
"Sept. 30, 2017",-5.243
"June 30, 2017",-5.081
"March 31, 2017",-4.599
"Dec. 31, 2016",-3.823
"Sept. 30, 2016",-4.539
"June 30, 2016",-4.257
"March 31, 2016",-6.891
"Dec. 31, 2015",-7.746
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",-3.815
"June 30, 2014",-3.518
"March 31, 2014",-3.271
"Dec. 31, 2013",-3.924
"Sept. 30, 2013",-4.797
"June 30, 2013",-4.202
"March 31, 2013",-3.137
