date,net_income_ttm
"Dec. 31, 2019",-221.93M
"Sept. 30, 2019",-284.89M
"June 30, 2019",-357.10M
"March 31, 2019",-183.57M
"Dec. 31, 2018",126.09M
"Sept. 30, 2018",325.94M
"June 30, 2018",287.37M
"March 31, 2018",396.63M
"Dec. 31, 2017",152.82M
"Sept. 30, 2017",124.24M
"June 30, 2017",50.94M
"March 31, 2017",344.06M
"Dec. 31, 2016",394.74M
"Sept. 30, 2016",263.63M
"June 30, 2016",321.77M
"March 31, 2016",54.66M
"Dec. 31, 2015",-15.76M
"Sept. 30, 2015",-203.48M
"June 30, 2015",-257.23M
"March 31, 2015",-394.88M
"Dec. 31, 2014",-241.73M
"Sept. 30, 2014",112.04M
"June 30, 2014",128.73M
"March 31, 2014",122.29M
"Dec. 31, 2013",159.11M
"Sept. 30, 2013",29.51M
"June 30, 2013",160.35M
"March 31, 2013",526.48M
"Dec. 31, 2012",312.82M
"Sept. 30, 2012",177.16M
