date,forward_ps_ratio_1y
"March 19, 2020",0.0336
"March 18, 2020",0.0291
"March 17, 2020",0.0359
"March 16, 2020",0.0345
"March 13, 2020",0.0403
"March 12, 2020",0.0379
"March 11, 2020",0.0452
"March 10, 2020",0.0482
"March 9, 2020",0.0507
"March 6, 2020",0.061
"March 5, 2020",0.0649
"March 4, 2020",0.0647
"March 3, 2020",0.063
"March 2, 2020",0.0699
"Feb. 28, 2020",0.0601
"Feb. 27, 2020",0.0573
"Feb. 26, 2020",0.0582
"Feb. 25, 2020",0.0616
"Feb. 24, 2020",0.0636
"Feb. 21, 2020",0.0637
"Feb. 20, 2020",0.0694
"Feb. 19, 2020",0.0713
"Feb. 18, 2020",0.0727
"Feb. 14, 2020",0.0748
"Feb. 13, 2020",0.0755
"Feb. 12, 2020",0.079
"Feb. 11, 2020",0.0783
"Feb. 10, 2020",0.0811
"Feb. 7, 2020",0.1056
"Feb. 6, 2020",0.1118
"Feb. 5, 2020",0.1118
"Feb. 4, 2020",0.1076
"Feb. 3, 2020",0.1097
"Jan. 31, 2020",0.0979
"Jan. 30, 2020",0.1083
"Jan. 29, 2020",0.1111
"Jan. 28, 2020",0.1097
"Jan. 27, 2020",0.1118
"Jan. 24, 2020",0.1125
"Jan. 23, 2020",0.1139
"Jan. 22, 2020",0.1111
"Jan. 21, 2020",0.109
"Jan. 17, 2020",0.1125
"Jan. 16, 2020",0.1111
"Jan. 15, 2020",0.1111
"Jan. 14, 2020",0.1118
"Jan. 13, 2020",0.1132
"Jan. 10, 2020",0.1111
"Jan. 9, 2020",0.1125
"Jan. 8, 2020",0.1125
"Jan. 7, 2020",0.1174
"Jan. 6, 2020",0.116
"Jan. 3, 2020",0.1286
"Jan. 2, 2020",0.1258
"Dec. 31, 2019",0.1174
"Dec. 30, 2019",0.1075
"Dec. 27, 2019",0.1075
"Dec. 26, 2019",0.1124
"Dec. 24, 2019",0.1152
"Dec. 23, 2019",0.1152
"Dec. 20, 2019",0.1131
"Dec. 19, 2019",0.1138
"Dec. 18, 2019",0.1166
"Dec. 17, 2019",0.1222
"Dec. 16, 2019",0.1243
"Dec. 13, 2019",0.125
"Dec. 12, 2019",0.1306
"Dec. 11, 2019",0.1397
"Dec. 10, 2019",0.1432
"Dec. 9, 2019",0.1487
"Dec. 6, 2019",0.1467
"Dec. 5, 2019",0.1446
"Dec. 4, 2019",0.1467
"Dec. 3, 2019",0.1362
"Dec. 2, 2019",0.1585
"Nov. 29, 2019",0.1899
"Nov. 27, 2019",0.1899
"Nov. 26, 2019",0.1893
"Nov. 25, 2019",0.1872
"Nov. 22, 2019",0.1795
"Nov. 21, 2019",0.1718
"Nov. 20, 2019",0.1676
"Nov. 19, 2019",0.1627
"Nov. 18, 2019",0.1641
"Nov. 15, 2019",0.1676
"Nov. 14, 2019",0.1718
"Nov. 13, 2019",0.1669
"Nov. 12, 2019",0.162
"Nov. 11, 2019",0.1669
"Nov. 8, 2019",0.1592
"Nov. 7, 2019",0.1585
"Nov. 6, 2019",0.1355
"Nov. 5, 2019",0.1418
"Nov. 4, 2019",0.1439
"Nov. 1, 2019",0.1613
"Oct. 31, 2019",0.1606
"Oct. 30, 2019",0.1704
"Oct. 29, 2019",0.1718
"Oct. 28, 2019",0.1704
"Oct. 25, 2019",0.1711
"Oct. 24, 2019",0.1704
"Oct. 23, 2019",0.1655
"Oct. 22, 2019",0.1683
"Oct. 21, 2019",0.1676
"Oct. 18, 2019",0.1655
"Oct. 17, 2019",0.1627
"Oct. 16, 2019",0.1599
"Oct. 15, 2019",0.1606
"Oct. 14, 2019",0.1683
"Oct. 11, 2019",0.155
"Oct. 10, 2019",0.1508
"Oct. 9, 2019",0.1404
"Oct. 8, 2019",0.1467
"Oct. 7, 2019",0.1613
"Oct. 4, 2019",0.1613
"Oct. 3, 2019",0.1599
"Oct. 2, 2019",0.155
"Oct. 1, 2019",0.1508
"Sept. 30, 2019",0.1655
"Sept. 27, 2019",0.1548
"Sept. 26, 2019",0.1206
"Sept. 25, 2019",0.1297
"Sept. 24, 2019",0.1095
"Sept. 23, 2019",0.1116
"Sept. 20, 2019",0.1046
"Sept. 19, 2019",0.1046
"Sept. 18, 2019",0.1081
"Sept. 17, 2019",0.1046
"Sept. 16, 2019",0.1144
"Sept. 13, 2019",0.1046
"Sept. 12, 2019",0.1032
"Sept. 11, 2019",0.1137
"Sept. 10, 2019",0.0893
"Sept. 9, 2019",0.0865
"Sept. 6, 2019",0.0886
"Sept. 5, 2019",0.0893
"Sept. 4, 2019",0.076
"Sept. 3, 2019",0.0802
"Aug. 30, 2019",0.0767
"Aug. 29, 2019",0.0788
"Aug. 28, 2019",0.0816
"Aug. 27, 2019",0.0816
"Aug. 26, 2019",0.0858
"Aug. 23, 2019",0.0802
"Aug. 22, 2019",0.0823
"Aug. 21, 2019",0.0823
"Aug. 20, 2019",0.092
"Aug. 19, 2019",0.1088
"Aug. 16, 2019",0.1192
"Aug. 15, 2019",0.1311
"Aug. 14, 2019",0.2162
"Aug. 13, 2019",0.2165
"Aug. 12, 2019",0.2207
"Aug. 9, 2019",0.2332
"Aug. 8, 2019",0.2249
"Aug. 7, 2019",0.2165
"Aug. 6, 2019",0.22
"Aug. 5, 2019",0.2339
"Aug. 2, 2019",0.2465
"Aug. 1, 2019",0.243
"July 31, 2019",0.2416
"July 30, 2019",0.243
"July 29, 2019",0.2381
"July 26, 2019",0.2506
"July 25, 2019",0.252
