date,operating_pe_ratio
"March 19, 2020",0.6369
"March 18, 2020",0.5525
"March 17, 2020",0.6817
"March 16, 2020",0.6541
"March 13, 2020",0.7652
"March 12, 2020",0.7185
"March 11, 2020",0.8571
"March 10, 2020",0.9153
"March 9, 2020",0.9619
"March 6, 2020",1.157
"March 5, 2020",1.232
"March 4, 2020",1.228
"March 3, 2020",1.194
"March 2, 2020",1.327
"Feb. 28, 2020",1.141
"Feb. 27, 2020",1.088
"Feb. 26, 2020",1.105
"Feb. 25, 2020",1.169
"Feb. 24, 2020",1.207
"Feb. 21, 2020",1.209
"Feb. 20, 2020",1.316
"Feb. 19, 2020",1.353
"Feb. 18, 2020",1.380
"Feb. 14, 2020",1.419
"Feb. 13, 2020",1.433
"Feb. 12, 2020",1.499
"Feb. 11, 2020",1.486
"Feb. 10, 2020",1.539
"Feb. 7, 2020",2.003
"Feb. 6, 2020",2.122
"Feb. 5, 2020",2.122
"Feb. 4, 2020",2.043
"Feb. 3, 2020",2.083
"Jan. 31, 2020",1.857
"Jan. 30, 2020",2.056
"Jan. 29, 2020",2.109
"Jan. 28, 2020",2.083
"Jan. 27, 2020",2.122
"Jan. 24, 2020",2.136
"Jan. 23, 2020",2.162
"Jan. 22, 2020",2.109
"Jan. 21, 2020",2.070
"Jan. 17, 2020",2.136
"Jan. 16, 2020",2.109
"Jan. 15, 2020",2.109
"Jan. 14, 2020",2.122
"Jan. 13, 2020",2.149
"Jan. 10, 2020",2.109
"Jan. 9, 2020",2.136
"Jan. 8, 2020",2.136
"Jan. 7, 2020",2.229
"Jan. 6, 2020",2.202
"Jan. 3, 2020",2.441
"Jan. 2, 2020",2.388
"Dec. 31, 2019",2.229
"Dec. 30, 2019",1.829
"Dec. 27, 2019",1.829
"Dec. 26, 2019",1.912
"Dec. 24, 2019",1.96
"Dec. 23, 2019",1.96
"Dec. 20, 2019",1.924
"Dec. 19, 2019",1.936
"Dec. 18, 2019",1.984
"Dec. 17, 2019",2.079
"Dec. 16, 2019",2.114
"Dec. 13, 2019",2.126
"Dec. 12, 2019",2.221
"Dec. 11, 2019",2.376
"Dec. 10, 2019",2.435
"Dec. 9, 2019",2.530
"Dec. 6, 2019",2.495
"Dec. 5, 2019",2.459
"Dec. 4, 2019",2.495
"Dec. 3, 2019",2.316
"Dec. 2, 2019",2.696
"Nov. 29, 2019",3.231
"Nov. 27, 2019",3.231
"Nov. 26, 2019",3.219
"Nov. 25, 2019",3.184
"Nov. 22, 2019",3.053
"Nov. 21, 2019",2.922
"Nov. 20, 2019",2.851
"Nov. 19, 2019",2.768
"Nov. 18, 2019",2.792
"Nov. 15, 2019",2.851
"Nov. 14, 2019",2.922
"Nov. 13, 2019",2.839
"Nov. 12, 2019",2.756
"Nov. 11, 2019",2.839
"Nov. 8, 2019",2.708
"Nov. 7, 2019",2.696
"Nov. 6, 2019",2.304
"Nov. 5, 2019",2.411
"Nov. 4, 2019",2.447
"Nov. 1, 2019",2.744
"Oct. 31, 2019",2.732
"Oct. 30, 2019",2.898
"Oct. 29, 2019",2.922
"Oct. 28, 2019",2.898
