date,price_to_book_value
"March 29, 2019",4.294
"March 28, 2019",4.320
"March 27, 2019",4.345
"March 26, 2019",4.345
"March 25, 2019",4.332
"March 22, 2019",4.307
"March 21, 2019",4.357
"March 20, 2019",4.357
"March 19, 2019",4.408
"March 18, 2019",4.458
"March 15, 2019",4.471
"March 14, 2019",4.496
"March 13, 2019",4.749
"March 12, 2019",4.711
"March 11, 2019",4.585
"March 8, 2019",4.534
"March 7, 2019",4.560
"March 6, 2019",4.496
"March 5, 2019",4.572
"March 4, 2019",4.572
"March 1, 2019",4.560
"Feb. 28, 2019",4.572
"Feb. 27, 2019",4.534
"Feb. 26, 2019",4.484
"Feb. 25, 2019",4.585
"Feb. 22, 2019",4.534
"Feb. 21, 2019",4.484
"Feb. 20, 2019",4.534
"Feb. 19, 2019",4.345
"Feb. 15, 2019",4.320
"Feb. 14, 2019",4.37
"Feb. 13, 2019",4.471
"Feb. 12, 2019",4.357
"Feb. 11, 2019",4.395
"Feb. 8, 2019",4.433
"Feb. 7, 2019",4.181
"Feb. 6, 2019",4.724
"Feb. 5, 2019",4.711
"Feb. 4, 2019",4.711
"Feb. 1, 2019",4.622
"Jan. 31, 2019",4.648
"Jan. 30, 2019",4.660
"Jan. 29, 2019",4.724
"Jan. 28, 2019",4.686
"Jan. 25, 2019",4.686
"Jan. 24, 2019",4.534
"Jan. 23, 2019",4.509
"Jan. 22, 2019",4.572
"Jan. 18, 2019",4.724
"Jan. 17, 2019",4.686
"Jan. 16, 2019",4.610
"Jan. 15, 2019",4.686
"Jan. 14, 2019",4.711
"Jan. 11, 2019",4.698
"Jan. 10, 2019",4.622
"Jan. 9, 2019",4.458
"Jan. 8, 2019",4.458
"Jan. 7, 2019",4.420
"Jan. 4, 2019",4.382
"Jan. 3, 2019",4.332
"Jan. 2, 2019",4.345
"Dec. 31, 2018",4.168
"Dec. 28, 2018",4.613
"Dec. 27, 2018",4.613
"Dec. 26, 2018",4.472
"Dec. 24, 2018",4.415
"Dec. 21, 2018",4.542
"Dec. 20, 2018",4.768
"Dec. 19, 2018",4.782
"Dec. 18, 2018",4.768
"Dec. 17, 2018",4.867
"Dec. 14, 2018",4.937
"Dec. 13, 2018",5.191
"Dec. 12, 2018",5.092
"Dec. 11, 2018",5.713
"Dec. 10, 2018",5.699
"Dec. 7, 2018",5.897
"Dec. 6, 2018",5.826
"Dec. 4, 2018",5.911
"Dec. 3, 2018",6.094
"Nov. 30, 2018",6.038
"Nov. 29, 2018",6.009
"Nov. 28, 2018",5.967
"Nov. 27, 2018",5.798
"Nov. 26, 2018",5.812
"Nov. 23, 2018",5.798
"Nov. 21, 2018",5.671
"Nov. 20, 2018",5.558
"Nov. 19, 2018",5.600
"Nov. 16, 2018",5.544
"Nov. 15, 2018",5.502
"Nov. 14, 2018",5.544
"Nov. 13, 2018",5.586
"Nov. 12, 2018",5.417
"Nov. 9, 2018",5.332
"Nov. 8, 2018",5.318
"Nov. 7, 2018",4.810
"Nov. 6, 2018",4.783
"Nov. 5, 2018",4.840
"Nov. 2, 2018",4.727
"Nov. 1, 2018",4.699
"Oct. 31, 2018",4.558
"Oct. 30, 2018",4.459
"Oct. 29, 2018",4.487
"Oct. 26, 2018",4.388
"Oct. 25, 2018",4.416
"Oct. 24, 2018",4.360
"Oct. 23, 2018",4.374
"Oct. 22, 2018",4.332
"Oct. 19, 2018",4.332
"Oct. 18, 2018",4.290
"Oct. 17, 2018",4.346
"Oct. 16, 2018",4.388
"Oct. 15, 2018",4.346
"Oct. 12, 2018",4.402
"Oct. 11, 2018",4.346
"Oct. 10, 2018",4.374
"Oct. 9, 2018",4.586
"Oct. 8, 2018",4.431
"Oct. 5, 2018",4.402
"Oct. 4, 2018",4.487
"Oct. 3, 2018",4.586
"Oct. 2, 2018",4.783
"Oct. 1, 2018",4.473
"Sept. 30, 2018",
"Sept. 28, 2018",3.273
"Sept. 27, 2018",3.262
"Sept. 26, 2018",3.252
"Sept. 25, 2018",3.241
"Sept. 24, 2018",3.22
"Sept. 21, 2018",3.22
"Sept. 20, 2018",3.230
"Sept. 19, 2018",3.230
"Sept. 18, 2018",3.230
"Sept. 17, 2018",3.178
"Sept. 14, 2018",3.093
"Sept. 13, 2018",3.167
"Sept. 12, 2018",3.262
"Sept. 11, 2018",3.22
"Sept. 10, 2018",3.230
"Sept. 7, 2018",3.178
"Sept. 6, 2018",3.188
"Sept. 5, 2018",3.167
"Sept. 4, 2018",3.125
"Aug. 31, 2018",3.157
"Aug. 30, 2018",3.199
"Aug. 29, 2018",3.209
"Aug. 28, 2018",3.209
"Aug. 27, 2018",3.209
"Aug. 24, 2018",3.199
"Aug. 23, 2018",2.956
"Aug. 22, 2018",3.093
"Aug. 21, 2018",3.157
"Aug. 20, 2018",3.209
"Aug. 17, 2018",3.252
"Aug. 16, 2018",3.241
"Aug. 15, 2018",3.304
"Aug. 14, 2018",3.357
"Aug. 13, 2018",3.473
"Aug. 10, 2018",3.484
"Aug. 9, 2018",3.769
"Aug. 8, 2018",4.096
"Aug. 7, 2018",4.122
"Aug. 6, 2018",4.037
"Aug. 3, 2018",4.058
"Aug. 2, 2018",3.964
"Aug. 1, 2018",3.985
"July 31, 2018",4.006
"July 30, 2018",4.006
"July 27, 2018",4.016
"July 26, 2018",4.09
"July 25, 2018",3.985
"July 24, 2018",3.953
"July 23, 2018",3.911
"July 20, 2018",3.879
"July 19, 2018",3.879
"July 18, 2018",3.869
"July 17, 2018",3.848
"July 16, 2018",3.869
"July 13, 2018",3.848
"July 12, 2018",3.879
"July 11, 2018",3.858
"July 10, 2018",3.869
"July 9, 2018",3.837
"July 6, 2018",3.848
"July 5, 2018",3.795
"July 3, 2018",3.837
"July 2, 2018",3.826
"June 30, 2018",
"June 29, 2018",3.198
"June 28, 2018",3.100
"June 27, 2018",3.224
"June 26, 2018",3.224
"June 25, 2018",3.259
"June 22, 2018",3.268
"June 21, 2018",3.215
"June 20, 2018",3.206
"June 19, 2018",3.250
"June 18, 2018",3.162
"June 15, 2018",3.206
"June 14, 2018",3.233
"June 13, 2018",3.365
"June 12, 2018",3.365
"June 11, 2018",3.356
"June 8, 2018",3.339
"June 7, 2018",3.259
"June 6, 2018",3.233
"June 5, 2018",3.268
"June 4, 2018",3.321
"June 1, 2018",3.286
"May 31, 2018",3.277
"May 30, 2018",3.277
"May 29, 2018",3.286
"May 25, 2018",3.180
"May 24, 2018",3.242
"May 23, 2018",3.215
"May 22, 2018",3.259
"May 21, 2018",3.215
"May 18, 2018",3.180
"May 17, 2018",3.277
"May 16, 2018",3.516
"May 15, 2018",3.498
"May 14, 2018",3.586
"May 11, 2018",3.586
"May 10, 2018",3.604
"May 9, 2018",3.577
"May 8, 2018",3.577
"May 7, 2018",3.657
"May 4, 2018",3.648
"May 3, 2018",3.613
"May 2, 2018",3.622
"May 1, 2018",3.648
"April 30, 2018",3.683
"April 27, 2018",3.657
"April 26, 2018",3.586
"April 25, 2018",3.568
"April 24, 2018",3.568
"April 23, 2018",3.639
"April 20, 2018",3.736
"April 19, 2018",3.842
"April 18, 2018",3.869
"April 17, 2018",3.948
"April 16, 2018",3.957
"April 13, 2018",3.904
"April 12, 2018",3.886
"April 11, 2018",3.913
"April 10, 2018",3.922
"April 9, 2018",3.895
"April 6, 2018",3.966
"April 5, 2018",4.001
"April 4, 2018",3.966
"April 3, 2018",3.931
"April 2, 2018",3.816
