Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
06/14/2019,06/17/2019,06/28/2019,06/04/2019,Normal,0.0938
03/14/2019,03/15/2019,03/29/2019,02/13/2019,Normal,0.0940
12/14/2018,12/17/2018,12/31/2018,12/04/2018,Normal,0.0936
09/13/2018,09/15/2018,09/28/2018,09/04/2018,Normal,0.0961
06/14/2018,06/15/2018,06/29/2018,06/01/2018,Normal,0.0963
03/14/2018,03/15/2018,03/29/2018,03/01/2018,Normal,0.0964
12/14/2017,12/15/2017,12/29/2017,11/17/2017,Normal,0.0975
09/14/2017,09/15/2017,09/29/2017,09/01/2017,Normal,0.1027
06/13/2017,06/15/2017,06/30/2017,06/01/2017,Normal,0.0939
03/13/2017,03/15/2017,03/31/2017,03/01/2017,Normal,0.0929
12/13/2016,12/15/2016,12/30/2016,12/01/2016,Normal,0.0952
09/13/2016,09/15/2016,09/30/2016,09/01/2016,Normal,0.0959
06/13/2016,06/15/2016,06/30/2016,06/01/2016,Normal,0.0978
03/11/2016,03/15/2016,03/31/2016,03/01/2016,Normal,0.0937
12/11/2015,12/15/2015,12/31/2015,12/01/2015,Normal,0.0917
09/11/2015,09/15/2015,09/30/2015,09/01/2015,Normal,0.0944
06/11/2015,06/15/2015,06/30/2015,06/01/2015,Normal,0.1018
03/12/2015,03/16/2015,03/31/2015,03/02/2015,Normal,0.0981
12/11/2014,12/15/2014,12/31/2014,12/01/2014,Normal,0.1090
09/11/2014,09/15/2014,09/30/2014,09/02/2014,Normal,0.1141
06/12/2014,06/16/2014,06/30/2014,06/03/2014,Normal,0.0644
05/13/2014,05/15/2014,05/31/2014,05/02/2014,Normal,0.0642
04/11/2014,04/15/2014,04/30/2014,04/02/2014,Normal,0.0640
03/13/2014,03/17/2014,03/31/2014,03/03/2014,Normal,0.0630
02/12/2014,02/17/2014,02/28/2014,02/03/2014,Normal,0.0636
01/13/2014,01/15/2014,01/31/2014,01/02/2014,Normal,0.0642
12/12/2013,12/16/2013,12/31/2013,12/03/2013,Normal,0.0661
11/13/2013,11/15/2013,11/30/2013,11/06/2013,Normal,0.0667
10/10/2013,10/15/2013,10/31/2013,10/03/2013,Normal,0.0673
09/12/2013,09/16/2013,09/30/2013,09/03/2013,Normal,0.0679
08/13/2013,08/15/2013,08/31/2013,08/02/2013,Normal,0.0679
07/11/2013,07/15/2013,07/31/2013,07/03/2013,Normal,0.0674
06/13/2013,06/17/2013,06/30/2013,06/04/2013,Normal,0.0686
05/13/2013,05/15/2013,05/31/2013,05/02/2013,Normal,0.0691
04/11/2013,04/15/2013,04/30/2013,04/02/2013,Normal,0.0690
03/13/2013,03/15/2013,03/31/2013,03/04/2013,Normal,0.1007
02/13/2013,02/15/2013,02/28/2013,02/05/2013,Normal,0.1031
01/11/2013,01/15/2013,01/31/2013,01/03/2013,Normal,0.1051
12/13/2012,12/17/2012,12/31/2012,12/03/2012,Normal,0.1049
11/13/2012,11/15/2012,11/30/2012,11/02/2012,Normal,0.1033
10/11/2012,10/15/2012,10/31/2012,10/03/2012,Normal,0.1052
09/13/2012,09/17/2012,09/30/2012,08/30/2012,Normal,0.1058
08/13/2012,08/15/2012,08/31/2012,08/02/2012,Normal,0.1042
07/12/2012,07/16/2012,07/31/2012,07/02/2012,Normal,0.1014
06/13/2012,06/15/2012,06/30/2012,05/25/2012,Normal,0.1006
05/11/2012,05/15/2012,05/31/2012,05/03/2012,Normal,0.1030
04/12/2012,04/16/2012,04/30/2012,04/03/2012,Normal,0.1029
03/13/2012,03/15/2012,03/31/2012,03/03/2012,Normal,0.1042
02/13/2012,02/15/2012,02/29/2012,02/03/2012,Normal,0.1033
01/11/2012,01/15/2012,01/31/2012,01/03/2012,Normal,0.1015
12/13/2011,12/15/2011,12/31/2011,12/02/2011,Normal,0.1005
11/10/2011,11/15/2011,11/30/2011,11/04/2011,Normal,0.1009
10/12/2011,10/15/2011,10/31/2011,10/04/2011,Normal,0.1005
09/13/2011,09/15/2011,09/30/2011,09/05/2011,Normal,0.1041
08/11/2011,08/15/2011,08/31/2011,08/04/2011,Normal,0.1038
07/13/2011,07/15/2011,07/31/2011,07/06/2011,Normal,0.1069
06/13/2011,06/15/2011,06/30/2011,06/04/2011,Normal,0.1054
05/11/2011,05/15/2011,05/31/2011,05/04/2011,Normal,0.1080
04/13/2011,04/15/2011,04/30/2011,04/05/2011,Normal,0.1073
03/11/2011,03/15/2011,03/31/2011,03/04/2011,Normal,0.1059
02/11/2011,02/15/2011,02/28/2011,02/03/2011,Normal,0.1037
01/12/2011,01/15/2011,01/31/2011,01/06/2011,Normal,0.1044
12/13/2010,12/15/2010,12/31/2010,12/04/2010,Normal,0.0682
11/10/2010,11/15/2010,11/30/2010,11/04/2010,Normal,0.0684
10/13/2010,10/15/2010,10/31/2010,10/04/2010,Normal,0.1022
09/13/2010,09/15/2010,09/30/2010,09/04/2010,Normal,0.1001
08/11/2010,08/13/2010,--,07/27/2010,Normal,0.1033
07/13/2010,07/15/2010,--,06/28/2010,Normal,0.1033
06/11/2010,06/13/2010,--,05/27/2010,Normal,0.1001
05/12/2010,05/14/2010,--,04/27/2010,Normal,0.1033
04/13/2010,04/15/2010,--,03/29/2010,Normal,0.1033
03/11/2010,03/13/2010,--,02/24/2010,Normal,0.1033
