date,enterprise_value
"March 19, 2020",764.21M
"March 18, 2020",754.57M
"March 17, 2020",769.33M
"March 16, 2020",766.18M
"March 13, 2020",778.87M
"March 12, 2020",773.53M
"March 11, 2020",789.37M
"March 10, 2020",796.03M
"March 9, 2020",801.35M
"March 6, 2020",823.62M
"March 5, 2020",832.20M
"March 4, 2020",831.80M
"March 3, 2020",827.92M
"March 2, 2020",843.02M
"Feb. 28, 2020",821.80M
"Feb. 27, 2020",815.73M
"Feb. 26, 2020",817.66M
"Feb. 25, 2020",824.98M
"Feb. 24, 2020",829.38M
"Feb. 21, 2020",829.62M
"Feb. 20, 2020",841.81M
"Feb. 19, 2020",846.05M
"Feb. 18, 2020",849.08M
"Feb. 14, 2020",853.63M
"Feb. 13, 2020",855.15M
"Feb. 12, 2020",862.73M
"Feb. 11, 2020",861.21M
"Feb. 10, 2020",867.28M
"Feb. 7, 2020",920.33M
"Feb. 6, 2020",933.88M
"Feb. 5, 2020",933.88M
"Feb. 4, 2020",924.78M
"Feb. 3, 2020",929.33M
"Jan. 31, 2020",903.57M
"Jan. 30, 2020",926.30M
"Jan. 29, 2020",932.36M
"Jan. 28, 2020",929.33M
"Jan. 27, 2020",933.88M
"Jan. 24, 2020",935.39M
"Jan. 23, 2020",938.42M
"Jan. 22, 2020",932.36M
"Jan. 21, 2020",927.82M
"Jan. 17, 2020",935.39M
"Jan. 16, 2020",932.36M
"Jan. 15, 2020",932.36M
"Jan. 14, 2020",933.88M
"Jan. 13, 2020",936.91M
"Jan. 10, 2020",932.36M
"Jan. 9, 2020",935.39M
"Jan. 8, 2020",935.39M
"Jan. 7, 2020",946.00M
"Jan. 6, 2020",942.97M
"Jan. 3, 2020",970.24M
"Jan. 2, 2020",964.18M
"Dec. 31, 2019",946.00M
"Dec. 30, 2019",869.17M
"Dec. 27, 2019",869.17M
"Dec. 26, 2019",879.77M
"Dec. 24, 2019",885.82M
"Dec. 23, 2019",885.82M
"Dec. 20, 2019",881.28M
"Dec. 19, 2019",882.79M
"Dec. 18, 2019",888.85M
"Dec. 17, 2019",900.96M
"Dec. 16, 2019",905.50M
"Dec. 13, 2019",907.02M
"Dec. 12, 2019",919.13M
"Dec. 11, 2019",938.81M
"Dec. 10, 2019",946.38M
"Dec. 9, 2019",958.50M
"Dec. 6, 2019",953.95M
"Dec. 5, 2019",949.41M
"Dec. 4, 2019",953.95M
"Dec. 3, 2019",931.24M
"Dec. 2, 2019",979.69M
"Nov. 29, 2019",1.048B
"Nov. 27, 2019",1.048B
"Nov. 26, 2019",1.046B
"Nov. 25, 2019",1.042B
"Nov. 22, 2019",1.025B
"Nov. 21, 2019",1.008B
"Nov. 20, 2019",999.37M
"Nov. 19, 2019",988.78M
"Nov. 18, 2019",991.80M
"Nov. 15, 2019",999.37M
"Nov. 14, 2019",1.008B
"Nov. 13, 2019",997.86M
"Nov. 12, 2019",987.26M
"Nov. 11, 2019",997.86M
"Nov. 8, 2019",981.21M
"Nov. 7, 2019",979.69M
"Nov. 6, 2019",929.73M
"Nov. 5, 2019",943.35M
"Nov. 4, 2019",947.90M
"Nov. 1, 2019",985.75M
"Oct. 31, 2019",984.23M
"Oct. 30, 2019",1.005B
"Oct. 29, 2019",1.008B
"Oct. 28, 2019",1.005B
"Oct. 25, 2019",1.007B
"Oct. 24, 2019",1.005B
"Oct. 23, 2019",994.83M
"Oct. 22, 2019",1.001B
"Oct. 21, 2019",999.37M
"Oct. 18, 2019",994.83M
"Oct. 17, 2019",988.78M
"Oct. 16, 2019",982.72M
"Oct. 15, 2019",984.23M
"Oct. 14, 2019",1.001B
"Oct. 11, 2019",972.12M
"Oct. 10, 2019",963.04M
"Oct. 9, 2019",940.33M
"Oct. 8, 2019",953.95M
"Oct. 7, 2019",985.75M
"Oct. 4, 2019",985.75M
"Oct. 3, 2019",982.72M
"Oct. 2, 2019",972.12M
"Oct. 1, 2019",963.04M
"Sept. 30, 2019",994.83M
"Sept. 27, 2019",925.87M
"Sept. 26, 2019",851.79M
"Sept. 25, 2019",871.45M
"Sept. 24, 2019",827.60M
"Sept. 23, 2019",832.14M
"Sept. 20, 2019",817.02M
"Sept. 19, 2019",817.02M
"Sept. 18, 2019",824.58M
"Sept. 17, 2019",817.02M
"Sept. 16, 2019",838.19M
"Sept. 13, 2019",817.02M
