date,days_sales_outstanding
"Dec. 31, 2019",61.43
"Sept. 30, 2019",55.80
"June 30, 2019",80.61
"March 31, 2019",43.19
"Dec. 31, 2018",95.02
"Sept. 30, 2018",80.06
"June 30, 2018",86.98
"March 31, 2018",60.32
"Dec. 31, 2017",65.15
"Sept. 30, 2017",62.84
"June 30, 2017",65.15
"March 31, 2017",58.51
"Dec. 31, 2016",63.10
"Sept. 30, 2016",56.03
"June 30, 2016",61.00
"March 31, 2016",55.59
"Dec. 31, 2015",59.63
"Sept. 30, 2015",57.12
"June 30, 2015",66.92
"March 31, 2015",54.14
"Dec. 31, 2014",62.05
"Sept. 30, 2014",58.60
"June 30, 2014",67.94
"March 31, 2014",50.15
"Dec. 31, 2013",59.75
"Sept. 30, 2013",53.66
"June 30, 2013",58.84
"March 31, 2013",48.23
"Dec. 31, 2012",28.42
"Sept. 30, 2012",0.00
"June 30, 2012",31.58
"March 31, 2012",29.84
