date,eps_ttm
"Dec. 31, 2019",-1.605
"Sept. 30, 2019",-2.006
"June 30, 2019",-2.431
"March 31, 2019",-1.273
"Dec. 31, 2018",0.5118
"Sept. 30, 2018",1.595
"June 30, 2018",1.334
"March 31, 2018",1.946
"Dec. 31, 2017",0.6105
"Sept. 30, 2017",0.5114
"June 30, 2017",0.0279
"March 31, 2017",1.589
"Dec. 31, 2016",1.932
"Sept. 30, 2016",1.228
"June 30, 2016",1.620
"March 31, 2016",0.2501
"Dec. 31, 2015",-0.2218
"Sept. 30, 2015",-1.510
"June 30, 2015",-1.890
"March 31, 2015",-2.706
"Dec. 31, 2014",-1.652
"Sept. 30, 2014",0.6253
"June 30, 2014",0.7286
"March 31, 2014",0.6834
"Dec. 31, 2013",0.8186
"Sept. 30, 2013",0.0817
"June 30, 2013",1.003
"March 31, 2013",3.237
"Dec. 31, 2012",1.845
"Sept. 30, 2012",0.8785
