date,historical_monthly_var_5_all
"Feb. 29, 2020",20.83%
"Jan. 31, 2020",20.21%
"Dec. 31, 2019",19.93%
"Nov. 30, 2019",18.43%
"Oct. 31, 2019",18.51%
"Sept. 30, 2019",18.56%
"Aug. 31, 2019",18.00%
"July 31, 2019",17.01%
"June 30, 2019",16.93%
"May 31, 2019",16.99%
"April 30, 2019",17.02%
"March 31, 2019",17.10%
"Feb. 28, 2019",17.15%
"Jan. 31, 2019",17.26%
"Dec. 31, 2018",17.10%
"Nov. 30, 2018",16.85%
"Oct. 31, 2018",16.88%
"Sept. 30, 2018",16.92%
"Aug. 31, 2018",16.75%
"July 31, 2018",16.01%
"June 30, 2018",16.12%
"May 31, 2018",16.23%
"April 30, 2018",16.13%
"March 31, 2018",16.25%
"Feb. 28, 2018",16.42%
"Jan. 31, 2018",16.43%
"Dec. 31, 2017",16.47%
"Nov. 30, 2017",16.09%
"Oct. 31, 2017",14.84%
"Sept. 30, 2017",15.12%
"Aug. 31, 2017",15.32%
"July 31, 2017",15.35%
"June 30, 2017",15.37%
"May 31, 2017",15.27%
"April 30, 2017",15.33%
"March 31, 2017",15.35%
"Feb. 28, 2017",15.38%
"Jan. 31, 2017",15.41%
"Dec. 31, 2016",15.52%
"Nov. 30, 2016",15.74%
"Oct. 31, 2016",15.77%
"Sept. 30, 2016",15.80%
"Aug. 31, 2016",15.86%
"July 31, 2016",16.03%
"June 30, 2016",16.22%
"May 31, 2016",16.41%
"April 30, 2016",16.43%
"March 31, 2016",16.47%
"Feb. 29, 2016",16.69%
"Jan. 31, 2016",16.84%
"Dec. 31, 2015",16.71%
"Nov. 30, 2015",16.84%
"Oct. 31, 2015",16.85%
"Sept. 30, 2015",16.89%
"Aug. 31, 2015",16.99%
"July 31, 2015",17.08%
"June 30, 2015",17.13%
"May 31, 2015",17.26%
"April 30, 2015",17.33%
"March 31, 2015",17.39%
"Feb. 28, 2015",17.45%
"Jan. 31, 2015",17.53%
"Dec. 31, 2014",17.59%
"Nov. 30, 2014",17.63%
"Oct. 31, 2014",17.69%
"Sept. 30, 2014",17.49%
"Aug. 31, 2014",17.31%
"July 31, 2014",17.37%
"June 30, 2014",17.42%
"May 31, 2014",16.48%
"April 30, 2014",15.37%
"March 31, 2014",15.41%
"Feb. 28, 2014",15.52%
"Jan. 31, 2014",15.74%
"Dec. 31, 2013",15.79%
"Nov. 30, 2013",15.85%
"Oct. 31, 2013",15.99%
"Sept. 30, 2013",16.33%
"Aug. 31, 2013",16.35%
"July 31, 2013",15.36%
"June 30, 2013",14.91%
"May 31, 2013",14.36%
"April 30, 2013",14.85%
"March 31, 2013",14.91%
"Feb. 28, 2013",14.18%
"Jan. 31, 2013",12.44%
"Dec. 31, 2012",12.78%
"Nov. 30, 2012",12.99%
"Oct. 31, 2012",11.39%
"Sept. 30, 2012",11.52%
"Aug. 31, 2012",11.79%
"July 31, 2012",11.88%
"June 30, 2012",11.91%
"May 31, 2012",10.32%
"April 30, 2012",9.82%
"March 31, 2012",9.92%
"Feb. 29, 2012",10.07%
"Jan. 31, 2012",10.13%
"Dec. 31, 2011",10.19%
"Nov. 30, 2011",10.28%
"Oct. 31, 2011",10.20%
"Sept. 30, 2011",8.85%
"Aug. 31, 2011",6.82%
"July 31, 2011",5.67%
"June 30, 2011",5.67%
"May 31, 2011",5.21%
"April 30, 2011",5.21%
"March 31, 2011",5.37%
"Feb. 28, 2011",5.67%
"Jan. 31, 2011",5.67%
"Dec. 31, 2010",5.67%
"Nov. 30, 2010",5.67%
"Oct. 31, 2010",5.67%
"Sept. 30, 2010",5.67%
"Aug. 31, 2010",5.67%
"July 31, 2010",5.67%
"June 30, 2010",5.67%
"May 31, 2010",5.67%
"April 30, 2010",5.67%
"March 31, 2010",5.72%
"Feb. 28, 2010",5.79%
"Jan. 31, 2010",5.79%
"Dec. 31, 2009",5.79%
"Nov. 30, 2009",5.21%
"Oct. 31, 2009",-4.73%
