date,revenues_ttm
"Dec. 31, 2019",2.763B
"Sept. 30, 2019",2.819B
"June 30, 2019",2.853B
"March 31, 2019",2.896B
"Dec. 31, 2018",2.516B
"Sept. 30, 2018",2.678B
"June 30, 2018",2.742B
"March 31, 2018",2.828B
"Dec. 31, 2017",2.742B
"Sept. 30, 2017",2.713B
"June 30, 2017",2.795B
"March 31, 2017",2.862B
"Dec. 31, 2016",2.930B
"Sept. 30, 2016",2.998B
"June 30, 2016",3.068B
"March 31, 2016",3.130B
"Dec. 31, 2015",3.323B
"Sept. 30, 2015",3.400B
"June 30, 2015",3.412B
"March 31, 2015",3.406B
"Dec. 31, 2014",3.456B
"Sept. 30, 2014",3.424B
"June 30, 2014",3.383B
"March 31, 2014",3.342B
"Dec. 31, 2013",3.212B
"Sept. 30, 2013",3.154B
"June 30, 2013",3.068B
"March 31, 2013",3.007B
"Dec. 31, 2012",2.799B
"Sept. 30, 2012",2.777B
