date,current_ratio
"Dec. 31, 2019",0.7572
"Sept. 30, 2019",0.772
"June 30, 2019",0.9228
"March 31, 2019",1.144
"Dec. 31, 2018",1.156
"Sept. 30, 2018",1.271
"June 30, 2018",1.373
"March 31, 2018",1.240
"Dec. 31, 2017",0.9298
"Sept. 30, 2017",0.8207
"June 30, 2017",1.158
"March 31, 2017",1.154
"Dec. 31, 2016",1.136
"Sept. 30, 2016",0.7598
"June 30, 2016",0.8742
"March 31, 2016",0.8808
"Dec. 31, 2015",0.8965
"Sept. 30, 2015",0.9475
"June 30, 2015",0.9921
"March 31, 2015",0.909
"Dec. 31, 2014",0.8681
"Sept. 30, 2014",1.160
"June 30, 2014",1.266
"March 31, 2014",1.311
"Dec. 31, 2013",0.9829
"Sept. 30, 2013",0.7196
"June 30, 2013",0.8721
"March 31, 2013",0.9171
"Dec. 31, 2012",0.6658
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",0.5342
