date,historical_daily_var_5_all
"Feb. 29, 2020",3.35%
"Jan. 31, 2020",3.24%
"Dec. 31, 2019",3.21%
"Nov. 30, 2019",3.17%
"Oct. 31, 2019",3.17%
"Sept. 30, 2019",3.09%
"Aug. 31, 2019",3.00%
"July 31, 2019",2.90%
"June 30, 2019",2.87%
"May 31, 2019",2.87%
"April 30, 2019",2.83%
"March 31, 2019",2.85%
"Feb. 28, 2019",2.86%
"Jan. 31, 2019",2.86%
"Dec. 31, 2018",2.86%
"Nov. 30, 2018",2.82%
"Oct. 31, 2018",2.84%
"Sept. 30, 2018",2.83%
"Aug. 31, 2018",2.84%
"July 31, 2018",2.82%
"June 30, 2018",2.82%
"May 31, 2018",2.82%
"April 30, 2018",2.82%
"March 31, 2018",2.82%
"Feb. 28, 2018",2.83%
"Jan. 31, 2018",2.85%
"Dec. 31, 2017",2.86%
"Nov. 30, 2017",2.86%
"Oct. 31, 2017",2.82%
"Sept. 30, 2017",2.83%
"Aug. 31, 2017",2.83%
"July 31, 2017",2.85%
"June 30, 2017",2.86%
"May 31, 2017",2.88%
"April 30, 2017",2.88%
"March 31, 2017",2.88%
"Feb. 28, 2017",2.93%
"Jan. 31, 2017",2.93%
"Dec. 31, 2016",2.95%
"Nov. 30, 2016",2.95%
"Oct. 31, 2016",2.96%
"Sept. 30, 2016",2.97%
"Aug. 31, 2016",2.97%
"July 31, 2016",2.96%
"June 30, 2016",2.97%
"May 31, 2016",2.97%
"April 30, 2016",2.97%
"March 31, 2016",2.97%
"Feb. 29, 2016",2.97%
"Jan. 31, 2016",2.97%
"Dec. 31, 2015",2.93%
"Nov. 30, 2015",2.93%
"Oct. 31, 2015",2.93%
"Sept. 30, 2015",2.96%
"Aug. 31, 2015",2.94%
"July 31, 2015",2.93%
"June 30, 2015",2.88%
"May 31, 2015",2.83%
"April 30, 2015",2.84%
"March 31, 2015",2.89%
"Feb. 28, 2015",2.95%
"Jan. 31, 2015",2.95%
"Dec. 31, 2014",2.96%
"Nov. 30, 2014",2.86%
"Oct. 31, 2014",2.83%
"Sept. 30, 2014",2.81%
"Aug. 31, 2014",2.76%
"July 31, 2014",2.76%
"June 30, 2014",2.74%
"May 31, 2014",2.73%
"April 30, 2014",2.72%
"March 31, 2014",2.72%
"Feb. 28, 2014",2.73%
"Jan. 31, 2014",2.72%
"Dec. 31, 2013",2.72%
"Nov. 30, 2013",2.72%
"Oct. 31, 2013",2.71%
"Sept. 30, 2013",2.71%
"Aug. 31, 2013",2.68%
"July 31, 2013",2.65%
"June 30, 2013",2.66%
"May 31, 2013",2.52%
"April 30, 2013",2.50%
"March 31, 2013",2.44%
"Feb. 28, 2013",2.32%
"Jan. 31, 2013",2.29%
"Dec. 31, 2012",2.31%
"Nov. 30, 2012",2.30%
"Oct. 31, 2012",2.23%
"Sept. 30, 2012",2.23%
"Aug. 31, 2012",2.26%
"July 31, 2012",2.27%
"June 30, 2012",2.27%
"May 31, 2012",2.27%
"April 30, 2012",2.14%
"March 31, 2012",2.10%
"Feb. 29, 2012",2.10%
"Jan. 31, 2012",2.12%
"Dec. 31, 2011",2.16%
"Nov. 30, 2011",2.16%
"Oct. 31, 2011",1.94%
"Sept. 30, 2011",1.73%
"Aug. 31, 2011",1.41%
"July 31, 2011",1.27%
"June 30, 2011",1.25%
"May 31, 2011",1.06%
"April 30, 2011",0.82%
"March 31, 2011",0.55%
"Feb. 28, 2011",0.41%
"Jan. 31, 2011",0.00%
"Dec. 31, 2010",0.00%
"Nov. 30, 2010",0.00%
"Oct. 31, 2010",0.00%
"Sept. 30, 2010",0.00%
"Aug. 31, 2010",0.00%
"July 31, 2010",0.00%
"June 30, 2010",0.00%
"May 31, 2010",0.00%
"April 30, 2010",0.00%
"March 31, 2010",0.00%
"Feb. 28, 2010",0.00%
"Jan. 31, 2010",0.00%
"Dec. 31, 2009",0.00%
"Nov. 30, 2009",0.00%
"Oct. 31, 2009",0.00%
