date,ebitda_margin_ttm
"Dec. 31, 2019",-3.97%
"Sept. 30, 2019",-3.72%
"June 30, 2019",-7.70%
"March 31, 2019",-2.45%
"Dec. 31, 2018",9.80%
"Sept. 30, 2018",13.94%
"June 30, 2018",12.99%
"March 31, 2018",17.13%
"Dec. 31, 2017",8.29%
"Sept. 30, 2017",8.24%
"June 30, 2017",5.72%
"March 31, 2017",16.50%
"Dec. 31, 2016",17.79%
"Sept. 30, 2016",12.26%
"June 30, 2016",13.59%
"March 31, 2016",4.98%
"Dec. 31, 2015",2.89%
"Sept. 30, 2015",-7.12%
"June 30, 2015",-7.30%
"March 31, 2015",-11.81%
"Dec. 31, 2014",-5.12%
"Sept. 30, 2014",9.93%
"June 30, 2014",9.70%
"March 31, 2014",9.86%
"Dec. 31, 2013",12.87%
"Sept. 30, 2013",9.71%
"June 30, 2013",14.79%
"March 31, 2013",28.58%
"Dec. 31, 2012",19.73%
"Sept. 30, 2012",14.58%
