date,zmijewski_score
"Dec. 31, 2019",3.341
"Sept. 30, 2019",3.488
"June 30, 2019",4.039
"March 31, 2019",2.311
"Dec. 31, 2018",0.4018
"Sept. 30, 2018",-0.3642
"June 30, 2018",-0.4676
"March 31, 2018",-1.116
"Dec. 31, 2017",0.9657
"Sept. 30, 2017",1.967
"June 30, 2017",1.421
"March 31, 2017",0.4285
"Dec. 31, 2016",0.4278
"Sept. 30, 2016",1.734
"June 30, 2016",0.7244
"March 31, 2016",3.939
"Dec. 31, 2015",4.421
"Sept. 30, 2015",5.076
"June 30, 2015",4.775
"March 31, 2015",5.539
"Dec. 31, 2014",4.688
"Sept. 30, 2014",2.126
"June 30, 2014",1.584
"March 31, 2014",1.290
"Dec. 31, 2013",1.500
"Sept. 30, 2013",2.493
"June 30, 2013",1.575
"March 31, 2013",0.3039
