date,springate_score
"Dec. 31, 2019",0.4422
"Sept. 30, 2019",0.4379
"June 30, 2019",-0.0503
"March 31, 2019",0.0015
"Dec. 31, 2018",-0.0525
"Sept. 30, 2018",-0.2953
"June 30, 2018",0.1408
"March 31, 2018",0.1332
"Dec. 31, 2017",0.1392
"Sept. 30, 2017",0.3807
"June 30, 2017",0.4031
"March 31, 2017",0.4429
"Dec. 31, 2016",0.4539
"Sept. 30, 2016",0.4833
"June 30, 2016",0.4294
"March 31, 2016",0.3506
"Dec. 31, 2015",0.3155
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",0.341
"Dec. 31, 2014",0.2772
"Sept. 30, 2014",
"June 30, 2014",
"March 31, 2014",0.5059
"Dec. 31, 2013",0.5216
"Sept. 30, 2013",
"June 30, 2013",
"March 31, 2013",0.5968
"Dec. 31, 2012",0.5636
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",0.5336
"Dec. 31, 2011",0.5442
"Sept. 30, 2011",0.5814
"June 30, 2011",0.5999
"March 31, 2011",0.6251
"Dec. 31, 2010",0.596
"Sept. 30, 2010",0.6918
"June 30, 2010",0.7742
"March 31, 2010",0.7694
"Dec. 31, 2009",0.7041
"Sept. 30, 2009",0.7229
"June 30, 2009",0.7429
"March 31, 2009",0.7664
"Dec. 31, 2008",0.8141
"Sept. 30, 2008",0.8093
"June 30, 2008",0.8354
"March 31, 2008",0.8431
"Dec. 31, 2007",0.8379
"Sept. 30, 2007",0.8368
"June 30, 2007",0.8184
"March 31, 2007",0.8147
"Dec. 31, 2006",0.7948
"Sept. 30, 2006",0.7567
"June 30, 2006",0.7466
"March 31, 2006",0.6972
"Dec. 31, 2005",0.6648
"Sept. 30, 2005",0.7586
"June 30, 2005",0.7821
"March 31, 2005",0.7615
"Dec. 31, 2004",0.6207
"Sept. 30, 2004",0.7048
"June 30, 2004",0.6957
"March 31, 2004",0.7338
"Dec. 31, 2003",0.7501
"Sept. 30, 2003",0.7586
"June 30, 2003",0.7437
"March 31, 2003",0.7861
"Dec. 31, 2002",0.7739
"Sept. 30, 2002",0.8158
"June 30, 2002",0.7947
"March 31, 2002",0.7788
"Dec. 31, 2001",0.7783
"Sept. 30, 2001",0.826
"June 30, 2001",0.8358
"March 31, 2001",0.8498
"Dec. 31, 2000",0.847
"Sept. 30, 2000",0.8287
"June 30, 2000",0.8326
"March 31, 2000",0.821
"Dec. 31, 1999",0.7717
"Sept. 30, 1999",0.7702
"June 30, 1999",0.7615
"March 31, 1999",0.761
