date,fulmer_h_score
"Dec. 31, 2019",5.781
"Sept. 30, 2019",4.695
"June 30, 2019",
"March 31, 2019",
"Dec. 31, 2018",
"Sept. 30, 2018",
"June 30, 2018",
"March 31, 2018",
"Dec. 31, 2017",
"Sept. 30, 2017",5.959
"June 30, 2017",7.082
"March 31, 2017",7.070
"Dec. 31, 2016",6.306
"Sept. 30, 2016",5.459
"June 30, 2016",5.339
"March 31, 2016",5.222
"Dec. 31, 2015",5.749
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",6.732
"Dec. 31, 2014",5.278
"Sept. 30, 2014",
"June 30, 2014",
"March 31, 2014",6.867
"Dec. 31, 2013",6.291
"Sept. 30, 2013",
"June 30, 2013",
"March 31, 2013",9.007
"Dec. 31, 2012",6.707
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",7.839
"Dec. 31, 2011",6.885
"Sept. 30, 2011",6.873
"June 30, 2011",6.804
"March 31, 2011",6.614
"Dec. 31, 2010",6.10
"Sept. 30, 2010",4.271
"June 30, 2010",4.208
"March 31, 2010",4.158
"Dec. 31, 2009",3.977
"Sept. 30, 2009",3.921
"June 30, 2009",3.860
"March 31, 2009",3.871
"Dec. 31, 2008",4.131
"Sept. 30, 2008",4.276
"June 30, 2008",4.275
"March 31, 2008",4.359
"Dec. 31, 2007",4.396
"Sept. 30, 2007",4.394
"June 30, 2007",4.420
"March 31, 2007",4.402
"Dec. 31, 2006",4.431
"Sept. 30, 2006",4.414
"June 30, 2006",4.460
"March 31, 2006",4.420
"Dec. 31, 2005",4.433
"Sept. 30, 2005",4.634
"June 30, 2005",4.701
"March 31, 2005",4.723
"Dec. 31, 2004",4.455
"Sept. 30, 2004",4.640
"June 30, 2004",4.647
"March 31, 2004",4.704
"Dec. 31, 2003",4.718
"Sept. 30, 2003",4.685
"June 30, 2003",4.600
"March 31, 2003",4.700
"Dec. 31, 2002",4.750
"Sept. 30, 2002",4.871
"June 30, 2002",4.815
"March 31, 2002",4.916
"Dec. 31, 2001",4.876
"Sept. 30, 2001",4.896
"June 30, 2001",4.87
"March 31, 2001",4.754
"Dec. 31, 2000",4.725
"Sept. 30, 2000",4.670
"June 30, 2000",4.638
"March 31, 2000",4.648
"Dec. 31, 1999",4.596
"Sept. 30, 1999",4.869
"June 30, 1999",4.529
"March 31, 1999",5.814
