date,accruals
"Dec. 31, 2019",-6.011B
"Sept. 30, 2019",-11.44B
"June 30, 2019",149.00M
"March 31, 2019",3.546B
"Dec. 31, 2018",-7.806B
"Sept. 30, 2018",-19.86B
"June 30, 2018",1.787B
"March 31, 2018",-1.459B
"Dec. 31, 2017",-14.48B
"Sept. 30, 2017",503.00M
"June 30, 2017",-1.06B
"March 31, 2017",-1.00M
"Dec. 31, 2016",-697.00M
"Sept. 30, 2016",1.065B
"June 30, 2016",6.387B
"March 31, 2016",-416.00M
"Dec. 31, 2015",-444.00M
"Sept. 30, 2015",1.745B
"June 30, 2015",-7.655B
"March 31, 2015",-19.66B
"Dec. 31, 2014",-6.312B
"Sept. 30, 2014",-2.498B
"June 30, 2014",-1.704B
"March 31, 2014",-1.962B
"Dec. 31, 2013",-8.142B
"Sept. 30, 2013",-2.04B
"June 30, 2013",-4.188B
"March 31, 2013",-1.083B
"Dec. 31, 2012",-7.242B
"Sept. 30, 2012",-2.37B
"June 30, 2012",-4.646B
"March 31, 2012",-3.432B
"Dec. 31, 2011",-5.406B
"Sept. 30, 2011",-5.859B
"June 30, 2011",-3.68B
"March 31, 2011",-4.263B
"Dec. 31, 2010",-5.114B
"Sept. 30, 2010",-7.893B
"June 30, 2010",-6.324B
"March 31, 2010",-5.149B
"Dec. 31, 2009",-7.476B
"Sept. 30, 2009",-5.90B
"June 30, 2009",-3.046B
"March 31, 2009",3.03B
"Dec. 31, 2008",-16.63B
"Sept. 30, 2008",-5.899B
"June 30, 2008",-6.093B
"March 31, 2008",-2.621B
"Dec. 31, 2007",-8.401B
"Sept. 30, 2007",-4.306B
"June 30, 2007",-8.036B
"March 31, 2007",-371.00M
"Dec. 31, 2006",-3.301B
"Sept. 30, 2006",-4.626B
"June 30, 2006",-1.749B
"March 31, 2006",-1.069B
"Dec. 31, 2005",-4.998B
"Sept. 30, 2005",-8.917B
"June 30, 2005",-2.097B
"March 31, 2005",-4.959B
"Dec. 31, 2004",-3.948B
"Sept. 30, 2004",-5.499B
"June 30, 2004",-5.376B
"March 31, 2004",-4.51B
"Dec. 31, 2003",-1.531B
"Sept. 30, 2003",-7.457B
"June 30, 2003",-4.37B
"March 31, 2003",-635.00M
"Dec. 31, 2002",-3.861B
"Sept. 30, 2002",-6.443B
"June 30, 2002",-1.355B
"March 31, 2002",-2.989B
"Dec. 31, 2001",-5.289B
"Sept. 30, 2001",-4.121B
"June 30, 2001",-7.921B
"March 31, 2001",-1.877B
"Dec. 31, 2000",-7.844B
"Sept. 30, 2000",-2.509B
"June 30, 2000",-516.00M
"March 31, 2000",914.00M
"Dec. 31, 1999",-5.374B
"Sept. 30, 1999",-3.157B
"June 30, 1999",-3.23B
"March 31, 1999",-2.115B
"Dec. 31, 1998",-4.416B
"Sept. 30, 1998",-2.665B
"June 30, 1998",-1.267B
"March 31, 1998",-1.716B
"Dec. 31, 1997",-2.279B
"Sept. 30, 1997",-141.00M
"June 30, 1997",-2.851B
"March 31, 1997",-766.00M
"Dec. 31, 1996",-4.839B
"Sept. 30, 1996",-3.34B
"June 30, 1996",-1.561B
"March 31, 1996",-831.00M
"Dec. 31, 1995",-3.78B
"Sept. 30, 1995",-1.578B
"June 30, 1995",-1.733B
"March 31, 1995",-1.282B
"Dec. 31, 1994",-5.784B
"Sept. 30, 1994",-1.861B
"June 30, 1994",-2.43B
"March 31, 1994",1.409B
"Dec. 31, 1993",-2.653B
"Sept. 30, 1993",-1.025B
"June 30, 1993",-1.029B
"March 31, 1993",-303.00M
"Dec. 31, 1992",-2.88B
"Sept. 30, 1992",-2.134B
"June 30, 1992",-559.00M
"March 31, 1992",49.00M
"Dec. 31, 1991",-5.018B
"Sept. 30, 1991",-1.173B
"June 30, 1991",654.00M
"March 31, 1991",676.00M
"Dec. 31, 1990",-1.545B
"Sept. 30, 1990",-1.971B
"June 30, 1990",-914.00M
"March 31, 1990",-303.00M
