date,market_cap
"March 19, 2020",56.38B
"March 18, 2020",57.42B
"March 17, 2020",61.60B
"March 16, 2020",57.94B
"March 13, 2020",68.30B
"March 12, 2020",62.90B
"March 11, 2020",71.43B
"March 10, 2020",77.00B
"March 9, 2020",71.43B
"March 6, 2020",82.16B
"March 5, 2020",88.10B
"March 4, 2020",95.71B
"March 3, 2020",95.09B
"March 2, 2020",97.98B
"Feb. 28, 2020",95.09B
"Feb. 27, 2020",90.81B
"Feb. 26, 2020",95.71B
"Feb. 25, 2020",98.94B
"Feb. 24, 2020",103.66B
"Feb. 21, 2020",107.07B
"Feb. 20, 2020",109.52B
"Feb. 19, 2020",110.21B
"Feb. 18, 2020",111.44B
"Feb. 14, 2020",112.14B
"Feb. 13, 2020",113.10B
"Feb. 12, 2020",115.02B
"Feb. 11, 2020",112.31B
"Feb. 10, 2020",112.84B
"Feb. 7, 2020",112.14B
"Feb. 6, 2020",113.19B
"Feb. 5, 2020",112.40B
"Feb. 4, 2020",109.95B
"Feb. 3, 2020",107.16B
"Jan. 31, 2020",108.82B
"Jan. 30, 2020",111.24B
"Jan. 29, 2020",113.08B
"Jan. 28, 2020",102.50B
"Jan. 27, 2020",99.97B
"Jan. 24, 2020",102.33B
"Jan. 23, 2020",102.85B
"Jan. 22, 2020",99.36B
"Jan. 21, 2020",101.89B
"Jan. 17, 2020",103.20B
"Jan. 16, 2020",103.46B
"Jan. 15, 2020",103.73B
"Jan. 14, 2020",105.12B
"Jan. 13, 2020",105.91B
"Jan. 10, 2020",101.98B
"Jan. 9, 2020",104.07B
"Jan. 8, 2020",104.34B
"Jan. 7, 2020",105.30B
"Jan. 6, 2020",106.08B
"Jan. 3, 2020",104.60B
"Jan. 2, 2020",104.25B
"Dec. 31, 2019",97.52B
"Dec. 30, 2019",96.77B
"Dec. 27, 2019",97.64B
"Dec. 26, 2019",98.08B
"Dec. 24, 2019",97.73B
"Dec. 23, 2019",97.47B
"Dec. 20, 2019",96.33B
"Dec. 19, 2019",96.42B
"Dec. 18, 2019",95.72B
"Dec. 17, 2019",96.94B
"Dec. 16, 2019",97.55B
"Dec. 13, 2019",99.04B
"Dec. 12, 2019",99.91B
"Dec. 11, 2019",95.81B
"Dec. 10, 2019",96.16B
"Dec. 9, 2019",95.98B
"Dec. 6, 2019",96.94B
"Dec. 5, 2019",94.23B
"Dec. 4, 2019",95.20B
"Dec. 3, 2019",95.98B
"Dec. 2, 2019",97.47B
"Nov. 29, 2019",98.43B
"Nov. 27, 2019",98.60B
"Nov. 26, 2019",99.13B
"Nov. 25, 2019",101.13B
"Nov. 22, 2019",100.87B
"Nov. 21, 2019",100.70B
"Nov. 20, 2019",99.48B
"Nov. 19, 2019",100.44B
"Nov. 18, 2019",99.91B
"Nov. 15, 2019",100.61B
"Nov. 14, 2019",98.60B
"Nov. 13, 2019",98.60B
"Nov. 12, 2019",99.74B
"Nov. 11, 2019",99.13B
"Nov. 8, 2019",100.61B
"Nov. 7, 2019",98.60B
"Nov. 6, 2019",96.24B
"Nov. 5, 2019",95.81B
"Nov. 4, 2019",95.46B
"Nov. 1, 2019",90.65B
"Oct. 31, 2019",87.16B
"Oct. 30, 2019",88.30B
"Oct. 29, 2019",79.21B
"Oct. 28, 2019",79.21B
"Oct. 25, 2019",78.60B
"Oct. 24, 2019",78.17B
"Oct. 23, 2019",79.82B
"Oct. 22, 2019",79.13B
"Oct. 21, 2019",76.77B
"Oct. 18, 2019",78.25B
"Oct. 17, 2019",78.95B
"Oct. 16, 2019",77.73B
"Oct. 15, 2019",77.64B
"Oct. 14, 2019",76.16B
"Oct. 11, 2019",76.86B
"Oct. 10, 2019",73.80B
"Oct. 9, 2019",72.93B
"Oct. 8, 2019",72.31B
"Oct. 7, 2019",74.76B
"Oct. 4, 2019",74.85B
"Oct. 3, 2019",76.07B
"Oct. 2, 2019",74.32B
"Oct. 1, 2019",75.20B
"Sept. 30, 2019",78.08B
"Sept. 27, 2019",78.89B
"Sept. 26, 2019",78.72B
"Sept. 25, 2019",79.94B
"Sept. 24, 2019",78.28B
"Sept. 23, 2019",81.51B
"Sept. 20, 2019",81.77B
"Sept. 19, 2019",82.21B
"Sept. 18, 2019",81.86B
"Sept. 17, 2019",81.69B
"Sept. 16, 2019",81.86B
"Sept. 13, 2019",81.51B
"Sept. 12, 2019",80.81B
"Sept. 11, 2019",81.69B
"Sept. 10, 2019",79.77B
"Sept. 9, 2019",78.19B
"Sept. 6, 2019",76.01B
"Sept. 5, 2019",76.89B
"Sept. 4, 2019",76.80B
"Sept. 3, 2019",72.70B
"Aug. 30, 2019",72.00B
"Aug. 29, 2019",70.78B
"Aug. 28, 2019",69.29B
"Aug. 27, 2019",69.21B
"Aug. 26, 2019",70.25B
"Aug. 23, 2019",69.55B
"Aug. 22, 2019",71.47B
"Aug. 21, 2019",71.21B
"Aug. 20, 2019",73.13B
"Aug. 19, 2019",75.66B
"Aug. 16, 2019",76.71B
"Aug. 15, 2019",69.90B
"Aug. 14, 2019",78.81B
"Aug. 13, 2019",81.60B
"Aug. 12, 2019",78.98B
"Aug. 9, 2019",79.85B
"Aug. 8, 2019",82.82B
"Aug. 7, 2019",82.56B
"Aug. 6, 2019",83.52B
"Aug. 5, 2019",84.30B
"Aug. 2, 2019",87.27B
"Aug. 1, 2019",87.97B
"July 31, 2019",91.20B
"July 30, 2019",91.81B
"July 29, 2019",90.59B
"July 26, 2019",91.72B
"July 25, 2019",91.02B
"July 24, 2019",93.21B
"July 23, 2019",92.94B
"July 22, 2019",89.10B
"July 19, 2019",87.62B
