date,gross_profit_margin
"Dec. 31, 2019",17.63%
"Sept. 30, 2019",25.82%
"June 30, 2019",24.33%
"March 31, 2019",25.41%
"Dec. 31, 2018",11.11%
"Sept. 30, 2018",23.70%
"June 30, 2018",25.42%
"March 31, 2018",24.75%
"Dec. 31, 2017",-4.54%
"Sept. 30, 2017",22.80%
"June 30, 2017",25.69%
"March 31, 2017",24.74%
"Dec. 31, 2016",14.01%
"Sept. 30, 2016",27.80%
"June 30, 2016",26.24%
"March 31, 2016",26.85%
"Dec. 31, 2015",20.98%
"Sept. 30, 2015",28.73%
"June 30, 2015",27.68%
"March 31, 2015",28.41%
"Dec. 31, 2014",-19.78%
"Sept. 30, 2014",38.02%
"June 30, 2014",37.33%
"March 31, 2014",44.47%
"Dec. 31, 2013",-305.8%
"Sept. 30, 2013",44.88%
"June 30, 2013",47.10%
"March 31, 2013",48.05%
"Dec. 31, 2012",20.45%
"Sept. 30, 2012",47.81%
"June 30, 2012",46.68%
"March 31, 2012",48.24%
"Dec. 31, 2011",3.16%
"Sept. 30, 2011",52.61%
"June 30, 2011",51.11%
"March 31, 2011",56.39%
"Dec. 31, 2010",12.88%
"Sept. 30, 2010",53.00%
"June 30, 2010",53.44%
"March 31, 2010",51.63%
"Dec. 31, 2009",48.66%
"Sept. 30, 2009",50.93%
"June 30, 2009",51.92%
"March 31, 2009",53.00%
"Dec. 31, 2008",49.40%
"Sept. 30, 2008",53.13%
"June 30, 2008",55.75%
"March 31, 2008",57.39%
"Dec. 31, 2007",55.67%
"Sept. 30, 2007",57.05%
"June 30, 2007",58.69%
"March 31, 2007",59.58%
"Dec. 31, 2006",56.60%
"Sept. 30, 2006",56.13%
"June 30, 2006",56.76%
"March 31, 2006",53.56%
"Dec. 31, 2005",60.29%
"Sept. 30, 2005",56.00%
"June 30, 2005",54.58%
"March 31, 2005",54.75%
"Dec. 31, 2004",29.29%
"Sept. 30, 2004",58.45%
"June 30, 2004",58.88%
"March 31, 2004",62.44%
"Dec. 31, 2003",2.89%
"Sept. 30, 2003",63.20%
"June 30, 2003",62.77%
"March 31, 2003",62.96%
"Dec. 31, 2002",59.44%
"Sept. 30, 2002",62.59%
"June 30, 2002",58.40%
"March 31, 2002",59.55%
"Dec. 31, 2001",62.72%
"Sept. 30, 2001",60.16%
"June 30, 2001",60.26%
"March 31, 2001",61.33%
"Dec. 31, 2000",60.84%
"Sept. 30, 2000",59.21%
"June 30, 2000",59.81%
"March 31, 2000",60.46%
"Dec. 31, 1999",57.28%
"Sept. 30, 1999",58.83%
"June 30, 1999",59.30%
"March 31, 1999",60.24%
"Dec. 31, 1998",47.41%
"Sept. 30, 1998",62.85%
"June 30, 1998",61.18%
"March 31, 1998",64.19%
"Dec. 31, 1997",53.07%
"Sept. 30, 1997",61.89%
"June 30, 1997",60.45%
"March 31, 1997",63.12%
"Dec. 31, 1996",62.54%
"Sept. 30, 1996",62.67%
"June 30, 1996",62.58%
"March 31, 1996",64.32%
"Dec. 31, 1995",58.89%
"Sept. 30, 1995",62.55%
"June 30, 1995",59.78%
"March 31, 1995",61.02%
"Dec. 31, 1994",40.60%
"Sept. 30, 1994",61.65%
"June 30, 1994",59.49%
"March 31, 1994",62.66%
"Dec. 31, 1993",33.54%
"Sept. 30, 1993",37.84%
"June 30, 1993",51.43%
"March 31, 1993",59.23%
"Dec. 31, 1992",61.68%
"Sept. 30, 1992",52.01%
"June 30, 1992",51.42%
"March 31, 1992",54.37%
"Dec. 31, 1991",43.76%
"Sept. 30, 1991",50.88%
"June 30, 1991",51.45%
"March 31, 1991",55.29%
"Dec. 31, 1990",47.19%
"Sept. 30, 1990",50.93%
"June 30, 1990",50.80%
"March 31, 1990",51.52%
"Dec. 31, 1989",47.52%
"Sept. 30, 1989",48.99%
"June 30, 1989",46.43%
