date,max_drawdown_all
"Feb. 29, 2020",85.43%
"Jan. 31, 2020",85.43%
"Dec. 31, 2019",85.43%
"Nov. 30, 2019",85.43%
"Oct. 31, 2019",85.43%
"Sept. 30, 2019",85.43%
"Aug. 31, 2019",85.43%
"July 31, 2019",85.43%
"June 30, 2019",85.43%
"May 31, 2019",85.43%
"April 30, 2019",85.43%
"March 31, 2019",85.43%
"Feb. 28, 2019",85.43%
"Jan. 31, 2019",85.43%
"Dec. 31, 2018",85.43%
"Nov. 30, 2018",85.43%
"Oct. 31, 2018",85.43%
"Sept. 30, 2018",85.43%
"Aug. 31, 2018",85.43%
"July 31, 2018",85.43%
"June 30, 2018",85.43%
"May 31, 2018",85.43%
"April 30, 2018",85.43%
"March 31, 2018",85.43%
"Feb. 28, 2018",85.43%
"Jan. 31, 2018",85.43%
"Dec. 31, 2017",85.43%
"Nov. 30, 2017",85.43%
"Oct. 31, 2017",85.43%
"Sept. 30, 2017",85.43%
"Aug. 31, 2017",85.43%
"July 31, 2017",85.43%
"June 30, 2017",85.43%
"May 31, 2017",85.43%
"April 30, 2017",85.43%
"March 31, 2017",85.43%
"Feb. 28, 2017",85.43%
"Jan. 31, 2017",85.43%
"Dec. 31, 2016",85.43%
"Nov. 30, 2016",85.43%
"Oct. 31, 2016",85.43%
"Sept. 30, 2016",85.43%
"Aug. 31, 2016",85.43%
"July 31, 2016",85.43%
"June 30, 2016",85.43%
"May 31, 2016",85.43%
"April 30, 2016",85.43%
"March 31, 2016",85.43%
"Feb. 29, 2016",85.43%
"Jan. 31, 2016",85.43%
"Dec. 31, 2015",85.43%
"Nov. 30, 2015",85.43%
"Oct. 31, 2015",85.43%
"Sept. 30, 2015",85.43%
"Aug. 31, 2015",85.43%
"July 31, 2015",85.43%
"June 30, 2015",85.43%
"May 31, 2015",85.43%
"April 30, 2015",85.43%
"March 31, 2015",85.43%
"Feb. 28, 2015",85.43%
"Jan. 31, 2015",85.43%
"Dec. 31, 2014",85.43%
"Nov. 30, 2014",85.43%
"Oct. 31, 2014",85.43%
"Sept. 30, 2014",85.43%
"Aug. 31, 2014",85.43%
"July 31, 2014",85.43%
"June 30, 2014",85.43%
"May 31, 2014",85.43%
"April 30, 2014",85.43%
"March 31, 2014",85.43%
"Feb. 28, 2014",85.43%
"Jan. 31, 2014",85.43%
"Dec. 31, 2013",85.43%
"Nov. 30, 2013",85.43%
"Oct. 31, 2013",85.43%
"Sept. 30, 2013",85.43%
"Aug. 31, 2013",85.43%
"July 31, 2013",85.43%
"June 30, 2013",85.43%
"May 31, 2013",85.43%
"April 30, 2013",85.43%
"March 31, 2013",85.43%
"Feb. 28, 2013",85.43%
"Jan. 31, 2013",85.43%
"Dec. 31, 2012",85.43%
"Nov. 30, 2012",85.43%
"Oct. 31, 2012",85.43%
"Sept. 30, 2012",85.43%
"Aug. 31, 2012",85.43%
"July 31, 2012",85.43%
"June 30, 2012",85.43%
"May 31, 2012",85.43%
"April 30, 2012",85.43%
"March 31, 2012",85.43%
"Feb. 29, 2012",85.43%
"Jan. 31, 2012",85.43%
"Dec. 31, 2011",85.43%
"Nov. 30, 2011",85.43%
"Oct. 31, 2011",85.43%
"Sept. 30, 2011",85.43%
"Aug. 31, 2011",85.43%
"July 31, 2011",85.43%
"June 30, 2011",85.43%
"May 31, 2011",85.43%
"April 30, 2011",85.43%
"March 31, 2011",85.43%
"Feb. 28, 2011",85.43%
"Jan. 31, 2011",85.43%
"Dec. 31, 2010",85.43%
"Nov. 30, 2010",85.43%
"Oct. 31, 2010",85.43%
"Sept. 30, 2010",85.43%
"Aug. 31, 2010",85.43%
"July 31, 2010",85.43%
"June 30, 2010",85.43%
"May 31, 2010",85.43%
"April 30, 2010",85.43%
"March 31, 2010",85.43%
"Feb. 28, 2010",85.43%
"Jan. 31, 2010",85.43%
"Dec. 31, 2009",85.43%
"Nov. 30, 2009",85.43%
"Oct. 31, 2009",85.43%
"Sept. 30, 2009",85.43%
"Aug. 31, 2009",85.43%
"July 31, 2009",85.43%
"June 30, 2009",85.43%
"May 31, 2009",85.43%
"April 30, 2009",85.43%
"March 31, 2009",85.43%
"Feb. 28, 2009",81.38%
"Jan. 31, 2009",74.49%
"Dec. 31, 2008",73.31%
"Nov. 30, 2008",73.31%
"Oct. 31, 2008",63.15%
"Sept. 30, 2008",61.98%
"Aug. 31, 2008",61.98%
"July 31, 2008",61.98%
"June 30, 2008",61.98%
"May 31, 2008",61.98%
"April 30, 2008",61.98%
"March 31, 2008",61.98%
"Feb. 29, 2008",61.98%
"Jan. 31, 2008",61.98%
"Dec. 31, 2007",61.98%
"Nov. 30, 2007",61.98%
"Oct. 31, 2007",61.98%
