date,sales_est_0q
"March 18, 2020",20.78B
"March 16, 2020",20.84B
"March 5, 2020",20.85B
"March 4, 2020",21.01B
"March 2, 2020",20.96B
"Feb. 28, 2020",20.88B
"Feb. 26, 2020",21.06B
"Feb. 14, 2020",21.14B
"Feb. 7, 2020",20.99B
"Feb. 3, 2020",21.14B
"Jan. 31, 2020",21.14B
"Jan. 30, 2020",21.14B
"Jan. 29, 2020",21.64B
"Jan. 17, 2020",21.22B
"Jan. 15, 2020",21.23B
"Dec. 31, 2019",25.87B
"Dec. 23, 2019",25.88B
"Dec. 20, 2019",25.93B
"Dec. 16, 2019",26.01B
"Dec. 12, 2019",26.01B
"Dec. 4, 2019",25.88B
"Dec. 3, 2019",25.98B
"Nov. 21, 2019",25.88B
"Nov. 6, 2019",25.86B
"Nov. 4, 2019",25.84B
"Nov. 1, 2019",25.58B
"Oct. 31, 2019",25.82B
"Oct. 30, 2019",26.52B
"Oct. 10, 2019",26.51B
"Oct. 9, 2019",26.49B
"Oct. 3, 2019",26.22B
"Oct. 2, 2019",32.38B
"Sept. 30, 2019",23.21B
"Sept. 13, 2019",29.13B
"Aug. 23, 2019",29.03B
"Aug. 20, 2019",29.00B
"Aug. 12, 2019",29.03B
"Aug. 2, 2019",29.06B
"Aug. 1, 2019",29.14B
"July 31, 2019",28.85B
"July 29, 2019",29.04B
"July 22, 2019",29.08B
"July 16, 2019",29.04B
"July 15, 2019",29.09B
"July 14, 2019",29.09B
"July 10, 2019",29.09B
"July 8, 2019",29.05B
"June 30, 2019",28.79B
"June 20, 2019",28.76B
"June 4, 2019",28.76B
"May 23, 2019",28.76B
"May 20, 2019",28.79B
"May 17, 2019",28.80B
"May 9, 2019",28.79B
"May 6, 2019",28.83B
"May 2, 2019",28.86B
"May 1, 2019",28.87B
"April 30, 2019",28.90B
"April 22, 2019",28.81B
"April 17, 2019",28.77B
"April 15, 2019",28.79B
"April 8, 2019",28.72B
"April 4, 2019",28.78B
"March 31, 2019",27.31B
"March 19, 2019",27.34B
"March 15, 2019",27.31B
"March 14, 2019",28.08B
"March 11, 2019",28.32B
"March 4, 2019",28.31B
"Feb. 28, 2019",28.31B
"Feb. 27, 2019",28.27B
"Feb. 26, 2019",28.11B
"Feb. 25, 2019",28.20B
"Feb. 13, 2019",28.20B
"Feb. 4, 2019",28.20B
"Feb. 1, 2019",28.14B
"Jan. 31, 2019",28.72B
"Jan. 23, 2019",28.18B
"Jan. 22, 2019",28.18B
"Jan. 11, 2019",28.26B
"Jan. 5, 2019",28.61B
"Dec. 31, 2018",32.16B
"Dec. 19, 2018",32.14B
"Dec. 14, 2018",32.14B
"Nov. 30, 2018",32.14B
"Nov. 27, 2018",32.27B
"Nov. 16, 2018",32.21B
"Nov. 13, 2018",32.28B
"Nov. 12, 2018",32.28B
"Nov. 9, 2018",32.34B
"Nov. 3, 2018",32.41B
"Nov. 2, 2018",32.64B
"Oct. 31, 2018",32.59B
"Oct. 30, 2018",32.61B
"Oct. 29, 2018",33.08B
"Oct. 17, 2018",33.14B
"Oct. 15, 2018",33.08B
"Oct. 12, 2018",33.12B
"Oct. 11, 2018",33.03B
"Oct. 10, 2018",33.12B
"Oct. 2, 2018",33.15B
"Oct. 1, 2018",33.29B
"Sept. 30, 2018",30.08B
"Sept. 28, 2018",30.28B
"Sept. 20, 2018",30.04B
"Sept. 7, 2018",30.05B
"Sept. 5, 2018",30.05B
"Aug. 31, 2018",30.03B
"Aug. 15, 2018",30.26B
"Aug. 6, 2018",30.26B
"July 30, 2018",30.13B
"July 27, 2018",30.13B
"July 26, 2018",30.36B
"July 25, 2018",30.31B
"July 24, 2018",30.43B
"July 23, 2018",30.33B
"July 22, 2018",30.18B
"July 20, 2018",29.88B
"July 16, 2018",29.85B
"July 13, 2018",30.01B
"July 12, 2018",30.06B
"July 11, 2018",30.10B
"July 2, 2018",30.27B
"June 30, 2018",29.39B
"June 27, 2018",29.28B
"May 23, 2018",29.07B
"May 22, 2018",29.08B
"April 27, 2018",29.21B
"April 26, 2018",28.82B
"April 24, 2018",28.72B
"April 23, 2018",29.09B
"April 20, 2018",29.67B
"April 17, 2018",29.87B
"April 16, 2018",29.87B
"April 13, 2018",29.88B
"April 10, 2018",29.87B
"April 5, 2018",29.87B
"March 31, 2018",27.26B
"March 13, 2018",27.49B
"Feb. 26, 2018",27.26B
"Feb. 8, 2018",27.20B
"Feb. 2, 2018",27.26B
"Jan. 30, 2018",27.51B
"Jan. 26, 2018",27.27B
"Jan. 25, 2018",27.49B
"Jan. 24, 2018",28.15B
"Jan. 23, 2018",29.24B
"Jan. 22, 2018",29.24B
"Jan. 17, 2018",29.25B
"Jan. 5, 2018",29.05B
