date,revenues_ttm
"Dec. 31, 2019",105.71B
"Sept. 30, 2019",105.98B
"June 30, 2019",106.01B
"March 31, 2019",106.34B
"Dec. 31, 2018",106.84B
"Sept. 30, 2018",92.98B
"June 30, 2018",100.25B
"March 31, 2018",100.19B
"Dec. 31, 2017",99.28B
"Sept. 30, 2017",118.89B
"June 30, 2017",117.26B
"March 31, 2017",118.51B
"Dec. 31, 2016",119.47B
"Sept. 30, 2016",119.97B
"June 30, 2016",118.80B
"March 31, 2016",116.90B
"Dec. 31, 2015",115.16B
"Sept. 30, 2015",105.00B
"June 30, 2015",109.00B
"March 31, 2015",112.47B
"Dec. 31, 2014",119.73B
"Sept. 30, 2014",103.68B
"June 30, 2014",107.13B
"March 31, 2014",110.16B
"Dec. 31, 2013",110.14B
"Sept. 30, 2013",141.71B
"June 30, 2013",141.88B
"March 31, 2013",142.93B
"Dec. 31, 2012",144.12B
"Sept. 30, 2012",138.16B
"June 30, 2012",138.05B
"March 31, 2012",137.67B
"Dec. 31, 2011",141.48B
"Sept. 30, 2011",149.36B
"June 30, 2011",149.37B
"March 31, 2011",150.68B
"Dec. 31, 2010",148.55B
"Sept. 30, 2010",148.44B
"June 30, 2010",150.86B
"March 31, 2010",153.04B
"Dec. 31, 2009",155.28B
"Sept. 30, 2009",160.62B
"June 30, 2009",170.06B
"March 31, 2009",177.79B
"Dec. 31, 2008",181.58B
"Sept. 30, 2008",184.84B
"June 30, 2008",180.11B
"March 31, 2008",175.66B
"Dec. 31, 2007",172.63B
"Sept. 30, 2007",165.12B
"June 30, 2007",160.49B
"March 31, 2007",155.85B
"Dec. 31, 2006",154.68B
"Sept. 30, 2006",142.97B
"June 30, 2006",141.46B
"March 31, 2006",140.26B
"Dec. 31, 2005",136.58B
"Sept. 30, 2005",132.84B
"June 30, 2005",134.81B
"March 31, 2005",135.05B
"Dec. 31, 2004",134.29B
"Sept. 30, 2004",124.37B
"June 30, 2004",119.43B
"March 31, 2004",116.02B
"Dec. 31, 2003",112.89B
"Sept. 30, 2003",132.74B
"June 30, 2003",132.06B
"March 31, 2003",132.02B
"Dec. 31, 2002",132.08B
"Sept. 30, 2002",131.05B
"June 30, 2002",127.80B
"March 31, 2002",126.44B
"Dec. 31, 2001",126.42B
"Sept. 30, 2001",126.92B
"June 30, 2001",129.46B
"March 31, 2001",130.35B
"Dec. 31, 2000",129.85B
"Sept. 30, 2000",127.73B
"June 30, 2000",122.91B
"March 31, 2000",117.46B
"Dec. 31, 1999",111.53B
"Sept. 30, 1999",107.78B
"June 30, 1999",104.55B
"March 31, 1999",102.07B
"Dec. 31, 1998",100.47B
"Sept. 30, 1998",96.24B
"June 30, 1998",94.07B
"March 31, 1998",91.00B
"Dec. 31, 1997",88.54B
"Sept. 30, 1997",86.51B
"June 30, 1997",84.57B
"March 31, 1997",81.61B
"Dec. 31, 1996",78.54B
"Sept. 30, 1996",75.24B
"June 30, 1996",72.53B
"March 31, 1996",71.26B
"Dec. 31, 1995",69.28B
"Sept. 30, 1995",63.04B
"June 30, 1995",61.86B
"March 31, 1995",60.24B
"Dec. 31, 1994",59.32B
"Sept. 30, 1994",63.89B
"June 30, 1994",62.60B
"March 31, 1994",61.15B
"Dec. 31, 1993",59.83B
"Sept. 30, 1993",54.52B
"June 30, 1993",54.98B
"March 31, 1993",55.61B
"Dec. 31, 1992",56.27B
"Sept. 30, 1992",61.04B
"June 30, 1992",60.19B
"March 31, 1992",59.61B
"Dec. 31, 1991",59.38B
"Sept. 30, 1991",59.00B
"June 30, 1991",58.76B
"March 31, 1991",58.37B
"Dec. 31, 1990",57.66B
"Sept. 30, 1990",56.64B
"June 30, 1990",55.42B
"March 31, 1990",54.64B
"Dec. 31, 1989",54.11B
"Sept. 30, 1989",50.43B
"June 30, 1989",46.90B
"March 31, 1989",42.72B
"Dec. 31, 1988",38.79B
"Sept. 30, 1988",38.56B
"June 30, 1988",38.66B
"March 31, 1988",38.98B
"Dec. 31, 1987",39.32B
"Sept. 30, 1987",39.55B
"June 30, 1987",39.42B
"March 31, 1987",37.65B
"Dec. 31, 1986",35.22B
"Sept. 30, 1986",31.67B
"June 30, 1986",28.92B
"March 31, 1986",27.96B
"Dec. 31, 1985",28.28B
"Sept. 30, 1985",27.53B
"June 30, 1985",27.74B
"March 31, 1985",27.56B
"Dec. 31, 1984",27.95B
