date,price_target_upside
"March 19, 2020",91.09%
"March 18, 2020",88.50%
"March 17, 2020",77.38%
"March 16, 2020",92.99%
"March 13, 2020",65.98%
"March 12, 2020",80.21%
"March 11, 2020",60.13%
"March 10, 2020",49.88%
"March 9, 2020",65.15%
"March 6, 2020",44.24%
"March 5, 2020",34.51%
"March 4, 2020",26.51%
"March 3, 2020",27.32%
"March 2, 2020",23.58%
"Feb. 28, 2020",25.16%
"Feb. 27, 2020",31.06%
"Feb. 26, 2020",24.36%
"Feb. 25, 2020",20.30%
"Feb. 24, 2020",14.82%
"Feb. 21, 2020",11.16%
"Feb. 20, 2020",8.68%
"Feb. 19, 2020",7.99%
"Feb. 18, 2020",6.81%
"Feb. 14, 2020",5.68%
"Feb. 13, 2020",4.33%
"Feb. 12, 2020",2.58%
"Feb. 11, 2020",5.06%
"Feb. 10, 2020",4.57%
"Feb. 7, 2020",5.22%
"Feb. 6, 2020",1.52%
"Feb. 5, 2020",2.23%
"Feb. 4, 2020",4.51%
"Feb. 3, 2020",7.24%
"Jan. 31, 2020",5.60%
"Jan. 30, 2020",2.35%
"Jan. 29, 2020",-4.54%
"Jan. 28, 2020",1.80%
"Jan. 27, 2020",4.38%
"Jan. 24, 2020",1.97%
"Jan. 23, 2020",1.45%
"Jan. 22, 2020",3.47%
"Jan. 21, 2020",1.40%
"Jan. 17, 2020",-0.03%
"Jan. 16, 2020",-0.29%
"Jan. 15, 2020",-0.54%
"Jan. 14, 2020",-1.86%
"Jan. 13, 2020",-2.59%
"Jan. 10, 2020",1.16%
"Jan. 9, 2020",-0.87%
"Jan. 8, 2020",-1.12%
"Jan. 7, 2020",-2.03%
"Jan. 6, 2020",-3.72%
"Jan. 3, 2020",-2.35%
"Jan. 2, 2020",-2.03%
"Dec. 31, 2019",4.73%
"Dec. 30, 2019",5.49%
"Dec. 27, 2019",4.55%
"Dec. 26, 2019",4.08%
"Dec. 24, 2019",4.45%
"Dec. 23, 2019",4.73%
"Dec. 20, 2019",3.83%
"Dec. 19, 2019",3.74%
"Dec. 18, 2019",4.50%
"Dec. 17, 2019",3.18%
"Dec. 16, 2019",2.53%
"Dec. 13, 2019",1.00%
"Dec. 12, 2019",0.11%
"Dec. 11, 2019",3.06%
"Dec. 10, 2019",2.69%
"Dec. 9, 2019",2.87%
"Dec. 6, 2019",1.85%
"Dec. 5, 2019",4.24%
"Dec. 4, 2019",3.18%
"Dec. 3, 2019",1.80%
"Dec. 2, 2019",0.31%
"Nov. 29, 2019",-0.67%
"Nov. 27, 2019",-0.85%
"Nov. 26, 2019",-1.37%
"Nov. 25, 2019",-3.33%
"Nov. 22, 2019",-3.64%
"Nov. 21, 2019",-3.47%
"Nov. 20, 2019",-2.29%
"Nov. 19, 2019",-3.22%
"Nov. 18, 2019",-2.71%
"Nov. 15, 2019",-3.39%
"Nov. 14, 2019",-1.42%
"Nov. 13, 2019",-1.42%
"Nov. 12, 2019",-2.54%
"Nov. 11, 2019",-1.94%
"Nov. 8, 2019",-3.39%
"Nov. 7, 2019",-1.94%
"Nov. 6, 2019",-0.07%
"Nov. 5, 2019",0.38%
"Nov. 4, 2019",0.21%
"Nov. 1, 2019",4.95%
"Oct. 31, 2019",9.16%
"Oct. 30, 2019",7.76%
"Oct. 29, 2019",18.81%
"Oct. 28, 2019",18.81%
"Oct. 25, 2019",19.74%
"Oct. 24, 2019",20.41%
"Oct. 23, 2019",17.90%
"Oct. 22, 2019",18.95%
"Oct. 21, 2019",22.60%
"Oct. 18, 2019",20.27%
"Oct. 17, 2019",19.21%
"Oct. 16, 2019",21.08%
"Oct. 15, 2019",21.22%
"Oct. 14, 2019",23.58%
"Oct. 11, 2019",22.46%
"Oct. 10, 2019",27.53%
"Oct. 9, 2019",30.47%
"Oct. 8, 2019",31.57%
"Oct. 7, 2019",27.27%
"Oct. 4, 2019",27.12%
"Oct. 3, 2019",25.08%
"Oct. 2, 2019",29.40%
"Oct. 1, 2019",27.90%
"Sept. 30, 2019",23.17%
"Sept. 27, 2019",21.81%
"Sept. 26, 2019",22.08%
"Sept. 25, 2019",20.22%
"Sept. 24, 2019",22.76%
"Sept. 23, 2019",17.90%
"Sept. 20, 2019",17.52%
"Sept. 19, 2019",16.90%
"Sept. 18, 2019",17.40%
"Sept. 17, 2019",17.65%
"Sept. 16, 2019",17.40%
"Sept. 13, 2019",17.90%
"Sept. 12, 2019",18.92%
"Sept. 11, 2019",17.18%
"Sept. 10, 2019",20.00%
"Sept. 9, 2019",22.41%
"Sept. 6, 2019",27.27%
"Sept. 5, 2019",25.83%
"Sept. 4, 2019",25.47%
"Sept. 3, 2019",33.33%
"Aug. 30, 2019",32.28%
"Aug. 29, 2019",39.64%
"Aug. 28, 2019",42.63%
"Aug. 27, 2019",42.81%
"Aug. 26, 2019",40.68%
"Aug. 23, 2019",42.10%
"Aug. 22, 2019",38.28%
"Aug. 21, 2019",38.79%
"Aug. 20, 2019",35.14%
"Aug. 19, 2019",30.62%
"Aug. 16, 2019",28.84%
"Aug. 15, 2019",41.73%
"Aug. 14, 2019",25.72%
"Aug. 13, 2019",21.42%
"Aug. 12, 2019",25.45%
"Aug. 9, 2019",24.72%
"Aug. 8, 2019",20.25%
"Aug. 7, 2019",20.63%
"Aug. 6, 2019",19.25%
"Aug. 5, 2019",18.13%
"Aug. 2, 2019",14.12%
"Aug. 1, 2019",12.85%
"July 31, 2019",9.21%
"July 30, 2019",7.89%
