date,cash_investing_ttm
"Dec. 31, 2019",8.939B
"Sept. 30, 2019",11.69B
"June 30, 2019",16.17B
"March 31, 2019",22.29B
"Dec. 31, 2018",18.28B
"Sept. 30, 2018",14.27B
"June 30, 2018",8.507B
"March 31, 2018",2.104B
"Dec. 31, 2017",5.379B
"Sept. 30, 2017",10.38B
"June 30, 2017",19.68B
"March 31, 2017",20.06B
"Dec. 31, 2016",49.14B
"Sept. 30, 2016",41.22B
"June 30, 2016",74.71B
"March 31, 2016",87.43B
"Dec. 31, 2015",59.49B
"Sept. 30, 2015",56.66B
"June 30, 2015",11.63B
"March 31, 2015",-2.987B
"Dec. 31, 2014",-5.034B
"Sept. 30, 2014",-4.824B
"June 30, 2014",-7.946B
"March 31, 2014",-576.00M
"Dec. 31, 2013",29.12B
"Sept. 30, 2013",30.79B
"June 30, 2013",43.61B
"March 31, 2013",37.47B
"Dec. 31, 2012",11.30B
"Sept. 30, 2012",10.00B
"June 30, 2012",3.746B
"March 31, 2012",7.916B
"Dec. 31, 2011",19.88B
"Sept. 30, 2011",20.31B
"June 30, 2011",25.48B
"March 31, 2011",30.71B
"Dec. 31, 2010",32.44B
"Sept. 30, 2010",41.88B
"June 30, 2010",42.91B
"March 31, 2010",45.34B
"Dec. 31, 2009",42.38B
"Sept. 30, 2009",52.40B
"June 30, 2009",32.89B
"March 31, 2009",2.957B
"Dec. 31, 2008",-34.77B
"Sept. 30, 2008",-80.16B
"June 30, 2008",-80.20B
"March 31, 2008",-84.01B
"Dec. 31, 2007",-69.50B
"Sept. 30, 2007",-59.24B
"June 30, 2007",-62.98B
"March 31, 2007",-53.46B
"Dec. 31, 2006",-52.65B
"Sept. 30, 2006",-48.81B
"June 30, 2006",-46.36B
"March 31, 2006",-34.30B
"Dec. 31, 2005",-35.10B
"Sept. 30, 2005",-33.98B
"June 30, 2005",-27.96B
"March 31, 2005",-35.93B
"Dec. 31, 2004",-38.42B
"Sept. 30, 2004",-31.47B
"June 30, 2004",-15.27B
"March 31, 2004",-26.91B
"Dec. 31, 2003",-21.84B
"Sept. 30, 2003",-36.94B
"June 30, 2003",-58.21B
"March 31, 2003",-56.64B
"Dec. 31, 2002",-61.23B
"Sept. 30, 2002",-59.67B
"June 30, 2002",-56.63B
"March 31, 2002",-47.54B
"Dec. 31, 2001",-40.81B
"Sept. 30, 2001",-35.32B
"June 30, 2001",-38.18B
"March 31, 2001",-39.61B
"Dec. 31, 2000",-37.70B
"Sept. 30, 2000",-43.76B
"June 30, 2000",-38.07B
"March 31, 2000",-36.44B
"Dec. 31, 1999",-42.18B
"Sept. 30, 1999",-38.32B
"June 30, 1999",-42.88B
"March 31, 1999",-42.04B
"Dec. 31, 1998",-40.13B
"Sept. 30, 1998",-32.66B
"June 30, 1998",-25.15B
"March 31, 1998",-21.28B
"Dec. 31, 1997",-18.28B
"Sept. 30, 1997",-16.83B
"June 30, 1997",-19.39B
"March 31, 1997",-18.75B
"Dec. 31, 1996",-20.21B
"Sept. 30, 1996",-22.71B
"June 30, 1996",-22.03B
"March 31, 1996",-22.79B
"Dec. 31, 1995",-25.22B
"Sept. 30, 1995",-22.71B
"June 30, 1995",-22.77B
"March 31, 1995",-20.13B
"Dec. 31, 1994",-16.41B
"Sept. 30, 1994",-18.51B
"June 30, 1994",-17.81B
"March 31, 1994",-18.26B
"Dec. 31, 1993",-15.59B
"Sept. 30, 1993",-13.28B
"June 30, 1993",-11.97B
"March 31, 1993",-12.16B
"Dec. 31, 1992",-13.55B
"Sept. 30, 1992",-12.79B
"June 30, 1992",-13.55B
"March 31, 1992",-13.55B
"Dec. 31, 1991",-16.36B
"Sept. 30, 1991",-14.49B
"June 30, 1991",-15.45B
"March 31, 1991",-16.15B
"Dec. 31, 1990",-15.91B
