date,long_term_debt
"Dec. 31, 2019",68.81B
"Sept. 30, 2019",76.20B
"June 30, 2019",90.16B
"March 31, 2019",91.57B
"Dec. 31, 2018",90.82B
"Sept. 30, 2018",99.76B
"June 30, 2018",101.15B
"March 31, 2018",106.11B
"Dec. 31, 2017",109.93B
"Sept. 30, 2017",108.04B
"June 30, 2017",103.83B
"March 31, 2017",99.82B
"Dec. 31, 2016",105.18B
"Sept. 30, 2016",116.02B
"June 30, 2016",123.32B
"March 31, 2016",133.52B
"Dec. 31, 2015",146.82B
"Sept. 30, 2015",194.30B
"June 30, 2015",199.44B
"March 31, 2015",213.08B
"Dec. 31, 2014",190.23B
"Sept. 30, 2014",235.25B
"June 30, 2014",238.53B
"March 31, 2014",239.84B
"Dec. 31, 2013",242.74B
"Sept. 30, 2013",249.74B
"June 30, 2013",254.46B
"March 31, 2013",255.70B
"Dec. 31, 2012",258.50B
"Sept. 30, 2012",257.33B
"June 30, 2012",251.78B
"March 31, 2012",253.53B
"Dec. 31, 2011",262.00B
"Sept. 30, 2011",285.62B
"June 30, 2011",295.34B
"March 31, 2011",307.01B
"Dec. 31, 2010",323.34B
"Sept. 30, 2010",307.52B
"June 30, 2010",298.70B
"March 31, 2010",317.61B
"Dec. 31, 2009",337.63B
"Sept. 30, 2009",358.09B
"June 30, 2009",339.42B
"March 31, 2009",327.66B
"Dec. 31, 2008",322.85B
"Sept. 30, 2008",329.92B
"June 30, 2008",351.26B
"March 31, 2008",346.68B
"Dec. 31, 2007",319.01B
"Sept. 30, 2007",311.22B
"June 30, 2007",282.79B
"March 31, 2007",275.07B
"Dec. 31, 2006",260.75B
"Sept. 30, 2006",242.93B
"June 30, 2006",236.94B
"March 31, 2006",222.97B
"Dec. 31, 2005",212.28B
"Sept. 30, 2005",217.60B
"June 30, 2005",219.61B
"March 31, 2005",212.93B
"Dec. 31, 2004",207.87B
"Sept. 30, 2004",186.34B
"June 30, 2004",175.66B
"March 31, 2004",169.47B
"Dec. 31, 2003",172.31B
"Sept. 30, 2003",162.91B
"June 30, 2003",169.00B
"March 31, 2003",155.70B
"Dec. 31, 2002",140.63B
"Sept. 30, 2002",134.04B
"June 30, 2002",125.21B
"March 31, 2002",93.88B
"Dec. 31, 2001",79.81B
"Sept. 30, 2001",81.04B
"June 30, 2001",78.64B
"March 31, 2001",80.24B
"Dec. 31, 2000",82.13B
"Sept. 30, 2000",75.81B
"June 30, 2000",77.60B
"March 31, 2000",73.41B
"Dec. 31, 1999",71.43B
"Sept. 30, 1999",66.34B
"June 30, 1999",60.85B
"March 31, 1999",60.50B
"Dec. 31, 1998",59.66B
"Sept. 30, 1998",57.44B
"June 30, 1998",48.76B
"March 31, 1998",43.78B
"Dec. 31, 1997",46.60B
"Sept. 30, 1997",47.50B
"June 30, 1997",46.79B
"March 31, 1997",46.36B
"Dec. 31, 1996",49.25B
"Sept. 30, 1996",48.80B
"June 30, 1996",49.78B
"March 31, 1996",52.31B
"Dec. 31, 1995",51.03B
"Sept. 30, 1995",49.85B
"June 30, 1995",48.01B
"March 31, 1995",45.57B
"Dec. 31, 1994",36.98B
"Sept. 30, 1994",35.81B
"June 30, 1994",32.63B
"March 31, 1994",29.33B
"Dec. 31, 1993",28.27B
"Sept. 30, 1993",28.23B
"June 30, 1993",9.312B
"March 31, 1993",25.17B
"Dec. 31, 1992",25.38B
"Sept. 30, 1992",24.37B
"June 30, 1992",25.02B
"March 31, 1992",23.89B
"Dec. 31, 1991",22.68B
"Sept. 30, 1991",23.34B
"June 30, 1991",23.01B
"March 31, 1991",22.28B
"Dec. 31, 1990",21.04B
"Sept. 30, 1990",18.46B
"June 30, 1990",16.17B
"March 31, 1990",15.75B
"Dec. 31, 1989",16.11B
"Sept. 30, 1989",15.92B
"June 30, 1989",15.44B
"Dec. 31, 1988",15.08B
"Dec. 31, 1987",4.491B
"Dec. 31, 1986",4.351B
"Dec. 31, 1985",753.00M
"Dec. 31, 1984",753.00M
