date,revenues_per_share
"Dec. 31, 2019",3.014
"Sept. 30, 2019",2.679
"June 30, 2019",3.305
"March 31, 2019",3.127
"Dec. 31, 2018",3.052
"Sept. 30, 2018",2.692
"June 30, 2018",3.352
"March 31, 2018",3.196
"Dec. 31, 2017",1.456
"Sept. 30, 2017",3.512
"June 30, 2017",3.322
"March 31, 2017",3.051
"Dec. 31, 2016",3.617
"Sept. 30, 2016",3.221
"June 30, 2016",3.303
"March 31, 2016",2.967
"Dec. 31, 2015",3.339
"Sept. 30, 2015",2.738
"June 30, 2015",2.800
"March 31, 2015",2.592
"Dec. 31, 2014",2.232
"Sept. 30, 2014",3.147
"June 30, 2014",3.158
"March 31, 2014",3.295
"Dec. 31, 2013",0.6252
"Sept. 30, 2013",3.418
"June 30, 2013",3.384
"March 31, 2013",3.194
"Dec. 31, 2012",3.636
"Sept. 30, 2012",3.356
"June 30, 2012",3.393
"March 31, 2012",3.254
"Dec. 31, 2011",3.034
"Sept. 30, 2011",3.334
"June 30, 2011",3.348
"March 31, 2011",3.602
"Dec. 31, 2010",3.744
"Sept. 30, 2010",3.314
"June 30, 2010",3.451
"March 31, 2010",3.393
"Dec. 31, 2009",3.747
"Sept. 30, 2009",3.553
"June 30, 2009",3.686
"March 31, 2009",3.639
"Dec. 31, 2008",4.343
"Sept. 30, 2008",4.738
"June 30, 2008",4.704
"March 31, 2008",4.220
"Dec. 31, 2007",4.818
"Sept. 30, 2007",4.162
"June 30, 2007",4.114
"March 31, 2007",3.800
"Dec. 31, 2006",3.971
"Sept. 30, 2006",3.66
"June 30, 2006",3.629
"March 31, 2006",3.642
"Dec. 31, 2005",2.781
"Sept. 30, 2005",3.424
"June 30, 2005",3.431
"March 31, 2005",3.242
"Dec. 31, 2004",2.417
"Sept. 30, 2004",3.613
"June 30, 2004",3.526
"March 31, 2004",3.298
"Dec. 31, 2003",1.55
"Sept. 30, 2003",3.311
"June 30, 2003",3.315
"March 31, 2003",3.032
"Dec. 31, 2002",3.539
"Sept. 30, 2002",3.266
"June 30, 2002",3.324
"March 31, 2002",3.042
"Dec. 31, 2001",3.438
"Sept. 30, 2001",2.934
"June 30, 2001",3.177
"March 31, 2001",3.029
"Dec. 31, 2000",3.471
"Sept. 30, 2000",3.180
"June 30, 2000",3.268
"March 31, 2000",2.990
"Dec. 31, 1999",3.281
"Sept. 30, 1999",2.720
"June 30, 1999",2.743
"March 31, 1999",2.410
"Dec. 31, 1998",2.910
"Sept. 30, 1998",2.415
"June 30, 1998",2.544
"March 31, 1998",2.257
"Dec. 31, 1997",2.479
"Sept. 30, 1997",2.165
"June 30, 1997",2.224
"March 31, 1997",2.027
"Dec. 31, 1996",2.088
"Sept. 30, 1996",1.999
"June 30, 1996",1.882
"March 31, 1996",1.674
"Dec. 31, 1995",1.887
"Sept. 30, 1995",1.704
"June 30, 1995",1.736
"March 31, 1995",1.525
"Dec. 31, 1994",1.260
"Sept. 30, 1994",1.517
"June 30, 1994",1.579
"March 31, 1994",1.313
"Dec. 31, 1993",1.702
"Sept. 30, 1993",1.460
"June 30, 1993",1.529
"March 31, 1993",1.314
"Dec. 31, 1992",1.219
"Sept. 30, 1992",1.500
"June 30, 1992",1.499
"March 31, 1992",1.263
"Dec. 31, 1991",1.760
"Sept. 30, 1991",1.371
"June 30, 1991",1.420
"March 31, 1991",1.315
"Dec. 31, 1990",1.650
"Sept. 30, 1990",1.369
"June 30, 1990",1.306
"March 31, 1990",1.178
"Dec. 31, 1989",1.346
"Sept. 30, 1989",1.222
"June 30, 1989",1.244
"March 31, 1989",1.097
"Dec. 31, 1988",1.132
"Sept. 30, 1988",0.858
"June 30, 1988",0.8524
"March 31, 1988",0.7253
"Dec. 31, 1987",1.110
"Sept. 30, 1987",0.8565
"June 30, 1987",0.8728
"March 31, 1987",0.7572
"Dec. 31, 1986",1.12
"Sept. 30, 1986",0.8458
"June 30, 1986",0.7111
"March 31, 1986",0.5368
"Dec. 31, 1985",0.7965
"Sept. 30, 1985",0.5957
"June 30, 1985",0.6259
"March 31, 1985",0.567
"Dec. 31, 1984",0.73
"Sept. 30, 1984",0.6178
"June 30, 1984",0.6128
"March 31, 1984",0.6053
