date,assets
"Dec. 31, 2019",266.05B
"Sept. 30, 2019",263.01B
"June 30, 2019",312.11B
"March 31, 2019",315.08B
"Dec. 31, 2018",311.07B
"Sept. 30, 2018",311.69B
"June 30, 2018",342.77B
"March 31, 2018",358.11B
"Dec. 31, 2017",369.24B
"Sept. 30, 2017",378.04B
"June 30, 2017",355.47B
"March 31, 2017",351.64B
"Dec. 31, 2016",365.18B
"Sept. 30, 2016",387.69B
"June 30, 2016",401.46B
"March 31, 2016",462.19B
"Dec. 31, 2015",493.07B
"Sept. 30, 2015",581.31B
"June 30, 2015",610.93B
"March 31, 2015",617.63B
"Dec. 31, 2014",654.95B
"Sept. 30, 2014",650.02B
"June 30, 2014",651.87B
"March 31, 2014",652.25B
"Dec. 31, 2013",656.56B
"Sept. 30, 2013",661.44B
"June 30, 2013",660.54B
"March 31, 2013",670.69B
"Dec. 31, 2012",685.00B
"Sept. 30, 2012",698.88B
"June 30, 2012",694.12B
"March 31, 2012",707.72B
"Dec. 31, 2011",718.19B
"Sept. 30, 2011",737.70B
"June 30, 2011",739.13B
"March 31, 2011",727.84B
"Dec. 31, 2010",747.79B
"Sept. 30, 2010",758.82B
"June 30, 2010",749.93B
"March 31, 2010",777.36B
"Dec. 31, 2009",781.90B
"Sept. 30, 2009",787.85B
"June 30, 2009",778.17B
"March 31, 2009",760.81B
"Dec. 31, 2008",797.77B
"Sept. 30, 2008",829.55B
"June 30, 2008",846.99B
"March 31, 2008",833.89B
"Dec. 31, 2007",795.68B
"Sept. 30, 2007",761.71B
"June 30, 2007",738.53B
"March 31, 2007",714.08B
"Dec. 31, 2006",696.68B
"Sept. 30, 2006",682.10B
"June 30, 2006",662.42B
"March 31, 2006",674.82B
"Dec. 31, 2005",673.32B
"Sept. 30, 2005",662.67B
"June 30, 2005",740.36B
"March 31, 2005",752.22B
"Dec. 31, 2004",750.51B
"Sept. 30, 2004",704.62B
"June 30, 2004",697.08B
"March 31, 2004",662.11B
"Dec. 31, 2003",647.64B
"Sept. 30, 2003",626.93B
"June 30, 2003",614.86B
"March 31, 2003",583.63B
"Dec. 31, 2002",575.24B
"Sept. 30, 2002",555.52B
"June 30, 2002",540.89B
"March 31, 2002",500.74B
"Dec. 31, 2001",495.02B
"Sept. 30, 2001",460.10B
"June 30, 2001",445.35B
"March 31, 2001",437.98B
"Dec. 31, 2000",437.01B
"Sept. 30, 2000",431.14B
"June 30, 2000",424.04B
"March 31, 2000",421.64B
"Dec. 31, 1999",405.20B
"Sept. 30, 1999",380.22B
"June 30, 1999",368.38B
"March 31, 1999",361.74B
"Dec. 31, 1998",355.94B
"Sept. 30, 1998",334.58B
"June 30, 1998",318.88B
"March 31, 1998",309.75B
"Dec. 31, 1997",304.01B
"Sept. 30, 1997",285.35B
"June 30, 1997",278.90B
"March 31, 1997",270.07B
"Dec. 31, 1996",272.40B
"Sept. 30, 1996",249.18B
"June 30, 1996",242.08B
"March 31, 1996",230.21B
"Dec. 31, 1995",228.04B
"Sept. 30, 1995",214.93B
"June 30, 1995",205.00B
"March 31, 1995",198.02B
"Dec. 31, 1994",194.48B
"Sept. 30, 1994",254.87B
"June 30, 1994",261.90B
"March 31, 1994",270.09B
"Dec. 31, 1993",251.51B
"Sept. 30, 1993",233.23B
"June 30, 1993",226.97B
"March 31, 1993",216.88B
"Dec. 31, 1992",192.88B
"Sept. 30, 1992",201.51B
"June 30, 1992",189.52B
"March 31, 1992",183.91B
"Dec. 31, 1991",168.26B
"Sept. 30, 1991",169.47B
"June 30, 1991",157.65B
"March 31, 1991",157.45B
"Dec. 31, 1990",153.88B
"Sept. 30, 1990",144.08B
"June 30, 1990",135.41B
"March 31, 1990",128.10B
"Dec. 31, 1989",128.34B
"Sept. 30, 1989",124.43B
"June 30, 1989",120.76B
"Dec. 31, 1988",110.86B
"Dec. 31, 1987",38.92B
"Dec. 31, 1986",34.59B
"Dec. 31, 1985",26.43B
"Dec. 31, 1984",24.73B
