date,graham_number
"Sept. 30, 2017",11.15
"June 30, 2017",11.61
"March 31, 2017",13.18
"Dec. 31, 2016",13.25
"Sept. 30, 2016",15.48
"June 30, 2016",15.87
"March 31, 2016",12.93
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",20.81
"Sept. 30, 2014",20.65
"June 30, 2014",20.29
"March 31, 2014",19.76
"Dec. 31, 2013",19.93
"Sept. 30, 2013",19.05
"June 30, 2013",19.12
"March 31, 2013",18.99
"Dec. 31, 2012",18.52
"Sept. 30, 2012",18.20
"June 30, 2012",17.16
"March 31, 2012",17.56
"Dec. 31, 2011",17.46
"Sept. 30, 2011",18.57
"June 30, 2011",18.51
"March 31, 2011",17.66
"Dec. 31, 2010",16.27
"Sept. 30, 2010",14.90
"June 30, 2010",15.17
"March 31, 2010",15.03
"Dec. 31, 2009",15.89
"Sept. 30, 2009",16.45
"June 30, 2009",17.50
"March 31, 2009",18.24
"Dec. 31, 2008",20.17
"Sept. 30, 2008",22.70
"June 30, 2008",23.94
"March 31, 2008",23.73
"Dec. 31, 2007",23.71
"Sept. 30, 2007",23.08
"June 30, 2007",22.95
"March 31, 2007",22.40
"Dec. 31, 2006",22.04
"Sept. 30, 2006",20.27
"June 30, 2006",19.84
"March 31, 2006",19.41
"Dec. 31, 2005",19.25
"Sept. 30, 2005",20.87
"June 30, 2005",20.43
"March 31, 2005",20.00
"Dec. 31, 2004",19.58
"Sept. 30, 2004",18.26
"June 30, 2004",17.84
"March 31, 2004",17.13
"Dec. 31, 2003",16.34
"Sept. 30, 2003",14.81
"June 30, 2003",15.04
"March 31, 2003",14.77
"Dec. 31, 2002",14.22
"Sept. 30, 2002",14.53
"June 30, 2002",13.73
"March 31, 2002",13.08
"Dec. 31, 2001",13.09
"Sept. 30, 2001",12.76
"June 30, 2001",12.55
"March 31, 2001",12.15
"Dec. 31, 2000",12.10
"Sept. 30, 2000",11.55
"June 30, 2000",11.10
"March 31, 2000",10.65
"Dec. 31, 1999",10.23
"Sept. 30, 1999",9.727
"June 30, 1999",9.495
"March 31, 1999",9.254
"Dec. 31, 1998",9.149
"Sept. 30, 1998",8.774
"June 30, 1998",8.460
"March 31, 1998",8.206
"Dec. 31, 1997",8.067
"Sept. 30, 1997",7.807
"June 30, 1997",7.474
"March 31, 1997",7.191
"Dec. 31, 1996",7.145
"Sept. 30, 1996",6.912
"June 30, 1996",6.723
"March 31, 1996",6.59
"Dec. 31, 1995",6.578
"Sept. 30, 1995",5.799
"June 30, 1995",5.672
"March 31, 1995",5.427
"Dec. 31, 1994",5.116
"Sept. 30, 1994",5.587
"June 30, 1994",5.479
"March 31, 1994",5.325
"Dec. 31, 1993",5.474
"Sept. 30, 1993",5.219
"June 30, 1993",5.105
"March 31, 1993",5.004
"Dec. 31, 1992",4.861
"Sept. 30, 1992",3.739
"June 30, 1992",3.624
"March 31, 1992",3.502
"Dec. 31, 1991",3.496
"Sept. 30, 1991",4.412
"June 30, 1991",4.541
"March 31, 1991",4.444
"Dec. 31, 1990",4.367
"Sept. 30, 1990",4.185
"June 30, 1990",4.103
"March 31, 1990",4.006
"Dec. 31, 1989",3.946
