Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/06/2020,03/09/2020,04/27/2020,02/15/2020,Normal,0.01
12/20/2019,12/23/2019,01/27/2020,12/06/2019,Normal,0.01
09/13/2019,09/16/2019,10/25/2019,09/06/2019,Normal,0.01
06/28/2019,07/01/2019,07/25/2019,06/21/2019,Normal,0.01
03/08/2019,03/11/2019,04/25/2019,02/18/2019,Normal,0.01
12/19/2018,12/20/2018,01/25/2019,12/07/2018,Normal,0.01
09/14/2018,09/17/2018,10/25/2018,09/07/2018,Normal,0.12
06/15/2018,06/18/2018,07/25/2018,06/08/2018,Normal,0.12
02/23/2018,02/26/2018,04/25/2018,02/12/2018,Normal,0.12
12/26/2017,12/27/2017,01/25/2018,12/08/2017,Normal,0.12
09/15/2017,09/18/2017,10/25/2017,09/07/2017,Normal,0.24
06/15/2017,06/19/2017,07/25/2017,06/09/2017,Normal,0.24
02/23/2017,02/27/2017,04/25/2017,02/10/2017,Normal,0.24
12/22/2016,12/27/2016,01/25/2017,12/09/2016,Normal,0.24
09/15/2016,09/19/2016,10/25/2016,09/09/2016,Normal,0.23
06/16/2016,06/20/2016,07/25/2016,06/10/2016,Normal,0.23
02/25/2016,02/29/2016,04/25/2016,02/12/2016,Normal,0.23
12/17/2015,12/21/2015,01/25/2016,12/11/2015,Normal,0.23
09/17/2015,09/21/2015,10/26/2015,09/11/2015,Normal,0.23
06/18/2015,06/22/2015,07/27/2015,06/05/2015,Normal,0.23
02/19/2015,02/23/2015,04/27/2015,02/09/2015,Normal,0.23
12/18/2014,12/22/2014,01/26/2015,12/12/2014,Normal,0.23
09/18/2014,09/22/2014,10/27/2014,09/05/2014,Normal,0.22
06/19/2014,06/23/2014,07/25/2014,06/06/2014,Normal,0.22
02/20/2014,02/24/2014,04/25/2014,02/07/2014,Normal,0.22
12/19/2013,12/23/2013,01/27/2014,12/13/2013,Normal,0.22
09/19/2013,09/23/2013,10/25/2013,09/13/2013,Normal,0.19
06/20/2013,06/24/2013,07/25/2013,06/14/2013,Normal,0.19
02/21/2013,02/25/2013,04/25/2013,02/15/2013,Normal,0.19
12/20/2012,12/24/2012,01/25/2013,12/14/2012,Normal,0.19
09/20/2012,09/24/2012,10/25/2012,09/08/2012,Normal,0.17
06/21/2012,06/25/2012,07/25/2012,06/09/2012,Normal,0.17
02/23/2012,02/27/2012,04/25/2012,02/11/2012,Normal,0.17
12/22/2011,12/27/2011,01/25/2012,12/10/2011,Normal,0.17
09/15/2011,09/19/2011,10/25/2011,09/05/2011,Normal,0.15
06/16/2011,06/20/2011,07/25/2011,04/22/2011,Normal,0.15
02/24/2011,02/28/2011,04/25/2011,02/12/2011,Normal,0.14
12/22/2010,12/27/2010,01/25/2011,12/11/2010,Normal,0.14
09/16/2010,09/20/2010,10/25/2010,07/23/2010,Normal,0.12
06/17/2010,06/21/2010,07/26/2010,06/12/2010,Normal,0.10
02/25/2010,03/01/2010,04/26/2010,02/15/2010,Normal,0.10
12/23/2009,12/28/2009,01/25/2010,12/16/2009,Normal,0.10
09/17/2009,09/21/2009,10/26/2009,09/07/2009,Normal,0.10
06/18/2009,06/22/2009,07/27/2009,06/15/2009,Normal,0.10
02/19/2009,02/23/2009,04/27/2009,02/09/2009,Normal,0.31
12/24/2008,12/29/2008,01/26/2009,12/17/2008,Normal,0.31
09/18/2008,09/22/2008,10/27/2008,08/25/2008,Normal,0.31
06/19/2008,06/23/2008,07/25/2008,06/09/2008,Normal,0.31
02/21/2008,02/25/2008,04/25/2008,02/08/2008,Normal,0.31
12/20/2007,12/24/2007,01/25/2008,12/11/2007,Normal,0.31
09/20/2007,09/24/2007,10/25/2007,09/07/2007,Normal,0.28
06/21/2007,06/25/2007,07/25/2007,06/08/2007,Normal,0.28
02/22/2007,02/26/2007,04/25/2007,02/09/2007,Normal,0.28
12/21/2006,12/26/2006,01/25/2007,12/12/2006,Normal,0.28
09/21/2006,09/25/2006,10/25/2006,09/08/2006,Normal,0.25
06/22/2006,06/26/2006,07/25/2006,06/09/2006,Normal,0.25
02/23/2006,02/27/2006,04/25/2006,02/10/2006,Normal,0.25
12/22/2005,12/27/2005,01/25/2006,11/21/2005,Normal,0.25
09/22/2005,09/26/2005,10/25/2005,09/16/2005,Normal,0.22
06/23/2005,06/27/2005,07/25/2005,06/10/2005,Normal,0.22
02/24/2005,02/28/2005,04/25/2005,01/13/2005,Normal,0.22
12/22/2004,12/27/2004,01/25/2005,12/10/2004,Normal,0.22
09/23/2004,09/27/2004,10/25/2004,09/17/2004,Normal,0.20
06/24/2004,06/28/2004,07/26/2004,05/13/2004,Normal,0.20
02/26/2004,03/01/2004,04/26/2004,02/13/2004,Normal,0.20
12/29/2003,12/31/2003,01/26/2004,12/12/2003,Normal,0.20
09/25/2003,09/29/2003,10/27/2003,09/25/2003,Normal,0.19
06/26/2003,06/30/2003,07/25/2003,06/12/2003,Normal,0.19
