date,forward_ps_ratio_1y
"March 19, 2020",0.6083
"March 18, 2020",0.6196
"March 17, 2020",0.6646
"March 16, 2020",0.6252
"March 13, 2020",0.7369
"March 12, 2020",0.6778
"March 11, 2020",0.7697
"March 10, 2020",0.8297
"March 9, 2020",0.7697
"March 6, 2020",0.8854
"March 5, 2020",0.9494
"March 4, 2020",1.031
"March 3, 2020",1.025
"March 2, 2020",1.056
"Feb. 28, 2020",1.025
"Feb. 27, 2020",0.9786
"Feb. 26, 2020",1.031
"Feb. 25, 2020",1.066
"Feb. 24, 2020",1.117
"Feb. 21, 2020",1.154
"Feb. 20, 2020",1.180
"Feb. 19, 2020",1.188
"Feb. 18, 2020",1.201
"Feb. 14, 2020",1.208
"Feb. 13, 2020",1.219
"Feb. 12, 2020",1.240
"Feb. 11, 2020",1.210
"Feb. 10, 2020",1.216
"Feb. 7, 2020",1.208
"Feb. 6, 2020",1.220
"Feb. 5, 2020",1.211
"Feb. 4, 2020",1.185
"Feb. 3, 2020",1.155
"Jan. 31, 2020",1.173
"Jan. 30, 2020",1.199
"Jan. 29, 2020",1.218
"Jan. 28, 2020",1.105
"Jan. 27, 2020",1.077
"Jan. 24, 2020",1.103
"Jan. 23, 2020",1.108
"Jan. 22, 2020",1.071
"Jan. 21, 2020",1.098
"Jan. 17, 2020",1.112
"Jan. 16, 2020",1.115
"Jan. 15, 2020",1.118
"Jan. 14, 2020",1.133
"Jan. 13, 2020",1.141
"Jan. 10, 2020",1.099
"Jan. 9, 2020",1.122
"Jan. 8, 2020",1.124
"Jan. 7, 2020",1.135
"Jan. 6, 2020",1.143
"Jan. 3, 2020",1.127
"Jan. 2, 2020",1.123
"Dec. 31, 2019",1.051
"Dec. 30, 2019",1.071
"Dec. 27, 2019",1.080
"Dec. 26, 2019",1.085
"Dec. 24, 2019",1.081
"Dec. 23, 2019",1.078
"Dec. 20, 2019",1.066
"Dec. 19, 2019",1.067
"Dec. 18, 2019",1.059
"Dec. 17, 2019",1.073
"Dec. 16, 2019",1.079
"Dec. 13, 2019",1.096
"Dec. 12, 2019",1.105
"Dec. 11, 2019",1.06
"Dec. 10, 2019",1.064
"Dec. 9, 2019",1.062
"Dec. 6, 2019",1.073
"Dec. 5, 2019",1.043
"Dec. 4, 2019",1.053
"Dec. 3, 2019",1.062
"Dec. 2, 2019",1.078
"Nov. 29, 2019",1.089
"Nov. 27, 2019",1.091
"Nov. 26, 2019",1.097
"Nov. 25, 2019",1.119
"Nov. 22, 2019",1.116
"Nov. 21, 2019",1.114
"Nov. 20, 2019",1.101
"Nov. 19, 2019",1.111
"Nov. 18, 2019",1.105
"Nov. 15, 2019",1.113
"Nov. 14, 2019",1.091
"Nov. 13, 2019",1.091
"Nov. 12, 2019",1.104
"Nov. 11, 2019",1.097
"Nov. 8, 2019",1.113
"Nov. 7, 2019",1.091
