date,ps_ratio
"March 19, 2020",0.5345
"March 18, 2020",0.5444
"March 17, 2020",0.584
"March 16, 2020",0.5493
"March 13, 2020",0.6475
"March 12, 2020",0.5963
"March 11, 2020",0.6772
"March 10, 2020",0.7299
"March 9, 2020",0.6772
"March 6, 2020",0.7753
"March 5, 2020",0.8314
"March 4, 2020",0.9032
"March 3, 2020",0.8974
"March 2, 2020",0.9246
"Feb. 28, 2020",0.8974
"Feb. 27, 2020",0.857
"Feb. 26, 2020",0.9032
"Feb. 25, 2020",0.9337
"Feb. 24, 2020",0.9782
"Feb. 21, 2020",1.010
"Feb. 20, 2020",1.034
"Feb. 19, 2020",1.040
"Feb. 18, 2020",1.052
"Feb. 14, 2020",1.058
"Feb. 13, 2020",1.067
"Feb. 12, 2020",1.085
"Feb. 11, 2020",1.060
"Feb. 10, 2020",1.065
"Feb. 7, 2020",1.058
"Feb. 6, 2020",1.068
"Feb. 5, 2020",1.061
"Feb. 4, 2020",1.038
"Feb. 3, 2020",1.011
"Jan. 31, 2020",1.027
"Jan. 30, 2020",1.05
"Jan. 29, 2020",1.067
"Jan. 28, 2020",0.9675
"Jan. 27, 2020",0.9436
"Jan. 24, 2020",0.9658
"Jan. 23, 2020",0.9708
"Jan. 22, 2020",0.9378
"Jan. 21, 2020",0.9617
"Jan. 17, 2020",0.9741
"Jan. 16, 2020",0.9766
"Jan. 15, 2020",0.979
"Jan. 14, 2020",0.9922
"Jan. 13, 2020",0.9997
"Jan. 10, 2020",0.9625
"Jan. 9, 2020",0.9823
"Jan. 8, 2020",0.9848
"Jan. 7, 2020",0.9939
"Jan. 6, 2020",1.001
"Jan. 3, 2020",0.9873
"Jan. 2, 2020",0.984
"Dec. 31, 2019",0.9205
"Dec. 30, 2019",0.911
"Dec. 27, 2019",0.9192
"Dec. 26, 2019",0.9233
"Dec. 24, 2019",0.92
"Dec. 23, 2019",0.9176
"Dec. 20, 2019",0.9069
"Dec. 19, 2019",0.9077
"Dec. 18, 2019",0.9011
"Dec. 17, 2019",0.9126
"Dec. 16, 2019",0.9184
"Dec. 13, 2019",0.9324
"Dec. 12, 2019",0.9406
"Dec. 11, 2019",0.9019
"Dec. 10, 2019",0.9052
"Dec. 9, 2019",0.9036
"Dec. 6, 2019",0.9126
"Dec. 5, 2019",0.8871
"Dec. 4, 2019",0.8962
"Dec. 3, 2019",0.9036
"Dec. 2, 2019",0.9176
"Nov. 29, 2019",0.9266
"Nov. 27, 2019",0.9283
"Nov. 26, 2019",0.9332
"Nov. 25, 2019",0.9521
"Nov. 22, 2019",0.9496
"Nov. 21, 2019",0.948
"Nov. 20, 2019",0.9365
"Nov. 19, 2019",0.9455
"Nov. 18, 2019",0.9406
"Nov. 15, 2019",0.9472
"Nov. 14, 2019",0.9283
"Nov. 13, 2019",0.9283
"Nov. 12, 2019",0.9389
"Nov. 11, 2019",0.9332
"Nov. 8, 2019",0.9472
"Nov. 7, 2019",0.9283
"Nov. 6, 2019",0.9061
"Nov. 5, 2019",0.9019
"Nov. 4, 2019",0.8987
"Nov. 1, 2019",0.8534
"Oct. 31, 2019",0.8205
"Oct. 30, 2019",0.8312
"Oct. 29, 2019",0.7457
"Oct. 28, 2019",0.7457
"Oct. 25, 2019",0.74
"Oct. 24, 2019",0.7359
"Oct. 23, 2019",0.7515
"Oct. 22, 2019",0.7449
"Oct. 21, 2019",0.7227
"Oct. 18, 2019",0.7367
"Oct. 17, 2019",0.7433
"Oct. 16, 2019",0.7318
"Oct. 15, 2019",0.7309
"Oct. 14, 2019",0.717
"Oct. 11, 2019",0.7235
"Oct. 10, 2019",0.6948
"Oct. 9, 2019",0.6865
"Oct. 8, 2019",0.6808
"Oct. 7, 2019",0.7038
"Oct. 4, 2019",0.7046
"Oct. 3, 2019",0.7161
"Oct. 2, 2019",0.6997
"Oct. 1, 2019",0.7079
"Sept. 30, 2019",0.735
"Sept. 27, 2019",0.7424
"Sept. 26, 2019",0.7407
"Sept. 25, 2019",0.7522
"Sept. 24, 2019",0.7366
"Sept. 23, 2019",0.767
"Sept. 20, 2019",0.7695
"Sept. 19, 2019",0.7736
"Sept. 18, 2019",0.7703
"Sept. 17, 2019",0.7686
"Sept. 16, 2019",0.7703
"Sept. 13, 2019",0.767
"Sept. 12, 2019",0.7604
"Sept. 11, 2019",0.7686
"Sept. 10, 2019",0.7506
"Sept. 9, 2019",0.7358
"Sept. 6, 2019",0.7153
"Sept. 5, 2019",0.7235
"Sept. 4, 2019",0.7226
"Sept. 3, 2019",0.684
"Aug. 30, 2019",0.6775
"Aug. 29, 2019",0.666
"Aug. 28, 2019",0.652
"Aug. 27, 2019",0.6512
"Aug. 26, 2019",0.6611
"Aug. 23, 2019",0.6545
"Aug. 22, 2019",0.6726
"Aug. 21, 2019",0.6701
"Aug. 20, 2019",0.6882
"Aug. 19, 2019",0.712
"Aug. 16, 2019",0.7218
"Aug. 15, 2019",0.6578
"Aug. 14, 2019",0.7415
"Aug. 13, 2019",0.7678
"Aug. 12, 2019",0.7432
"Aug. 9, 2019",0.7514
"Aug. 8, 2019",0.7793
"Aug. 7, 2019",0.7768
"Aug. 6, 2019",0.7859
"Aug. 5, 2019",0.7933
"Aug. 2, 2019",0.8212
"Aug. 1, 2019",0.8278
"July 31, 2019",0.8581
"July 30, 2019",0.8639
"July 29, 2019",0.8524
"July 26, 2019",0.8631
"July 25, 2019",0.8565
"July 24, 2019",0.877
"July 23, 2019",0.8746
"July 22, 2019",0.8384
"July 19, 2019",0.8245
"July 18, 2019",0.8261
"July 17, 2019",0.8195
"July 16, 2019",0.8524
"July 15, 2019",0.8434
"July 12, 2019",0.8516
"July 11, 2019",0.8302
"July 10, 2019",0.8376
"July 9, 2019",0.8417
"July 8, 2019",0.8376
"July 5, 2019",0.8622
"July 3, 2019",0.8713
"July 2, 2019",0.8721
"July 1, 2019",0.8729
"June 30, 2019",0.8622
"June 28, 2019",0.8589
"June 27, 2019",0.8508
"June 26, 2019",0.8401
"June 25, 2019",0.836
"June 24, 2019",0.8409
"June 21, 2019",0.8573
"June 20, 2019",0.8696
"June 19, 2019",0.8458
"June 18, 2019",0.8524
"June 17, 2019",0.8221
"June 14, 2019",0.8369
"June 13, 2019",0.8434
"June 12, 2019",0.8409
"June 11, 2019",0.8279
"June 10, 2019",0.8221
"June 7, 2019",0.8164
"June 6, 2019",0.8115
"June 5, 2019",0.809
"June 4, 2019",0.818
"June 3, 2019",0.7796
"May 31, 2019",0.7722
"May 30, 2019",0.7747
"May 29, 2019",0.7665
"May 28, 2019",0.7657
"May 24, 2019",0.773
"May 23, 2019",0.782
"May 22, 2019",0.8099
"May 21, 2019",0.8148
"May 20, 2019",0.8082
"May 17, 2019",0.818
"May 16, 2019",0.8287
"May 15, 2019",0.8393
"May 14, 2019",0.8442
"May 13, 2019",0.8074
"May 10, 2019",0.8287
"May 9, 2019",0.8213
"May 8, 2019",0.8311
"May 7, 2019",0.827
"May 6, 2019",0.8532
"May 3, 2019",0.8589
"May 2, 2019",0.8385
"May 1, 2019",0.8262
"April 30, 2019",0.8319
"April 29, 2019",0.796
"April 26, 2019",0.7829
"April 25, 2019",0.746
"April 24, 2019",0.7624
"April 23, 2019",0.7632
"April 22, 2019",0.7624
"April 18, 2019",0.7649
"April 17, 2019",0.746
"April 16, 2019",0.7477
"April 15, 2019",0.7346
"April 12, 2019",0.7362
"April 11, 2019",0.746
"April 10, 2019",0.7493
"April 9, 2019",0.7542
"April 8, 2019",0.7763
"April 5, 2019",0.8189
"April 4, 2019",0.8205
"April 3, 2019",0.8262
"April 2, 2019",0.8377
"April 1, 2019",0.8262
"March 31, 2019",0.8172
"March 29, 2019",0.8127
"March 28, 2019",0.8045
"March 27, 2019",0.8102
"March 26, 2019",0.8216
"March 25, 2019",0.8037
"March 22, 2019",0.8119
"March 21, 2019",0.8355
"March 20, 2019",0.8314
"March 19, 2019",0.8289
"March 18, 2019",0.8298
"March 15, 2019",0.8102
"March 14, 2019",0.8379
"March 13, 2019",0.8151
"March 12, 2019",0.794
"March 11, 2019",0.8054
"March 8, 2019",0.7793
"March 7, 2019",0.7687
"March 6, 2019",0.7411
"March 5, 2019",0.8045
"March 4, 2019",0.8444
"March 1, 2019",0.8355
